X,Y,FID,Ano,Codregion,Region,Comuna,Zona,Calle1,Calle2,Numero,lat,lng,Claseaccid,Cód_Comun,Cód_Zona,Zona_1,Cód_Ubica,Ubicación,Cód_Calle,Intersecci,Pistas_de_,Pistas_de1,Cód_Calza,Calzada,Cód__Tipo,Tipo_Calza,Fallecidos,Graves,Menos_Grav,Leves,Accidentes
-70.648743,-33.467396,469,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MAULE,SAN DIEGO,NULL,-33.467396,-70.648743,1,13101,1,URBANA,14,CRUCE CON SEÑAL PARE,131010409,MAULE - SAN DIEGO,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.648338,-33.438217,470,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MERCED,SAN ANTONIO,NULL,-33.438217,-70.648338,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010416,MERCED - SAN ANTONIO,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,0,1
-70.648331,-33.475658,471,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN DIEGO,PLACER,NULL,-33.475658,-70.648331,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010572,PLACER - SAN DIEGO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.648079,-33.525925,472,2019,13,REGION METROPOLITANA,LA CISTERNA,URBANA,ELIAS FERNANDEZ ALBANO,SAN RAFAEL,NULL,-33.525925,-70.648079,1,13109,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131090133,ELIAS FERNANDEZ ALBANO - SAN RAFAEL,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.647636,-33.434109,473,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,ISMAEL VALDES VERGARA,MAC IVER,NULL,-33.434109,-70.647636,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010303,ISMAEL VALDES VERGARA - MAC IVER,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.647514,-33.434616,474,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MAC IVER,ESMERALDA,NULL,-33.434616,-70.647514,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010379,ESMERALDA - MAC IVER,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.647171,-33.461033,475,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,ARTURO PRAT,MARINA DE GAETE,NULL,-33.461033,-70.647171,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010062,ARTURO PRAT - MARINA DE GAETE,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,2,3
-70.646996,-33.446671,476,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN FRANCISCO,TARAPACA,NULL,-33.446671,-70.646996,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010576,SAN FRANCISCO - TARAPACA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,1,1,2
-70.646973,-33.55397,477,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,LA BANDERA,SGTO CANDELARIA,NULL,-33.55397,-70.646973,1,13131,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131310168,LA BANDERA - SGTO CANDELARIA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.646957,-33.465961,478,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,ARTURO PRAT,PEDRO LAGOS,NULL,-33.465961,-70.646957,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010062,ARTURO PRAT - PEDRO LAGOS,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,2
-70.646935,-33.442833,479,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,NULL,737,-33.442833,-70.646935,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010342,- LIBER BERNARDO O`HIGGINS,4,4,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.646812,-33.469616,480,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,NUBLE,ARTURO PRAT,NULL,-33.469616,-70.646812,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010437,ARTURO PRAT - NUBLE,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.646751,-33.536915,481,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,RAMON BARROS LUCO,ECUADOR,NULL,-33.536915,-70.646751,1,13131,1,URBANA,14,CRUCE CON SEÑAL PARE,131310311,ECUADOR - RAMON BARROS LUCO,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.646667,-33.472008,482,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,ARTURO PRAT,ARAUCO,NULL,-33.472008,-70.646667,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010062,ARAUCO - ARTURO PRAT,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,0,1,1
-70.646271,-33.502598,483,2019,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,PIRAMIDE,FRANKFORT,NULL,-33.502598,-70.646271,1,13130,1,URBANA,14,CRUCE CON SEÑAL PARE,131300200,FRANKFORT - PIRAMIDE,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.646271,-33.44273,484,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O`HIGGINS,MAC IVER,NULL,-33.44273,-70.646271,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS - MAC IVER,4,4,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.645866,-33.443405,485,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MARIN,SAN CAMILO,NULL,-33.443405,-70.645866,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010398,MARIN - SAN CAMILO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,2
-70.645317,-33.545841,486,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,LA BANDERA,VICUNA MACKENNA,NULL,-33.545841,-70.645317,1,13131,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131310168,LA BANDERA - VICUNA MACKENNA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,1,0,1
-70.645073,-33.39624,487,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RUBEN DARIO,DORSAL,NULL,-33.39624,-70.645073,1,13127,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270771,DORSAL - RUBEN DARIO,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.644858,-33.42199,488,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,SANTOS DUMONT,NULL,-33.42199,-70.644858,1,13127,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,RECOLETA - SANTOS DUMONT,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.644798,-33.436588,489,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MANUEL RODRIGUEZ,COMPANIA,NULL,-33.436588,-70.644798,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010391,COMPANIA - MANUEL RODRIGUEZ,3,3,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.644623,-33.542355,490,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,OSSA,LA BANDERA,NULL,-33.542355,-70.644623,1,13131,1,URBANA,1,TRAMO DE VIA RECTA,131310252,LA BANDERA - OSSA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.644592,-33.443802,491,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MARCOLETA,SAN ISIDRO,NULL,-33.443802,-70.644592,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010395,MARCOLETA - SAN ISIDRO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.6442851,-33.4203914,492,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,SAN CRISTOBAL,NULL,-33.4203914,-70.6442851,1,13127,1,URBANA,14,CRUCE CON SEÑAL PARE,131270739,RECOLETA - SAN CRISTOBAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.64415,-33.465286,493,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN FRANCISCO,NULL,1484,-33.465286,-70.64415,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010576,- SAN FRANCISCO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.643837,-33.410809,494,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,NULL,1790,-33.410809,-70.643837,1,13127,1,URBANA,1,TRAMO DE VIA RECTA,131270739,- RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.643776,-33.547787,495,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,ALPATACAL,ALMTE LATORRE,NULL,-33.547787,-70.643776,1,13131,1,URBANA,1,TRAMO DE VIA RECTA,131310036,ALMTE LATORRE - ALPATACAL,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,2,2
-70.6436886,-33.4159568,496,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,UNION,NULL,-33.4159568,-70.6436886,1,13127,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270739,RECOLETA - UNION,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.643684,-33.447803,497,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN ISIDRO,MARIN,NULL,-33.447803,-70.643684,1,13101,1,URBANA,14,CRUCE CON SEÑAL PARE,131010582,MARIN - SAN ISIDRO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.643669,-33.475388,498,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,PLACER,SAN FRANCISCO,NULL,-33.475388,-70.643669,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010489,PLACER - SAN FRANCISCO,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.6436353,-33.4147951,499,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,MARIA GRAHAM,NULL,-33.4147951,-70.6436353,1,13127,1,URBANA,1,TRAMO DE VIA RECTA,131270739,MARIA GRAHAM - RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,1,0,0,0,1
-70.643608,-33.524273,500,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,ALVEAR,STA ANA,NULL,-33.524273,-70.643608,1,13131,1,URBANA,1,TRAMO DE VIA RECTA,131310038,ALVEAR - STA ANA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.64357,-33.410591,501,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,NULL,1756,-33.410591,-70.643578,1,13127,1,URBANA,1,TRAMO DE VIA RECTA,131270739,- RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,2,2
-70.643257,-33.458427,502,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MANUEL ANTONIO MATTA,STA ROSA,NULL,-33.458427,-70.643257,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010385,MANUEL ANTONIO MATTA - STA ROSA,5,5,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.642815,-33.462116,503,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,STA ELVIRA,NULL,-33.462116,-70.642815,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010629,STA ELVIRA - STA ROSA,3,0,1,UNIDIRECCIONAL,1,CONCRETO,0,1,1,0,2
-70.642776,-33.396976,504,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,DORSAL,RECOLETA,NULL,-33.396976,-70.642776,1,13127,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270224,DORSAL - RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.642769,-33.542652,505,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,ALMTE LATORRE,OSSA,NULL,-33.542652,-70.642769,1,13131,1,URBANA,14,CRUCE CON SEÑAL PARE,131310035,ALMTE LATORRE - OSSA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642654,-33.434032,506,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,STA MARIA,LORETO,NULL,-33.434032,-70.642654,1,13127,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270828,LORETO - STA MARIA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.642639,-33.438412,507,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,ROSAL,VICTORIA SUBERCASEAUX,NULL,-33.438412,-70.642639,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010558,ROSAL - VICTORIA SUBERCASEAUX,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.642532,-33.446468,508,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARMEN,GRAL JOFRE,NULL,-33.446468,-70.642532,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010106,CARMEN - GRAL JOFRE,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.642448,-33.390926,509,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,LOS ZAPADORES,NULL,-33.390926,-70.642448,1,13127,1,URBANA,1,TRAMO DE VIA RECTA,131270739,LOS ZAPADORES - RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,2,2
-70.642204,-33.477654,510,2019,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,STA ROSA,CARLOS SILVA VILDOSOLA,NULL,-33.477654,-70.642204,1,13130,1,URBANA,1,TRAMO DE VIA RECTA,131300282,CARLOS SILVA VILDOSOLA - STA ROSA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.641907,-33.480885,511,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,ALC CARLOS VALDOVINOS,NULL,-33.480885,-70.641907,1,13129,1,URBANA,1,TRAMO DE VIA RECTA,131290600,ALC CARLOS VALDOVINOS - STA ROSA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,1,0,0,1
-70.641876,-33.475731,512,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ROSA,NULL,2344,-33.475731,-70.641876,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010629,- STA ROSA,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.641815,-33.548061,513,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,ALPATACAL,DOLORES,NULL,-33.548061,-70.641815,1,13131,1,URBANA,1,TRAMO DE VIA RECTA,131310036,ALPATACAL - DOLORES,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.641655,-33.420856,514,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,PERU,SAN CRISTOBAL,NULL,-33.420856,-70.641655,1,13127,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270677,PERU - SAN CRISTOBAL,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.641533,-33.449848,515,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARMEN,STA ISABEL,NULL,-33.449848,-70.641533,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010106,CARMEN - STA ISABEL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.641144,-33.533363,516,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,CARLOS DAVILA,URUGUAY,NULL,-33.533363,-70.641144,1,13131,1,URBANA,1,TRAMO DE VIA RECTA,131310076,CARLOS DAVILA - URUGUAY,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.641075,-33.437851,517,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,JOSE VICTORINO LASTARRIA,ROSAL,NULL,-33.437851,-70.641075,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010314,JOSE VICTORINO LASTARRIA - ROSAL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.640976,-33.48806,518,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,ALC PEDRO ALARCON,NULL,-33.48806,-70.640976,1,13129,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290600,ALC PEDRO ALARCON - STA ROSA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,1,0,0,0,1
-70.640915,-33.550117,519,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,RIQUELME,AURORA DE CHILE,NULL,-33.550117,-70.640915,1,13131,1,URBANA,14,CRUCE CON SEÑAL PARE,131310327,AURORA DE CHILE - RIQUELME,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.595726,-33.48341,520,2019,13,REGION METROPOLITANA,MACUL,URBANA,BROWN SUR,LAS MADRESELVAS,NULL,-33.48341,-70.595726,1,13118,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131180062,BROWN SUR - LAS MADRESELVAS,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.640511,-33.475189,521,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,PLACER,VICTOR MANUEL,NULL,-33.475189,-70.640511,1,13101,1,URBANA,14,CRUCE CON SEÑAL PARE,131010489,PLACER - VICTOR MANUEL,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.640495,-33.48864,522,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,NULL,3520,-33.48864,-70.640495,1,13129,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290600,- STA ROSA,3,3,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.6403886,-33.4228,523,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,PERU,SANTOS DUMONT,NULL,-33.4228,-70.6403886,1,13127,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270677,PERU - SANTOS DUMONT,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,2,2
-70.640343,-33.445232,524,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CURICO,LIRA,NULL,-33.445232,-70.640343,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010159,CURICO - LIRA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.6402095,-33.4272465,525,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,DOMINICA,PERU,NULL,-33.4272465,-70.6402095,1,13127,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131270219,DOMINICA - PERU,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.639595,-33.457451,526,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,MANUEL ANTONIO MATTA,CARMEN,NULL,-33.457451,-70.639595,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010385,CARMEN - MANUEL ANTONIO MATTA,5,5,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,1,0,1,1
-70.639275,-33.380241,527,2019,13,REGION METROPOLITANA,HUECHURABA,URBANA,RECOLETA,STA CLARA,NULL,-33.380241,-70.639275,1,13107,1,URBANA,1,TRAMO DE VIA RECTA,131070365,RECOLETA - STA CLARA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.639236,-33.529945,528,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,CARLOS DAVILA,EL PARRON,NULL,-33.529945,-70.639236,1,13131,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131310076,CARLOS DAVILA - EL PARRON,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.639153,-33.380943,529,2019,13,REGION METROPOLITANA,HUECHURABA,URBANA,RECOLETA,NULL,4421,-33.380943,-70.639153,1,13107,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131070365,- RECOLETA,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.638756,-33.507271,530,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,DEPARTAMENTAL,NULL,-33.507271,-70.638756,1,13129,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290600,DEPARTAMENTAL - STA ROSA,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,1,0,1,2
-70.6387063,-33.4138461,531,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,PERU,NULL,1826,-33.4138461,-70.6387063,1,13127,1,URBANA,1,TRAMO DE VIA RECTA,131270677,- PERU,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.638649,-33.415585,532,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,PERU,DESIDERIO LEMUS,NULL,-33.415585,-70.638649,1,13127,1,URBANA,1,TRAMO DE VIA RECTA,131270677,DESIDERIO LEMUS - PERU,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.638618,-33.50552,533,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,LLICO,NULL,-33.50552,-70.638618,1,13129,1,URBANA,1,TRAMO DE VIA RECTA,131290600,LLICO - STA ROSA,2,2,3,BIDIRECCIONAL CON BANDEJON,2,ASFALTO,0,0,0,1,1
-70.638489,-33.4161,534,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,PERU,CELIA COLOMA,NULL,-33.4161,-70.638489,1,13127,1,URBANA,14,CRUCE CON SEÑAL PARE,131270677,CELIA COLOMA - PERU,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.638451,-33.416321,535,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,PERU,NULL,1429,-33.416321,-70.638451,1,13127,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131270677,- PERU,2,2,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.63826,-33.431053,536,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,PURISIMA,NULL,260,-33.431053,-70.63826,1,13127,1,URBANA,1,TRAMO DE VIA RECTA,131270717,- PURISIMA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.638214,-33.503941,537,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,ALONSO DE OJEDA,PIRAMIDE,NULL,-33.503941,-70.638214,1,13129,1,URBANA,1,TRAMO DE VIA RECTA,131290016,ALONSO DE OJEDA - PIRAMIDE,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.637772,-33.486561,538,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,JORGE CANNING,FRANCISCO DE ZARATE,NULL,-33.486561,-70.637772,1,13129,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131290268,FRANCISCO DE ZARATE - JORGE CANNING,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,0,1
-70.637688,-33.453403,539,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,COPIAPO,LIRA,NULL,-33.453403,-70.637688,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010142,COPIAPO - LIRA,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.637444,-33.391853,540,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,JOSE SANTOS OSSA,LOS ZAPADORES,NULL,-33.391853,-70.637444,1,13127,1,URBANA,14,CRUCE CON SEÑAL PARE,131270421,JOSE SANTOS OSSA - LOS ZAPADORES,2,2,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.637314,-33.466125,541,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARMEN,MAULE,NULL,-33.466125,-70.637314,1,13101,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010106,CARMEN - MAULE,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,0,2
-70.637245,-33.51263,542,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,JUAN ARAVENA,NULL,-33.51263,-70.637245,1,13129,1,URBANA,14,CRUCE CON SEÑAL PARE,131290600,JUAN ARAVENA - STA ROSA,1,1,2,BIDIRECCIONAL,1,CONCRETO,0,0,0,1,1
-70.637184,-33.455994,543,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,PORVENIR,LIRA,NULL,-33.455994,-70.637184,1,13101,1,URBANA,1,TRAMO DE VIA RECTA,131010495,LIRA - PORVENIR,2,0,1,UNIDIRECCIONAL,2,ASFALTO,0,1,0,0,1
-70.636963,-33.51701,544,2019,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,SEBASTOPOL,NULL,-33.51701,-70.636963,1,13129,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290600,SEBASTOPOL - STA ROSA,3,3,3,BIDIRECCIONAL CON BANDEJON,1,CONCRETO,0,0,0,1,1
-70.636795,-33.544769,545,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,LOS FRANCISCANOS,PEDRO AGUIRRE CERDA,NULL,-33.544769,-70.636795,1,13131,1,URBANA,14,CRUCE CON SEÑAL PARE,131310203,LOS FRANCISCANOS - PEDRO AGUIRRE CERDA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,2,1
-70.6367665,-33.5435173,546,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,PEDRO AGUIRRE CERDA,OSSA,NULL,-33.5435173,-70.6367665,1,13131,1,URBANA,16,CRUCE SIN SEÑALIZACION,131310263,OSSA - PEDRO AGUIRRE CERDA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.636688,-33.54707,547,2019,13,REGION METROPOLITANA,SAN RAMON,URBANA,PEDRO AGUIRRE CERDA,VICUNA MACKENNA,NULL,-33.54707,-70.636688,1,13131,1,URBANA,1,TRAMO DE VIA RECTA,131310264,PEDRO AGUIRRE CERDA - VICUNA MACKENNA,2,0,1,UNIDIRECCIONAL,1,CONCRETO,0,0,1,5,6
-70.63652,-33.445156,548,2019,13,REGION METROPOLITANA,SANTIAGO,URBANA,GRAL JOFRE,PORTUGAL,NULL,-33.445156,-70.63652,1,13101,1,URBANA,14,CRUCE CON SEÑAL PARE,131010268,GRAL JOFRE - PORTUGAL,3,0,1,UNIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
-70.636383,-33.388878,549,2019,13,REGION METROPOLITANA,RECOLETA,URBANA,ADELA MARTINEZ,JOSE SANTOS OSSA,NULL,-33.388878,-70.636383,1,13127,1,URBANA,14,CRUCE CON SEÑAL PARE,131270024,ADELA MARTINEZ - JOSE SANTOS OSSA,1,1,2,BIDIRECCIONAL,2,ASFALTO,0,0,0,1,1
