X,Y,FID,POINT_X,POINT_Y,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,PAIS,TIPO,Año,Claseaccid,Cód_Regi,Cód_Zona,Zona,Cód_Calle,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Siniestros
-70.6212401,-33.4250288,214,-70.6212401,-33.4250288,REGION METROPOLITANA,13123,PROVIDENCIA,ANDRES BELLO, ,1515,"ANDRES BELLO 1515, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230035,0,0,1,0,1,1
-70.6209725,-33.6288008,215,-70.6209725,-33.6288008,REGION METROPOLITANA,13201,PUENTE ALTO,SAN PEDRO,ICHUAC,0,"SAN PEDRO & ICHUAC, PUENTE ALTO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,132012599,0,0,0,1,1,1
-70.6207267,-33.4588052,216,-70.6207267,-33.4588052,REGION METROPOLITANA,13120,NUNOA,SALVADOR, ,2812,"SALVADOR 2812, ??ªU??ªOA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131200648,0,0,0,1,1,1
-70.6207066,-33.4254621,217,-70.6207066,-33.4254621,REGION METROPOLITANA,13123,PROVIDENCIA,CALDERON,DR CARLOS CHARLIN,0,"CALDERON & DR CARLOS CHARLIN, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230077,0,0,0,0,2,1
-70.6206318,-33.5622847,218,-70.6206318,-33.5622847,REGION METROPOLITANA,13112,LA PINTANA,GRAL ARRIAGADA,PABLO NERUDA,0,"GRAL ARRIAGADA & PABLO NERUDA, LA PINTANA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131120253,0,0,0,0,2,1
-70.6203346,-33.4288266,219,-70.6203346,-33.4288266,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,MANUEL MONTT,0,"PROVIDENCIA & MANUEL MONTT, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230437,0,0,0,1,1,1
-70.6198445,-33.4439417,220,-70.6198445,-33.4439417,REGION METROPOLITANA,13123,PROVIDENCIA,JOSE MANUEL INFANTE,LOS JESUITAS,0,"JOSE MANUEL INFANTE & LOS JESUITAS, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230266,0,0,0,1,0,1
-70.6196807,-33.4337324,221,-70.6196807,-33.4337324,REGION METROPOLITANA,13123,PROVIDENCIA,JOSE MIGUEL CLARO,ELIODORO YANEZ,0,"JOSE MIGUEL CLARO & ELIODORO YANEZ, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230268,0,0,0,2,1,1
-70.6194852,-33.4450004,222,-70.6194852,-33.4450004,REGION METROPOLITANA,13123,PROVIDENCIA,JOSE MANUEL INFANTE,STA ISABEL,0,"JOSE MANUEL INFANTE & STA ISABEL, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230266,0,0,0,0,4,2
-70.6183078,-33.4397154,223,-70.6183078,-33.4397154,REGION METROPOLITANA,13123,PROVIDENCIA,FRANCISCO BILBAO,JOSE MIGUEL CLARO,0,"FRANCISCO BILBAO & JOSE MIGUEL CLARO, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230205,0,0,0,1,3,2
-70.6180826,-33.440822,224,-70.6180826,-33.440822,REGION METROPOLITANA,13123,PROVIDENCIA,JOSE MIGUEL CLARO,ELENA BLANCO,0,"JOSE MIGUEL CLARO & ELENA BLANCO, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230268,0,0,0,2,0,1
-70.618036,-33.4370457,225,-70.618036,-33.4370457,REGION METROPOLITANA,13123,PROVIDENCIA,ALBERTO DECOMBE,STA MARIA,0,"ALBERTO DECOMBE & STA MARIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230009,0,0,0,1,1,1
-70.6178377,-33.4418783,226,-70.6178377,-33.4418783,REGION METROPOLITANA,13123,PROVIDENCIA,JOSE MIGUEL CLARO,CLEMENTE FABRES,0,"JOSE MIGUEL CLARO & CLEMENTE FABRES, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230268,0,0,0,1,1,1
-70.6177722,-33.4529836,227,-70.6177722,-33.4529836,REGION METROPOLITANA,13120,NUNOA,JOSE MANUEL INFANTE,IRARRAZAVAL,0,"JOSE MANUEL INFANTE & IRARRAZAVAL, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200312,0,1,0,0,1,1
-70.6175554,-33.4430104,228,-70.6175554,-33.4430104,REGION METROPOLITANA,13123,PROVIDENCIA,JOSE MIGUEL CLARO,MANUEL ANTONIO MAIRA,0,"JOSE MIGUEL CLARO & MANUEL ANTONIO MAIRA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230268,0,0,0,1,1,1
-70.6173873,-33.4332733,229,-70.6173873,-33.4332733,REGION METROPOLITANA,13123,PROVIDENCIA,ELIODORO YANEZ,MANUEL MONTT,0,"ELIODORO YANEZ & MANUEL MONTT, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230183,0,0,0,0,2,1
-70.6173479,-33.4616067,230,-70.6173479,-33.4616067,REGION METROPOLITANA,13120,NUNOA,GRECIA INT,GRECIA,0,"GRECIA INT & GRECIA, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200258,0,0,0,0,2,1
-70.6173199,-33.491599,231,-70.6173199,-33.491599,REGION METROPOLITANA,13118,MACUL,VICUNA MACKENNA,ESC AGRICOLA,0,"VICUNA MACKENNA & ESC AGRICOLA, MACUL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131180549,0,0,0,0,2,1
-70.6172302,-33.4479742,232,-70.6172302,-33.4479742,REGION METROPOLITANA,13123,PROVIDENCIA,RENGO, ,1440,"RENGO 1440, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230458,0,0,0,1,2,1
-70.6169454,-33.4456335,233,-70.6169454,-33.4456335,REGION METROPOLITANA,13123,PROVIDENCIA,STA ISABEL,JOSE MIGUEL CLARO,0,"STA ISABEL & JOSE MIGUEL CLARO, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230486,0,1,0,0,1,1
-70.6169251,-33.4277005,234,-70.6169251,-33.4277005,REGION METROPOLITANA,13123,PROVIDENCIA,ALC RAFAEL VIVES,PROVIDENCIA,0,"ALC RAFAEL VIVES & PROVIDENCIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230016,0,0,0,1,1,1
-70.6167732,-33.4465283,235,-70.6167732,-33.4465283,REGION METROPOLITANA,13123,PROVIDENCIA,JOSE MIGUEL CLARO,CAUPOLICAN,0,"JOSE MIGUEL CLARO & CAUPOLICAN, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230268,0,0,0,1,1,1
-70.616023,-33.4494775,236,-70.616023,-33.4494775,REGION METROPOLITANA,13120,NUNOA,SUCRE, ,1501,"SUCRE 1501, ??ªU??ªOA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131200689,0,0,1,1,0,1
-70.6160178,-33.4545245,237,-70.6160178,-33.4545245,REGION METROPOLITANA,13120,NUNOA,DUBLE ALMEYDA,CAP FUENTES,0,"DUBLE ALMEYDA & CAP FUENTES, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200169,0,0,0,0,2,1
-70.6158928,-33.459601,238,-70.6158928,-33.459601,REGION METROPOLITANA,13120,NUNOA,REP DE ISRAEL,SUAREZ MUJICA,0,"REP DE ISRAEL & SUAREZ MUJICA, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200628,0,1,1,2,0,2
-70.6158005,-33.4711074,239,-70.6158005,-33.4711074,REGION METROPOLITANA,13120,NUNOA,GUILLERMO MANN, ,1751,"GUILLERMO MANN 1751, ??ªU??ªOA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131200265,0,0,0,1,1,1
-70.6155216,-33.462807,240,-70.6155216,-33.462807,REGION METROPOLITANA,13120,NUNOA,MARATHON, ,1000,"MARATHON 1000, ??ªU??ªOA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131200463,0,0,0,1,1,1
-70.615395,-33.4346887,241,-70.615395,-33.4346887,REGION METROPOLITANA,13123,PROVIDENCIA,ANDRES BELLO,ELIODORO YANEZ,0,"ANDRES BELLO & ELIODORO YANEZ, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230035,0,1,0,0,1,1
-70.6151618,-33.420023,242,-70.6151618,-33.420023,REGION METROPOLITANA,13123,PROVIDENCIA,PEDRO DE VALDIVIA NORTE,LOS ESPANOLES,0,"PEDRO DE VALDIVIA NORTE & LOS ESPANOLES, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230420,0,1,0,3,3,3
-70.6151385,-33.4617778,243,-70.6151385,-33.4617778,REGION METROPOLITANA,13120,NUNOA,GRECIA,MARATHON,0,"GRECIA & MARATHON, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200256,0,0,0,1,1,1
-70.6149175,-33.4367595,244,-70.6149175,-33.4367595,REGION METROPOLITANA,13123,PROVIDENCIA,ANTONIO VARAS, ,1053,"ANTONIO VARAS 1053, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230041,0,0,0,0,2,1
-70.6147291,-33.4256124,245,-70.6147291,-33.4256124,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,CARLOS ANTUNEZ,0,"PROVIDENCIA & CARLOS ANTUNEZ, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230437,0,0,0,1,3,2
-70.6141635,-33.4218802,246,-70.6141635,-33.4218802,REGION METROPOLITANA,13123,PROVIDENCIA,ANDRES BELLO,PEDRO DE VALDIVIA,0,"ANDRES BELLO & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230035,0,0,1,3,2,3
-70.6140828,-33.5151206,247,-70.6140828,-33.5151206,REGION METROPOLITANA,13111,LA GRANJA,SEBASTOPOL,ESTADIO,0,"SEBASTOPOL & ESTADIO, LA GRANJA",CHILE,GEOMETRIC_CENTER,2021,1,13,2,RURAL,131110595,0,0,0,1,1,1
-70.6138114,-33.4274466,248,-70.6138114,-33.4274466,REGION METROPOLITANA,13123,PROVIDENCIA,CARLOS ANTUNEZ,BARROS ERRAZURIZ,0,"CARLOS ANTUNEZ & BARROS ERRAZURIZ, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230089,0,0,0,1,1,1
-70.6135834,-33.4323076,249,-70.6135834,-33.4323076,REGION METROPOLITANA,13123,PROVIDENCIA,ELIODORO YANEZ,MATILDE SALAMANCA,0,"ELIODORO YANEZ & MATILDE SALAMANCA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230183,0,0,0,2,2,2
-70.613435,-33.4173554,250,-70.613435,-33.4173554,REGION METROPOLITANA,13123,PROVIDENCIA,PADRE LETELIER,LOS CONQUISTADORES,0,"PADRE LETELIER & LOS CONQUISTADORES, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230406,0,1,0,2,0,1
-70.6133813,-33.508684,251,-70.6133813,-33.508684,REGION METROPOLITANA,13129,SAN JOAQUIN,VICUNA MACKENNA,DEPARTAMENTAL,0,"VICUNA MACKENNA & DEPARTAMENTAL, SAN JOAQUIN",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131290636,0,0,0,1,0,1
-70.613373,-33.4014415,252,-70.613373,-33.4014415,REGION METROPOLITANA,13107,HUECHURABA,TUNEL SAN CRISTOBAL, ,560,"TUNEL SAN CRISTOBAL 560, HUECHURABA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,0,1,0,0,0,1,1
-70.6133488,-33.4390573,253,-70.6133488,-33.4390573,REGION METROPOLITANA,13123,PROVIDENCIA,ANTONIO VARAS,FRANCISCO BILBAO,0,"ANTONIO VARAS & FRANCISCO BILBAO, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230041,0,0,0,0,2,1
-70.613185,-33.4240134,254,-70.613185,-33.4240134,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA, ,1960,"PROVIDENCIA 1960, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230437,0,1,0,0,1,1
-70.6131375,-33.4783777,255,-70.6131375,-33.4783777,REGION METROPOLITANA,13118,MACUL,MARATHON,JOSE ANANIAS,0,"MARATHON & JOSE ANANIAS, MACUL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131180341,0,0,0,1,1,1
-70.6128836,-33.4375869,256,-70.6128836,-33.4375869,REGION METROPOLITANA,13123,PROVIDENCIA,POCURO,ESC DE TELECOMUNICACIONES,0,"POCURO & ESC DE TELECOMUNICACIONES, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230433,0,0,0,2,0,1
-70.6125636,-33.6252817,257,-70.6125636,-33.6252817,REGION METROPOLITANA,13201,PUENTE ALTO,JUANITA,LA LECHERIA,0,"JUANITA & LA LECHERIA, PUENTE ALTO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,132011346,0,0,0,1,1,1
-70.6125607,-33.4548319,258,-70.6125607,-33.4548319,REGION METROPOLITANA,13120,NUNOA,DUBLE ALMEYDA,QUIRIHUE,0,"DUBLE ALMEYDA & QUIRIHUE, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200169,0,0,0,1,1,1
-70.6124674,-33.42356,259,-70.6124674,-33.42356,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,PEDRO DE VALDIVIA,0,"PROVIDENCIA & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230437,0,1,0,0,0,1
-70.6123484,-33.4860262,260,-70.6123484,-33.4860262,REGION METROPOLITANA,13118,MACUL,MARATHON,QUILIN,0,"MARATHON & QUILIN, MACUL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131180341,0,0,0,1,1,1
-70.6120861,-33.5652391,261,-70.6120861,-33.5652391,REGION METROPOLITANA,13110,LA FLORIDA,LA SERENA,PALO MAYOR,0,"LA SERENA & PALO MAYOR, LA FLORIDA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131101140,0,0,0,1,1,1
-70.611789,-33.4582755,262,-70.611789,-33.4582755,REGION METROPOLITANA,13120,NUNOA,CARMEN COVARRUBIAS,CRESCENTE ERRAZURIZ,0,"CARMEN COVARRUBIAS & CRESCENTE ERRAZURIZ, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200110,0,1,0,1,2,2
-70.6115026,-33.4851676,263,-70.6115026,-33.4851676,REGION METROPOLITANA,13118,MACUL,QUILIN,2 NORTE,0,"QUILIN & 2 NORTE, MACUL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131180482,0,0,0,1,1,1
-70.6114408,-33.4888479,264,-70.6114408,-33.4888479,REGION METROPOLITANA,13120,NUNOA,MARATHON,VIA 8,0,"MARATHON & VIA 8, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200463,0,0,1,0,1,1
-70.6111832,-33.4202391,265,-70.6111832,-33.4202391,REGION METROPOLITANA,13123,PROVIDENCIA,ANDRES BELLO,NVA DE LYON,0,"ANDRES BELLO & NVA DE LYON, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230035,0,1,0,2,3,3
-70.6109372,-33.4474948,266,-70.6109372,-33.4474948,REGION METROPOLITANA,13120,NUNOA,ANTONIO VARAS,UNION LITERARIA,0,"ANTONIO VARAS & UNION LITERARIA, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200033,0,0,1,0,0,1
-70.6108716,-33.5466183,267,-70.6108716,-33.5466183,REGION METROPOLITANA,13110,LA FLORIDA,PUNTA ARENAS,TRINIDAD,0,"PUNTA ARENAS & TRINIDAD, LA FLORIDA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131102104,0,1,0,0,1,1
-70.6105923,-33.5080878,268,-70.6105923,-33.5080878,REGION METROPOLITANA,13118,MACUL,MARATHON,DEPARTAMENTAL,0,"MARATHON & DEPARTAMENTAL, MACUL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131180341,0,0,0,1,0,1
-70.6102469,-33.4261234,269,-70.6102469,-33.4261234,REGION METROPOLITANA,13123,PROVIDENCIA,PEDRO DE VALDIVIA, ,320,"PEDRO DE VALDIVIA 320, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230417,0,0,0,1,1,1
-70.6102236,-33.4301435,270,-70.6102236,-33.4301435,REGION METROPOLITANA,13123,PROVIDENCIA,PEDRO DE VALDIVIA, ,755,"PEDRO DE VALDIVIA 755, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230417,0,1,0,0,1,1
-70.6097731,-33.5284195,271,-70.6097731,-33.5284195,REGION METROPOLITANA,13110,LA FLORIDA,PUNTA ARENAS,STA JULIA,0,"PUNTA ARENAS & STA JULIA, LA FLORIDA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131102104,0,0,1,1,0,1
-70.6097584,-33.4585107,272,-70.6097584,-33.4585107,REGION METROPOLITANA,13120,NUNOA,CRESCENTE ERRAZURIZ,CAMPOS DE DEPORTES,0,"CRESCENTE ERRAZURIZ & CAMPOS DE DEPORTES, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200142,0,0,0,1,1,1
-70.6097048,-33.431324,273,-70.6097048,-33.431324,REGION METROPOLITANA,13123,PROVIDENCIA,ELIODORO YANEZ, ,1990,"ELIODORO YANEZ 1990, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230183,0,0,0,1,1,1
-70.6095497,-33.4533527,274,-70.6095497,-33.4533527,REGION METROPOLITANA,13120,NUNOA,IRARRAZAVAL, ,2042,"IRARRAZAVAL 2042, ??ªU??ªOA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131200285,0,0,0,1,1,1
-70.6094491,-33.4567491,275,-70.6094491,-33.4567491,REGION METROPOLITANA,13120,NUNOA,CAMPOS DE DEPORTES,JOSE DOMINGO CANAS,0,"CAMPOS DE DEPORTES & JOSE DOMINGO CANAS, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200096,0,0,0,1,1,1
-70.6094422,-33.4314352,276,-70.6094422,-33.4314352,REGION METROPOLITANA,13123,PROVIDENCIA,ELIODORO YANEZ,PEDRO DE VALDIVIA,0,"ELIODORO YANEZ & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230183,0,0,0,3,0,1
-70.6094388,-33.4188405,277,-70.6094388,-33.4188405,REGION METROPOLITANA,13123,PROVIDENCIA,ANDRES BELLO,SUECIA,0,"ANDRES BELLO & SUECIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230035,0,0,0,2,0,1
-70.6091422,-33.4552238,278,-70.6091422,-33.4552238,REGION METROPOLITANA,13120,NUNOA,CAMPOS DE DEPORTES,DUBLE ALMEYDA,0,"CAMPOS DE DEPORTES & DUBLE ALMEYDA, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200096,0,1,0,0,1,1
-70.6090008,-33.4240997,279,-70.6090008,-33.4240997,REGION METROPOLITANA,13123,PROVIDENCIA,RICARDO LYON,LOTA,0,"RICARDO LYON & LOTA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230462,0,1,0,0,1,1
-70.6089667,-33.4331205,280,-70.6089667,-33.4331205,REGION METROPOLITANA,13123,PROVIDENCIA,MAR DEL PLATA,PEDRO DE VALDIVIA,0,"MAR DEL PLATA & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230369,0,0,0,1,1,1
-70.6085129,-33.5870992,281,-70.6085129,-33.5870992,REGION METROPOLITANA,13201,PUENTE ALTO,ISLAS CANARIAS,LA SERENA,0,"ISLAS CANARIAS & LA SERENA, PUENTE ALTO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,132011280,0,0,1,0,1,1
-70.6083414,-33.4314189,282,-70.6083414,-33.4314189,REGION METROPOLITANA,13123,PROVIDENCIA,ELIODORO YANEZ, ,2063,"ELIODORO YANEZ 2063, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230183,0,0,1,0,1,1
-70.608313,-33.510585,283,-70.608313,-33.510585,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA ORIENTE, ,6100,"VICUNA MACKENNA ORIENTE 6100, LA FLORIDA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131102666,0,1,0,0,1,1
-70.6081103,-33.4207543,284,-70.6081103,-33.4207543,REGION METROPOLITANA,13123,PROVIDENCIA,SUECIA,PROVIDENCIA,0,"SUECIA & PROVIDENCIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230492,0,0,0,1,1,1
-70.6080903,-33.4362548,285,-70.6080903,-33.4362548,REGION METROPOLITANA,13123,PROVIDENCIA,PEDRO DE VALDIVIA,POCURO,0,"PEDRO DE VALDIVIA & POCURO, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230417,0,0,0,1,1,1
-70.6079455,-33.5892258,286,-70.6079455,-33.5892258,REGION METROPOLITANA,13201,PUENTE ALTO,LA SERENA,LUIS MATTE LARRAIN,0,"LA SERENA & LUIS MATTE LARRAIN, PUENTE ALTO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,132011460,0,0,0,0,2,1
-70.6073572,-33.4384358,287,-70.6073572,-33.4384358,REGION METROPOLITANA,13123,PROVIDENCIA,FRANCISCO BILBAO,PEDRO DE VALDIVIA,0,"FRANCISCO BILBAO & PEDRO DE VALDIVIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230205,0,0,1,0,3,2
-70.6071335,-33.4553992,288,-70.6071335,-33.4553992,REGION METROPOLITANA,13120,NUNOA,DUBLE ALMEYDA,RAFAEL PRADO,0,"DUBLE ALMEYDA & RAFAEL PRADO, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200169,0,0,0,1,1,1
-70.607097,-33.4505737,289,-70.607097,-33.4505737,REGION METROPOLITANA,13120,NUNOA,MARCHANT PEREIRA,SIMON BOLIVAR,0,"MARCHANT PEREIRA & SIMON BOLIVAR, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200464,0,1,0,0,1,1
-70.6065942,-33.5128959,290,-70.6065942,-33.5128959,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA ORIENTE,MIRADOR AZUL,0,"VICUNA MACKENNA ORIENTE & MIRADOR AZUL, LA FLORIDA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131102666,0,0,0,1,1,1
-70.6065662,-33.4702562,291,-70.6065662,-33.4702562,REGION METROPOLITANA,13120,NUNOA,GUILLERMO MANN,PEDRO DE VALDIVIA,0,"GUILLERMO MANN & PEDRO DE VALDIVIA, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200265,0,0,0,1,1,1
-70.6064803,-33.4308132,292,-70.6064803,-33.4308132,REGION METROPOLITANA,13123,PROVIDENCIA,RICARDO LYON,ELIODORO YANEZ,0,"RICARDO LYON & ELIODORO YANEZ, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230462,0,0,0,1,1,1
-70.6063894,-33.4724552,293,-70.6063894,-33.4724552,REGION METROPOLITANA,13120,NUNOA,PEDRO DE VALDIVIA,ZANARTU,0,"PEDRO DE VALDIVIA & ZANARTU, ??ªU??ªOA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131200544,0,0,0,1,2,1
-70.6061645,-33.4856354,294,-70.6061645,-33.4856354,REGION METROPOLITANA,13118,MACUL,PEDRO DE VALDIVIA,QUILIN,0,"PEDRO DE VALDIVIA & QUILIN, MACUL",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131180402,0,0,0,1,1,1
-70.6061549,-33.4315422,295,-70.6061549,-33.4315422,REGION METROPOLITANA,13123,PROVIDENCIA,LADISLAO ERRAZURIZ,RICARDO LYON,0,"LADISLAO ERRAZURIZ & RICARDO LYON, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230292,0,0,0,1,1,1
-70.6054313,-33.5088346,296,-70.6054313,-33.5088346,REGION METROPOLITANA,13110,LA FLORIDA,DEPARTAMENTAL, ,601,"DEPARTAMENTAL 601, LA FLORIDA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131100561,0,0,1,0,1,1
-70.6053299,-33.4214713,297,-70.6053299,-33.4214713,REGION METROPOLITANA,13123,PROVIDENCIA,SAN PIO X,LOS LEONES,0,"SAN PIO X & LOS LEONES, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230476,0,0,0,0,2,1
-70.6048341,-33.4342604,298,-70.6048341,-33.4342604,REGION METROPOLITANA,13123,PROVIDENCIA,RICARDO LYON, ,1500,"RICARDO LYON 1500, PROVIDENCIA",CHILE,RANGE_INTERPOLATED,2021,1,13,1,URBANA,131230462,0,0,0,1,1,1
-70.604713,-33.4353894,299,-70.604713,-33.4353894,REGION METROPOLITANA,13123,PROVIDENCIA,POCURO,RICARDO LYON,0,"POCURO & RICARDO LYON, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230433,0,0,0,1,1,1
-70.6045929,-33.4303927,300,-70.6045929,-33.4303927,REGION METROPOLITANA,13123,PROVIDENCIA,ELIODORO YANEZ,SUECIA,0,"ELIODORO YANEZ & SUECIA, PROVIDENCIA",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,131230183,0,1,0,0,1,1
-70.6045346,-33.6064088,301,-70.6045346,-33.6064088,REGION METROPOLITANA,13201,PUENTE ALTO,DOMINGO TOCORNAL,CALETERA ACCESO SUR,0,"DOMINGO TOCORNAL & CALETERA ACCESO SUR, PUENTE ALTO",CHILE,GEOMETRIC_CENTER,2021,1,13,1,URBANA,132010704,0,0,0,1,0,1
