X,Y,FID,Año,Claseaccid,Cód_Comun,Comuna,Cód_Regi,Región,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,COd_Calle_,Calle_Dos,Número,Intersecci,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-70.8856880004007,-33.2941259997149,1,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020118,ISABEL RIQUELME,133020089,EL PELLIN,0,EL PELLIN - ISABEL RIQUELME,0,0,0,1,BICICLETA,0,0,0,0,1
-70.8824891001916,-33.2662548997437,2,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020129,JUAN DE DIOS MARTICORENA,0, ,20,JUAN DE DIOS MARTICORENA  20,0,0,1,0,BICICLETA,0,0,1,0,1
-70.8810430002341,-33.2829335996057,3,2017,1,13302,LAMPA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,133020026,BALMACEDA,133020195,MIRAFLORES,0,BALMACEDA - MIRAFLORES,0,0,0,1,BICICLETA,0,0,0,0,1
-70.878267499945,-33.2843007004169,4,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020027,BAQUEDANO,0, ,820,BAQUEDANO  820,0,0,0,1,BICICLETA,0,0,0,0,1
-70.8781927995579,-33.2844009001813,5,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020027,BAQUEDANO,0, ,791,BAQUEDANO  791,0,0,0,1,BICICLETA,0,0,0,0,1
-70.8776162001274,-33.2939804003749,6,2017,1,13302,LAMPA,13,REGION METROPOLITANA,1,URBANA,2,TRAMO DE VIA CURVA HORIZONTAL,133020040,CAMINO CHICAUMA,0, ,978,CAMINO CHICAUMA  978,0,2,0,0,BICICLETA,0,2,0,0,1
-70.8747694996126,-33.2801669000822,7,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,14,CRUCE CON SEÑAL PARE,133020026,BALMACEDA,133020028,BARROS LUCO,0,BALMACEDA - BARROS LUCO,0,0,0,1,BICICLETA,0,0,0,0,1
-70.8728869002101,-33.2871750002259,8,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020028,BARROS LUCO,133020022,ARTURO PRAT,0,ARTURO PRAT - BARROS LUCO,0,1,0,0,BICICLETA,0,1,0,0,1
-70.8411393004382,-33.4494207004048,9,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240699,LAS TORCAZAS,0, ,928,LAS TORCAZAS  928,0,1,0,0,BICICLETA,0,1,0,0,1
-70.8088829002255,-33.2335634003305,10,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020102,FRANCIA,133020098,ERRAZURIZ,0,ERRAZURIZ - FRANCIA,0,0,0,0,BICICLETA,0,0,0,0,1
-70.8067136041493,-33.384724362739,11,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240157,CAMINO RENCA LAMPA,131240159,CAMPO ALEGRE,0,CAMINO RENCA LAMPA - CAMPO ALEGRE,0,0,0,1,BICICLETA,0,0,0,0,1
-70.8057770025065,-33.5706554294044,12,2017,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,136040028,EL MANZANO,136040098,PRIMERA TRANSVERSAL,0,EL MANZANO - PRIMERA TRANSVERSAL,0,0,0,1,BICICLETA,0,0,0,0,1
-70.8008248919551,-33.5669028381953,13,2017,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,136040098,PRIMERA TRANSVERSAL,136040090,MARIANO LATORRE,0,MARIANO LATORRE - PRIMERA TRANSVERSAL,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7976619997013,-33.5125242002315,14,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190869,EL CONQUISTADOR,0, ,2150,EL CONQUISTADOR  2150,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7948155842715,-33.563888006726,15,2017,1,13604,PADRE HURTADO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,136040072,LOS COPIHUES,136040120,TERCERA AVENIDA,0,LOS COPIHUES - TERCERA AVENIDA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.79452590005,-33.5137059004068,16,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190053,AGUA SANTA,131191627,LA GALAXIA,0,AGUA SANTA - LA GALAXIA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7934897002893,-33.3936161001028,17,2017,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060431,LOS PAJARITOS,131060019,AEROPUERTO,0,AEROPUERTO - LOS PAJARITOS,0,0,0,1,BICICLETA,0,0,0,0,2
-70.7929047002915,-33.5173111997519,18,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192874,SAN JOSE,0, ,2567,SAN JOSE  2567,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7924732001778,-33.5313255995966,19,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190024,4 PONIENTE,0, ,1096,4 PONIENTE  1096,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7919256551447,-33.4047228559748,20,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240067,ARMANDO CORTINEZ ORIENTE,0, ,1200,ARMANDO CORTINEZ ORIENTE  1200,0,2,0,0,BICICLETA,0,1,0,0,1
-70.7913888426208,-33.5055046508188,21,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,CAMINO A RINCONADA,131190024,4 PONIENTE,0,4 PONIENTE - CAMINO A RINCONADA,0,1,0,0,BICICLETA,0,1,0,0,1
-70.7912807441109,-33.5160198254544,22,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131191782,LAS TINAJAS,131190024,4 PONIENTE,0,4 PONIENTE - LAS TINAJAS,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7908291504448,-33.5132327302062,23,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190053,AGUA SANTA,131190024,4 PONIENTE,0,4 PONIENTE - AGUA SANTA,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7883180049718,-33.5071556361236,24,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192696,QUINTA VERGARA,131191808,LEON XIII,0,LEON XIII - QUINTA VERGARA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7880383769693,-33.5055161360606,25,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190394,CAMINO A RINCONADA,131192696,QUINTA VERGARA,0,CAMINO A RINCONADA - QUINTA VERGARA,0,0,2,1,BICICLETA,0,0,2,0,3
-70.7856151744006,-33.5612111656625,26,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131192466,PARQUE CENTRAL ORIENTE,131191696,LAGO DE LUGANO,0,LAGO DE LUGANO - PARQUE CENTRAL ORIENTE,0,0,1,0,BICICLETA,0,0,1,0,1
-70.7853157001593,-33.4347030001432,27,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,0, ,131240039,AMERICO VESPUCIO,428,AMERICO VESPUCIO  428,0,0,0,1,BICICLETA,0,0,0,0,1
-70.78493500005,-33.4289029997734,28,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240039,AMERICO VESPUCIO,131240924,MIRAFLORES,0,AMERICO VESPUCIO - MIRAFLORES,0,1,0,1,BICICLETA,0,1,0,0,2
-70.7845579997517,-33.5067511003828,29,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190394,CAMINO A RINCONADA,131191757,LAS NACIONES,0,CAMINO A RINCONADA - LAS NACIONES,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7827416003444,-33.5349266001823,30,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190779,DOMINGO FAUSTINO SARMIENTO,131192641,PTO CISNES,0,DOMINGO FAUSTINO SARMIENTO - PTO CISNES,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7825575226114,-33.5183091729298,31,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131192605,PORTALES,131192922,SIGLO XX,0,PORTALES - SIGLO XX,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7819624052406,-33.5113486316339,32,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191499,JOSE MANUEL BORGONO,131191888,LOS ADOBES,0,JOSE MANUEL BORGONO - LOS ADOBES,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7799719996079,-33.4413170002792,33,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240794,LOS MAITENES,131240039,AMERICO VESPUCIO,0,AMERICO VESPUCIO - LOS MAITENES,0,1,0,0,BICICLETA,0,1,0,0,1
-70.779057899902,-33.5181854999607,34,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190018,3 PONIENTE,131192605,PORTALES,0,3 PONIENTE - PORTALES,0,0,0,2,BICICLETA,0,0,0,0,2
-70.7789076996305,-33.5116150000321,35,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190018,3 PONIENTE,131191499,JOSE MANUEL BORGONO,0,3 PONIENTE - JOSE MANUEL BORGONO,0,0,0,2,BICICLETA,0,0,0,0,2
-70.7788847003685,-33.5082995000217,36,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190018,3 PONIENTE,131190394,CAMINO A RINCONADA,0,3 PONIENTE - CAMINO A RINCONADA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7785087001163,-33.5208191996462,37,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190394,CAMINO A RINCONADA,131190021,3 PONIENTE,0,3 PONIENTE - CAMINO A RINCONADA,0,0,1,1,BICICLETA,0,0,0,0,1
-70.7780411003163,-33.5224016997785,38,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192995,SUR,131190018,3 PONIENTE,0,3 PONIENTE - SUR,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7777476002714,-33.528628299856,39,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192504,PDTE EDUARDO FREI MONTALVA,131191757,LAS NACIONES,0,LAS NACIONES - PDTE EDUARDO FREI MONTALVA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7759215997019,-33.2254840997113,40,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020240,STA CAROLINA,0, ,40,STA CAROLINA  40,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7758321998959,-33.4895688997847,41,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190976,EL ROSAL,131190148,ANIQUE,0,ANIQUE - EL ROSAL,0,1,0,1,BICICLETA,0,1,0,0,1
-70.7755459214069,-33.5093461939715,42,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190395,CAMINO A RINCONADA,131190950,EL OLIMPO,0,CAMINO A RINCONADA - EL OLIMPO,0,0,1,0,BICICLETA,0,0,1,0,1
-70.7754059653129,-33.517309859762,43,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190950,EL OLIMPO,131193050,TICIANO,0,EL OLIMPO - TICIANO,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7753363326054,-33.5215143818831,44,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131190950,EL OLIMPO,131192995,SUR,0,EL OLIMPO - SUR,0,1,0,0,BICICLETA,0,1,0,0,1
-70.7742727997498,-33.5080891998566,45,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190394,CAMINO A RINCONADA,131190869,EL CONQUISTADOR,0,CAMINO A RINCONADA - EL CONQUISTADOR,0,0,1,0,BICICLETA,0,0,1,0,1
-70.7736456125548,-33.5291091403743,46,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192500,PDTE ARTURO ALESSANDRI PALMA,131190950,EL OLIMPO,0,EL OLIMPO - PDTE ARTURO ALESSANDRI PALMA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.772793700069,-33.4347075003507,47,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240898,MARIA ANGELICA,0, ,9564,MARIA ANGELICA  9564,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7723962213084,-33.5214077034026,48,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131192995,SUR,131190860,EL CID,0,EL CID - SUR,0,0,1,0,BICICLETA,0,0,1,0,1
-70.7715229220451,-33.5295369002076,49,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190093,ALFREDO SILVA CARVALLO,131192303,MONTE PALOMAR,0,ALFREDO SILVA CARVALLO - MONTE PALOMAR,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7708462208763,-33.5213442040716,50,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192995,SUR,131190730,DEL REY,0,DEL REY - SUR,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7705610746337,-33.4287933301479,51,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241214,SAN DANIEL,131240358,EL TRANQUE,0,EL TRANQUE - SAN DANIEL,0,0,1,0,BICICLETA,0,0,1,0,1
-70.7695413000908,-33.2240110003072,52,2017,1,13302,LAMPA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133020247,STA SARA,0, ,3040,STA SARA  3040,0,2,0,0,BICICLETA,0,2,0,0,1
-70.7692866417649,-33.3810107796237,53,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240150,CAMINO LO BOZA,131240049,ANTILLANCA,0,ANTILLANCA - CAMINO LO BOZA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7689549681971,-33.4429418404934,54,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241232,SAN PABLO,131241250,SERRANO,0,SAN PABLO - SERRANO,0,0,0,1,BICICLETA,0,0,0,0,2
-70.7689309284195,-33.4544643142765,55,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240039,AMERICO VESPUCIO,131240582,LA TRAVESIA,0,AMERICO VESPUCIO - LA TRAVESIA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7687212038203,-33.5212798926528,56,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192995,SUR,131192442,PADRE HURTADO,0,PADRE HURTADO - SUR,0,0,1,0,BICICLETA,0,0,1,0,1
-70.7685538004174,-33.4259039999695,57,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240538,JOSE JOAQUIN PEREZ,0, ,9540,JOSE JOAQUIN PEREZ  9540,0,0,0,1,BICICLETA,0,0,0,0,1
-70.768457666488,-33.4857514917377,58,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131191726,LAS CAMELIAS,131190976,EL ROSAL,0,EL ROSAL - LAS CAMELIAS,0,0,0,3,BICICLETA,0,0,0,0,3
-70.7680528204811,-33.4388845598743,59,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131241250,SERRANO,131240042,ANDES,0,ANDES - SERRANO,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7680427004101,-33.3716277003579,60,2017,1,13125,QUILICURA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131250381,LO ECHEVERS,0, ,901,LO ECHEVERS  901,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7679936001244,-33.53532070019,61,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190392,CAMINO A MELIPILLA,0, ,15300,CAMINO A MELIPILLA  15300,0,0,0,2,BICICLETA,0,0,0,0,2
-70.7676536366058,-33.4315525823856,62,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240117,BRAVO LUCO,131241285,STA MARTA,0,BRAVO LUCO - STA MARTA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7659916004318,-33.4292107001136,63,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131241018,PATRICIO EDWARDS,0, ,1579,PATRICIO EDWARDS  1579,0,1,0,0,BICICLETA,0,1,0,0,1
-70.7659507172517,-33.5211751414194,64,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192995,SUR,131191625,LA FORTUNA,0,LA FORTUNA - SUR,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7646338381809,-33.4588999369824,65,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131240039,AMERICO VESPUCIO,131240642,LAGUNA SUR,0,AMERICO VESPUCIO - LAGUNA SUR,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7642687997651,-33.4963569996756,66,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131191315,HERNAN BRAVO CRUZ,131192883,SAN MARTIN,0,HERNAN BRAVO CRUZ - SAN MARTIN,1,0,0,0,BICICLETA,1,0,0,0,1
-70.7642308996361,-33.4421110998472,67,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241232,SAN PABLO,131241344,VICTORIA PONIENTE,0,SAN PABLO - VICTORIA PONIENTE,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7636045002473,-33.4284701003147,68,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131240663,LAS BARRANCAS,131241199,RUPANCO,0,LAS BARRANCAS - RUPANCO,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7635907999753,-33.3899769997386,69,2017,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280533,MIRAFLORES,131280043,AMERICO VESPUCIO,0,AMERICO VESPUCIO - MIRAFLORES,0,1,0,0,BICICLETA,0,1,0,0,2
-70.7631335001108,-33.5209154999502,70,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131190024,4 PONIENTE,131192874,SAN JOSE,0,4 PONIENTE - SAN JOSE,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7625671997163,-33.4817411997964,71,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131190976,EL ROSAL,0, ,6040,EL ROSAL  6040,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7613555044528,-33.4421572638465,72,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241232,SAN PABLO,131240946,NUEVA,0,NUEVA - SAN PABLO,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7609769384347,-33.4696539724526,73,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131190124,AMERICO VESPUCIO,131190875,EL DESCANSO,0,AMERICO VESPUCIO - EL DESCANSO,0,1,0,0,BICICLETA,0,1,0,0,1
-70.7605358002868,-33.462441200101,74,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240174,CASIOPEA,0, ,8715,CASIOPEA  8715,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7602919922815,-33.495293397572,75,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131192180,MANUEL RODRIGUEZ,131191001,ELENA REVUELTA,0,ELENA REVUELTA - MANUEL RODRIGUEZ,0,1,0,0,BICICLETA,0,1,0,0,1
-70.759919621693,-33.5106686443423,76,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190025,5 DE ABRIL,131192180,MANUEL RODRIGUEZ,0,5 DE ABRIL - MANUEL RODRIGUEZ,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7598858998143,-33.4274395995576,77,2017,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131030268,JOSE JOAQUIN PEREZ,0, ,9035,JOSE JOAQUIN PEREZ  9035,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7598151132767,-33.4308381789386,78,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241214,SAN DANIEL,131240702,LAS TRANQUERAS,0,LAS TRANQUERAS - SAN DANIEL,0,1,0,0,BICICLETA,0,1,0,0,1
-70.7588081999382,-33.419087200014,79,2017,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131030565,RIO BOROA,131030565,RIO BOROA,0,RIO BOROA - RIO BOROA,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7586081997084,-33.4963338996895,80,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131190665,CRNEL SANTIAGO BUERAS,0, ,45,CRNEL SANTIAGO BUERAS  45,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7585490000362,-33.4240396001473,81,2017,1,13103,CERRO NAVIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131030559,RIACHUELO,131030602,SAN JUAN,0,RIACHUELO - SAN JUAN,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7583966539822,-33.4431371381682,82,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131241343,VICTORIA,131241232,SAN PABLO,0,SAN PABLO - VICTORIA,0,1,0,0,BICICLETA,0,1,0,0,1
-70.7583191935757,-33.4568366484924,83,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131240293,EL AVELLANO,131240331,EL LINGUE,0,EL AVELLANO - EL LINGUE,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7581227996272,-33.4562243001112,84,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131240494,ISLA GRANDE TIERRA DEL FUEGO,131240286,EL ABETO,0,EL ABETO - ISLA GRANDE TIERRA DEL FUEGO,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7575735998416,-33.5100811999872,85,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,0, ,1912,LOS PAJARITOS  1912,0,0,0,1,BICICLETA,0,0,0,0,1
-70.757566999717,-33.4966450003662,86,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190665,CRNEL SANTIAGO BUERAS,0,CRNEL SANTIAGO BUERAS - LOS PAJARITOS,0,0,0,0,BICICLETA,0,0,0,0,1
-70.7573822322041,-33.4961747088955,87,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192710,RAFAEL RIESCO BERNALES,131192034,LOS PAJARITOS,0,LOS PAJARITOS - RAFAEL RIESCO BERNALES,0,1,0,1,BICICLETA,0,1,0,0,2
-70.7573385710181,-33.5162070247342,88,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131192605,PORTALES,0,LOS PAJARITOS - PORTALES,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7573277989386,-33.5090198659739,89,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,131190541,CHACABUCO,0,CHACABUCO - LOS PAJARITOS,0,0,0,2,BICICLETA,0,0,0,0,2
-70.7572591716733,-33.52207883507,90,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131193183,VICENTE REYES,0,LOS PAJARITOS - VICENTE REYES,0,0,1,0,BICICLETA,0,0,1,0,1
-70.7572553270715,-33.5240177491196,91,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131192034,LOS PAJARITOS,131192374,NVA O`HIGGINS,0,LOS PAJARITOS - NVA O`HIGGINS,0,0,0,1,BICICLETA,0,0,0,0,1
-70.7570782001986,-33.5089014000794,92,2017,1,13119,MAIPU,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131192034,LOS PAJARITOS,0, ,2045,LOS PAJARITOS  2045,0,1,0,0,BICICLETA,0,1,0,0,1
-70.7560155432826,-33.431470804334,93,2017,1,13124,PUDAHUEL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131241214,SAN DANIEL,131240043,ANDRES BELLO,0,ANDRES BELLO - SAN DANIEL,0,1,0,0,BICICLETA,0,1,0,0,1
