X,Y,FID,Año,ClaseAccid,Cód_Comun,Comuna,Cód_Regi,Región,Cód_Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-70.6921389999999,-33.452774,260,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060163,ECUADOR, , ,4050,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6920524,-33.4326957,261,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260099,CRNEL ROBLES,131260379,STO DOMINGO,0,0,0,1,0,BICICLETA,0,0,1,0,1
-70.6913943,-33.4666436,262,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060052,ARZ SUBERCASEAUX,131060707,STA TERESA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.691025,-33.435143,263,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260241,MARTINEZ DE ROZAS,131260015,ALCERRECA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.691017,-33.43399,264,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260023,ANDES,131260015,ALCERRECA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.690948,-33.580345,265,2018,1,13401,SAN BERNARDO,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,134010145,CALDERON DE LA BARCA,134010544,JUAN DE SAAVEDRA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.690933,-33.432896,266,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260015,ALCERRECA,131260393,VARGAS FONTECILLA,0,0,0,0,2,BICICLETA,0,0,0,1,1
-70.690819,-33.478184,267,2018,1,13102,CERRILLOS,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131020020,ALC CARLOS VALDOVINOS,131020397,PEDRO AGUIRRE CERDA,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.690102,-33.424709,268,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260033,AUGUSTO MATTE,131260176,JUAN CASTELLON,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.689827,-33.477051,269,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131060544,PEDRO AGUIRRE CERDA,131060462,MANUEL CHACON,0,0,1,0,2,BICICLETA,0,1,0,1,2
-70.6897424,-33.4138192999999,270,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131280526,MERCEDES BADILLA,131280333,JUAN MARIN,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.689445,-33.498074,271,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131210217,FRATERNAL,131210026,2 PONIENTE,0,1,0,0,0,BICICLETA,1,0,0,0,1
-70.689293,-33.453369,272,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060515,NICASIO RETAMALES,131060407,LIBER BERNARDO O`HIGGINS,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.689285,-33.457882,273,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060256,GRAL VELASQUEZ,131060011,5 DE ABRIL,0,0,0,1,0,BICICLETA,0,0,1,0,1
-70.6892619999999,-33.459118,274,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060047,ARICA,131060256,GRAL VELASQUEZ,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.688942,-33.428711,275,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131260217,LOPE DE ULLOA,131260154,GRAL NOVOA,0,0,0,1,0,BICICLETA,0,0,1,0,1
-70.6885149999999,-33.434994,276,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131260241,MARTINEZ DE ROZAS,131260399,VILLASANA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.686859,-33.482056,277,2018,1,13102,CERRILLOS,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131020215,GRAL VELASQUEZ, , ,3187,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6862314,-33.4959552,278,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210146,CENTRAL,131210440,PLANO REGULADOR,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.685936,-33.466846,279,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060044,ANTOFAGASTA,131060315,JOTABECHE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6855619999999,-33.567383,280,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050390,LO MARTINEZ,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6854705,-33.3997295,281,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280583,PDTE EDUARDO FREI MONTALVA,131280051,ANGOL,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.685349,-33.549984,282,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050563,LUIS BARROS BORGONO,131050613,MICHIMALONGO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6852034999999,-33.4594496999999,283,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131060529,PADRE ALBERTO HURTADO,131060412,LOGRONO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.684998,-33.452618,284,2018,1,13106,ESTACION CENTRAL,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131060407,LIBER BERNARDO O`HIGGINS,131060066,BERNAL DEL MERCADO,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6846389999999,-33.432831,285,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260231,MAPOCHO,131010175,DR GARCIA GUERRERO,0,0,1,0,1,BICICLETA,0,0,0,1,1
-70.6845446,-33.539417,286,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050388,LO ESPEJO,131050108,CAPRICORNIO INT,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.684021,-33.567921,287,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050390,LO MARTINEZ,131050411,LOS ARCES,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6837159999999,-33.40329,288,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280731,SENADOR JAIME GUZMAN,131280103,BRAVO DE SARAVIA,0,0,0,0,1,BICICLETA,0,0,0,0,1
-70.6835859999999,-33.546986,289,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131050859,VICTOR PLAZA MAYORGA,131050046,ANTONIO BORQUEZ DEL SOLAR,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.683556,-33.546848,290,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,3,TRAMO DE VIA CURVA VERTICAL,131050046,ANTONIO BORQUEZ DEL SOLAR, , ,9756,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6835019999999,-33.478428,291,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131210149,CERRILLOS,131210055,ALC CARLOS VALDOVINOS,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.683434,-33.433022,292,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260231,MAPOCHO, , ,3550,0,0,0,1,BICICLETA,0,0,0,1,1
-70.683075,-33.4260099999999,293,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131260069,CARRASCAL,131260066,CARLOS SAGE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.682838,-33.415882,294,2018,1,13128,RENCA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131280058,ANTONIO MACEO,131280126,CAMILO VIAL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.682785,-33.431107,295,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131010014,AGUIRRE, , ,1261,0,0,0,0,BICICLETA,0,0,0,0,1
-70.682724,-33.563938,296,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050137,CLAUDIO ARRAU,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.682564,-33.434654,297,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131260241,MARTINEZ DE ROZAS,131010316,JUAN MIRANDA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6823879999999,-33.393749,298,2018,1,13104,CONCHALI,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131040103,BARON DE JURAS REALES,131040254,EL OLIVO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.68232,-33.433098,299,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131260231,MAPOCHO, , ,3466,0,0,0,2,BICICLETA,0,0,0,1,1
-70.682129,-33.499454,300,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131210418,PASEO GROHNERT, , ,5850,0,0,0,1,BICICLETA,0,0,0,1,1
-70.681755,-33.488499,301,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210362,MAIPU, , ,4031,0,1,0,0,BICICLETA,0,1,0,0,1
-70.681488,-33.434593,302,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131260241,MARTINEZ DE ROZAS,131010464,PATRICIO LYNCH,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.680977,-33.432404,303,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010407,MATUCANA, , ,1202,1,0,0,0,BICICLETA,1,0,0,0,1
-70.680466,-33.577381,304,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050391,LO MORENO, , ,728,0,0,0,1,BICICLETA,0,0,0,1,1
-70.680244,-33.4358409999999,305,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010407,MATUCANA,131010587,SAN PABLO,0,0,0,0,0,BICICLETA,0,0,0,0,2
-70.6796707999999,-33.1981052,306,2018,1,13301,COLINA,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,133010688,SAN FRANCISCO, , ,10,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6795429999999,-33.445026,307,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010407,MATUCANA,131010424,MONEDA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.679298,-33.5324669999999,308,2018,1,13109,LA CISTERNA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131090022,AMERICO VESPUCIO, , ,1313,0,1,0,0,BICICLETA,0,1,0,0,1
-70.679237,-33.427395,309,2018,1,13126,QUINTA NORMAL,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131260069,CARRASCAL,131010407,MATUCANA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.679237,-33.2086029999999,310,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,481,0,0,0,1,BICICLETA,0,0,0,1,2
-70.6790009999999,-33.437313,311,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131010560,ROSAS,131010120,CHACABUCO,0,0,0,0,2,BICICLETA,0,0,0,2,2
-70.6789249999999,-33.4666559999999,312,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010222,EXPOSICION,131010050,ANTOFAGASTA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.678909,-33.384323,313,2018,1,13104,CONCHALI,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131040225,DIEGO SILVA HENRIQUEZ,131040761,TUPUNGATO,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.678772,-33.467052,314,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010222,EXPOSICION, , ,1478,0,0,0,1,BICICLETA,0,0,0,1,1
-70.678108,-33.414055,315,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131080117,DOMINGO SANTA MARIA,131080304,SALOMON SACK,0,0,0,0,2,BICICLETA,0,0,0,2,2
-70.677925,-33.259457,316,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010508,LOS INGLESES, , ,59,0,0,0,1,BICICLETA,0,0,0,1,1
-70.677811,-33.450687,317,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010222,EXPOSICION,0,0,0,0,2,BICICLETA,0,0,0,1,1
-70.677483,-33.207058,318,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,77,0,0,0,0,BICICLETA,0,0,0,0,1
-70.677109,-33.1913569999999,319,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010022,ACONCAGUA, , ,287,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6766819999999,-33.582394,320,2018,1,13401,SAN BERNARDO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,134010680,LO BLANCO,134010861,PADRE HURTADO,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.676521,-33.4941519999999,321,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210154,CLOTARIO BLEST,131210173,DEPARTAMENTAL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.676414,-33.504745,322,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210156,CLUB HIPICO,131210428,PETROHUE,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.676323,-33.521168,323,2018,1,13109,LA CISTERNA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131090128,EL PARRON,131090185,JOSE JOAQUIN PRIETO VIAL,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6759339999999,-33.437111,324,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010560,ROSAS,131010215,ESPERANZA,0,0,0,0,0,BICICLETA,0,0,0,0,3
-70.6755729,-33.4498669,325,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010382,MAIPU,0,0,0,0,1,BICICLETA,0,0,0,1,3
-70.67556,-33.44989,326,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010076,BASCUNAN GUERRERO,0,0,1,0,4,BICICLETA,0,1,0,4,4
-70.675339,-33.449306,327,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS, , ,2963,0,0,0,2,BICICLETA,0,0,0,1,1
-70.674988,-33.4006919999999,328,2018,1,13104,CONCHALI,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131040007,14 DE LA FAMA,131040382,LA ESTRELLA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.674873,-33.566017,329,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050137,CLAUDIO ARRAU,131050427,LOS CASTANOS,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.674522,-33.437016,330,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010560,ROSAS,131010343,LIBERTAD,0,0,0,0,1,BICICLETA,0,0,0,0,2
-70.6744,-33.202335,331,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,133010294,GRAL SAN MARTIN, , ,331,0,0,0,1,BICICLETA,0,0,0,1,1
-70.674377,-33.202465,332,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,133010294,GRAL SAN MARTIN, , ,301,0,0,0,0,BICICLETA,0,0,0,0,1
-70.674248,-33.449734,333,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010342,LIBER BERNARDO O`HIGGINS,131010653,UNION AMERICANA,0,0,0,0,4,BICICLETA,0,0,0,4,2
-70.674248,-33.39949,334,2018,1,13104,CONCHALI,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131040700,ROMA, , ,2257,0,1,0,0,BICICLETA,0,1,0,0,1
-70.674156,-33.420612,335,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131080138,ENRIQUE SORO,131080154,GAMERO,0,0,0,0,1,BICICLETA,0,0,0,0,1
-70.6739802999999,-33.201719,336,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,133010294,GRAL SAN MARTIN,133010131,CHACABUCO,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.673714,-33.552361,337,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050563,LUIS BARROS BORGONO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6736369999999,-33.436939,338,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010560,ROSAS,131010525,RAFAEL SOTOMAYOR,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.673515,-33.422661,339,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131080274,PDTE EDUARDO FREI MONTALVA, , ,633,0,0,0,1,BICICLETA,0,0,0,1,1
-70.673424,-33.200935,340,2018,1,13301,COLINA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,133010294,GRAL SAN MARTIN,133010064,BUDI,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.673172,-33.570759,341,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS, , ,11664,0,0,0,0,BICICLETA,0,0,0,0,1
-70.672905,-33.568806,342,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050497,LOS MORROS,131050184,EL LIBERTADOR,0,0,0,1,0,BICICLETA,0,0,1,0,1
-70.6727599999999,-33.4493322,343,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010342,LIBER BERNARDO O`HIGGINS,131010343,LIBERTAD,0,0,0,0,0,BICICLETA,0,0,0,0,2
-70.672737,-33.436886,344,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131010560,ROSAS,131010154,CUETO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.672623,-33.551048,345,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131050243,GRAN AVDA JOSE MIGUEL CARRERA,131050416,LOS AVIADORES,0,0,0,0,2,BICICLETA,0,0,0,1,1
-70.6722522,-33.4642277999999,346,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131010188,EJERCITO LIBERTADOR,131010076,BASCUNAN GUERRERO,0,0,0,0,1,BICICLETA,0,0,0,0,1
-70.6718059999999,-33.564503,347,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS,131050740,RAFAEL MALUENDA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6717219999999,-33.400791,348,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131080144,FERMIN VIVACETA,131080330,TACORA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6716663999999,-33.5638275,349,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS, , ,1170,0,0,0,1,BICICLETA,0,0,0,1,1
-70.671501,-33.483883,350,2018,1,13121,PEDRO AGUIRRE CERDA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131210255,JOSE BACKAUSE,131210154,CLOTARIO BLEST,0,0,0,2,0,BICICLETA,0,0,1,0,1
-70.671379,-33.43224,351,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010392,MAPOCHO,131010260,GRAL BULNES,0,0,1,1,0,BICICLETA,0,1,1,0,2
-70.670898,-33.5611189999999,352,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS,131050167,DIEGO PORTALES,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6708149999999,-33.56078,353,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050497,LOS MORROS, , ,11351,0,0,0,1,BICICLETA,0,0,0,1,1
-70.67012,-33.5590399999999,354,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131050497,LOS MORROS,131050029,ALFALFAL,0,0,0,0,1,BICICLETA,0,0,0,0,2
-70.669977,-33.4578265999999,355,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010089,BLANCO ENCALADA,131010213,ESPANA,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6699604999999,-33.5234646,356,2018,1,13109,LA CISTERNA,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131090128,EL PARRON,131090101,COLON,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6697689999999,-33.5576249999999,357,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131050266,JORGE LUCO,131050497,LOS MORROS,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6696726,-33.5720229,358,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACION,131050390,LO MARTINEZ,131050681,PSJE 10,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6694259999999,-33.429096,359,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010543,RICARDO CUMMING,131010470,PDTE BALMACEDA,0,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6692659999999,-33.564976,360,2018,1,13105,EL BOSQUE,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131050810,STA ELENA,131050486,LOS LITRES,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.669243,-33.4320949999999,361,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010392,MAPOCHO,131010543,RICARDO CUMMING,0,0,0,0,0,BICICLETA,0,0,0,0,1
-70.669197,-33.4154739999999,362,2018,1,13108,INDEPENDENCIA,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131080118,DOMINGO SANTA MARIA,131080035,ALFREDO GUILLERMO BRAVO,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6691323,-33.4577012,363,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010089,BLANCO ENCALADA,131010213,ESPANA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6684109,-33.4479456,364,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010342,LIBER BERNARDO O`HIGGINS,131010539,REPUBLICA,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.668091,-33.44257,365,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131010018,AGUSTINAS,131010543,RICARDO CUMMING,0,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6679689999999,-33.449944,366,2018,1,13101,SANTIAGO,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131010539,REPUBLICA,131010563,SALVADOR SANFUENTES,0,0,0,0,0,BICICLETA,0,0,0,0,1
