X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Cód__Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Tipo_Cal_1,Fallecid_1,Graves_1,Menos_Gr_1,Leves_1,Tipo,Servicio
-70.5619644771787,-33.4022266428451,549,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131140751,LOS MILITARES,131140887,NORUEGA, ,LOS MILITARES - NORUEGA,LOS MILITARES @ NORUEGA,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5615649002997,-33.5223024002354,550,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131101000,JARDIN ALTO, , ,6180,- JARDIN ALTO,6180 JARDIN ALTO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5611038205847,-33.4756737356542,551,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131220346,CUNCAS, , ,2042,- CUNCAS,2042 CUNCAS,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5610351285682,-33.3723604814509,552,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,2,RURAL,1,TRAMO DE VIA RECTA,131320250,GRAN VIA,131320190,EL CANAL INT, ,EL CANAL INT - GRAN VIA,GRAN VIA @ EL CANAL INT,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5610340997438,-33.5023939003581,553,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131221310,TOBALABA, , ,13893,- TOBALABA,13893 TOBALABA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5604448000873,-33.5856837995676,554,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,132010372,CAREN, , ,2754,- CAREN,2754 CAREN,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5603823979292,-33.5923495835663,555,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011580,LAS NIEVES ORIENTE,132012004,MEXICO, ,LAS NIEVES ORIENTE - MEXICO,LAS NIEVES ORIENTE @ MEXICO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5597920271802,-33.5398890061725,556,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131101852,ORIENTE,131100774,ENRIQUE OLIVARES, ,ENRIQUE OLIVARES - ORIENTE,ORIENTE @ ENRIQUE OLIVARES,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5596993214664,-33.4307034946704,557,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130162,FRANCISCO BILBAO,131130317,MONS EDWARDS, ,FRANCISCO BILBAO - MONS EDWARDS,FRANCISCO BILBAO @ MONS EDWARDS,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.5589272804694,-33.4521728677835,558,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130463,TOBALABA,131130234,LARRAIN, ,LARRAIN - TOBALABA,TOBALABA @ LARRAIN,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.558470614627,-33.5591444777353,559,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010313,CAMILO HENRIQUEZ,132010694,DIEGO PORTALES, ,CAMILO HENRIQUEZ - DIEGO PORTALES,CAMILO HENRIQUEZ @ DIEGO PORTALES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5578772896051,-33.4142545607992,560,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140378,EL GALEON,131140294,CUARTO CENTENARIO, ,CUARTO CENTENARIO - EL GALEON,EL GALEON @ CUARTO CENTENARIO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5577916237843,-33.4863989280679,561,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220804,LOS PRESIDENTES,131220879,MARIANO SANCHEZ FONTECILLA, ,LOS PRESIDENTES - MARIANO SANCHEZ FONTECILLA,LOS PRESIDENTES @ MARIANO SANCHEZ FONTECILLA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.557510100011,-33.4863595998155,562,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131220804,LOS PRESIDENTES, , ,7634,- LOS PRESIDENTES,7634 LOS PRESIDENTES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5571223204386,-33.3785362617389,563,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131320466,PADRE HURTADO NORTE,131320187,EL AROMO, ,EL AROMO - PADRE HURTADO NORTE,PADRE HURTADO NORTE @ EL AROMO,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5569311587458,-33.5872488492548,564,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,132011580,LAS NIEVES ORIENTE,132010097,ANGEL PIMENTEL, ,ANGEL PIMENTEL - LAS NIEVES ORIENTE,LAS NIEVES ORIENTE @ ANGEL PIMENTEL,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5568465001657,-33.4865661003451,565,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220804,LOS PRESIDENTES, , ,7680,- LOS PRESIDENTES,7680 LOS PRESIDENTES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5566896997697,-33.5698348996608,566,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,132010313,CAMILO HENRIQUEZ, , ,3296,- CAMILO HENRIQUEZ,3296 CAMILO HENRIQUEZ,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5564267541912,-33.4868201714136,567,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131220804,LOS PRESIDENTES,131220038,ALBERTO VALENZUELA LLANOS, ,ALBERTO VALENZUELA LLANOS - LOS PRESIDENTES,LOS PRESIDENTES @ ALBERTO VALENZUELA LLANOS,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5554639894714,-33.4517859128894,568,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130234,LARRAIN,131130352,PALMAS DE MALLORCA, ,LARRAIN - PALMAS DE MALLORCA,LARRAIN @ PALMAS DE MALLORCA,CONCRETO,1,0,0,0,BICICLETA,PARTICULAR
-70.5551471906902,-33.4734199806474,569,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220495,GRECIA,131221310,TOBALABA, ,GRECIA - TOBALABA,GRECIA @ TOBALABA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5549945667457,-33.610108925886,570,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,132011048,EYZAGUIRRE,132012721,TOME, ,EYZAGUIRRE - TOME,EYZAGUIRRE @ TOME,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5548390002195,-33.5706188144066,571,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010850,EL PERAL,132010313,CAMILO HENRIQUEZ, ,CAMILO HENRIQUEZ - EL PERAL,EL PERAL @ CAMILO HENRIQUEZ,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5546823545069,-33.5742106365115,572,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,132010313,CAMILO HENRIQUEZ,132011092,GABRIELA ORIENTE, ,CAMILO HENRIQUEZ - GABRIELA ORIENTE,CAMILO HENRIQUEZ @ GABRIELA ORIENTE,CONCRETO,0,1,0,1,BICICLETA,PARTICULAR
-70.5544466997553,-33.5697536000484,573,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,132010313,CAMILO HENRIQUEZ, , ,3647,- CAMILO HENRIQUEZ,3647 CAMILO HENRIQUEZ,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.5541277533929,-33.5706817795403,574,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,132010500,CERRO PUNTA DE DAMAS,132010850,EL PERAL, ,CERRO PUNTA DE DAMAS - EL PERAL,CERRO PUNTA DE DAMAS @ EL PERAL,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.5540180999552,-33.529539900346,575,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131100672,EL HUALLE SUR, , ,8112,- EL HUALLE SUR,8112 EL HUALLE SUR,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5535782406432,-33.4515549642901,576,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130234,LARRAIN,131130279,LOS LITRES, ,LARRAIN - LOS LITRES,LARRAIN @ LOS LITRES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5533632253324,-33.417651821774,577,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,24,ROTONDA,131140294,CUARTO CENTENARIO,131140079,ATENAS, ,ATENAS - CUARTO CENTENARIO,CUARTO CENTENARIO @ ATENAS,MIXTO,0,0,1,0,BICICLETA,PARTICULAR
-70.552252946616,-33.4693915844539,578,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220664,LAS PARCELAS,131221310,TOBALABA, ,LAS PARCELAS - TOBALABA,LAS PARCELAS @ TOBALABA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5522212733929,-33.4171785076819,579,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140733,LOS DOMINICOS,131140256,CHOAPA, ,CHOAPA - LOS DOMINICOS,LOS DOMINICOS @ CHOAPA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5521175707691,-33.4096990449748,580,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131141196,TOMAS MORO,131140952,PEHUEN, ,PEHUEN - TOMAS MORO,TOMAS MORO @ PEHUEN,ADOQUIN,0,0,0,1,BICICLETA,PARTICULAR
-70.5521002318401,-33.4197889778789,581,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131140501,GREDOS,131141179,TEZCUCO, ,GREDOS - TEZCUCO,GREDOS @ TEZCUCO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5518572377212,-33.5792481080137,582,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,132010313,CAMILO HENRIQUEZ,132010846,EL PENON, ,CAMILO HENRIQUEZ - EL PENON,CAMILO HENRIQUEZ @ EL PENON,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5517247549933,-33.4696417012034,583,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220879,MARIANO SANCHEZ FONTECILLA,131220664,LAS PARCELAS, ,LAS PARCELAS - MARIANO SANCHEZ FONTECILLA,MARIANO SANCHEZ FONTECILLA @ LAS PARCELAS,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5516884754426,-33.462635352939,584,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130205,JOSE ARRIETA,131130463,TOBALABA, ,JOSE ARRIETA - TOBALABA,JOSE ARRIETA @ TOBALABA,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.550802237633,-33.4938921611941,585,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131220330,CONSISTORIAL,131220409,EL EMBALSE, ,CONSISTORIAL - EL EMBALSE,CONSISTORIAL @ EL EMBALSE,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5501504539801,-33.4349121203979,586,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131130471,VALENZUELA PUELMA,131130476,VICENTE PEREZ ROSALES, ,VALENZUELA PUELMA - VICENTE PEREZ ROSALES,VALENZUELA PUELMA @ VICENTE PEREZ ROSALES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5483559242863,-33.4855677989147,587,3,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220330,CONSISTORIAL,131220479,FRANCISCO OTTA, ,CONSISTORIAL - FRANCISCO OTTA,CONSISTORIAL @ FRANCISCO OTTA,CONCRETO,0,0,0,3,BICICLETA,PARTICULAR
-70.5480871996644,-33.4852281996215,588,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131220330,CONSISTORIAL, , ,2760,- CONSISTORIAL,2760 CONSISTORIAL,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5474818219284,-33.46324856377,589,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130205,JOSE ARRIETA,131130203,JORGE ALESSANDRI, ,JORGE ALESSANDRI - JOSE ARRIETA,JOSE ARRIETA @ JORGE ALESSANDRI,MIXTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5453697838882,-33.4576306734167,590,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131130204,JORGE ALESSANDRI,131130266,LOS CANTEROS, ,JORGE ALESSANDRI - LOS CANTEROS,JORGE ALESSANDRI @ LOS CANTEROS,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.5450024000406,-33.5085805003896,591,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131221193,QUEB DE MACUL, , ,8600,- QUEB DE MACUL,8600 QUEB DE MACUL,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5445971997008,-33.3974166998207,592,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131140918,PADRE HURTADO CENTRAL, , ,441,- PADRE HURTADO CENTRAL,441 PADRE HURTADO CENTRAL,CONCRETO,0,0,1,0,BICICLETA,PARTICULAR
-70.544415420635,-33.3986225171153,593,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131140825,MARIA ESTUARDO,131140918,PADRE HURTADO CENTRAL, ,MARIA ESTUARDO - PADRE HURTADO CENTRAL,MARIA ESTUARDO @ PADRE HURTADO CENTRAL,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.544046999869,-33.3445060000517,594,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131150202,CAMINO LOS TRAPENSES, , ,3515,- CAMINO LOS TRAPENSES,3515 CAMINO LOS TRAPENSES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5437494996395,-33.4603275999386,595,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131130203,JORGE ALESSANDRI, , ,1131,- JORGE ALESSANDRI,1131 JORGE ALESSANDRI,CONCRETO,0,0,1,0,BICICLETA,PARTICULAR
-70.5432428674642,-33.3881278596129,596,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131140944,PDTE KENNEDY, , ,9351,- PDTE KENNEDY,9351 PDTE KENNEDY,ASFALTO,0,0,0,1,BICICLETA,CARABINEROS
-70.5430848026214,-33.4760433570152,597,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220495,GRECIA,131220330,CONSISTORIAL, ,CONSISTORIAL - GRECIA,GRECIA @ CONSISTORIAL,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.542673012949,-33.509591954405,598,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131220669,LAS PERDICES,131221193,QUEB DE MACUL, ,LAS PERDICES - QUEB DE MACUL,LAS PERDICES @ QUEB DE MACUL,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5424809411423,-33.4512472720438,599,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131130234,LARRAIN,131130329,NVA LARRAIN, ,LARRAIN - NVA LARRAIN,LARRAIN @ NVA LARRAIN,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5412452951341,-33.4914831067598,600,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131220804,LOS PRESIDENTES,131220669,LAS PERDICES, ,LAS PERDICES - LOS PRESIDENTES,LOS PRESIDENTES @ LAS PERDICES,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5408612153726,-33.4370647772175,601,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131130001,23 DE FEBRERO,131130439,SARA COLVIN, ,23 DE FEBRERO - SARA COLVIN,23 DE FEBRERO @ SARA COLVIN,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5399899386846,-33.4515653613522,602,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131130113,DIP LAURA RODRIGUEZ,131130234,LARRAIN, ,DIP LAURA RODRIGUEZ - LARRAIN,DIP LAURA RODRIGUEZ @ LARRAIN,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5387009700735,-33.4270625156224,603,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131140920,PADRE HURTADO SUR,131140896,NVA BILBAO, ,NVA BILBAO - PADRE HURTADO SUR,PADRE HURTADO SUR @ NVA BILBAO,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5384814626492,-33.4516790383568,604,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131130413,QUINCHAMALI,131130234,LARRAIN, ,LARRAIN - QUINCHAMALI,QUINCHAMALI @ LARRAIN,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5384657002317,-33.4505411000915,605,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131130234,LARRAIN, , ,9100,- LARRAIN,9100 LARRAIN,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5366357768195,-33.4660690283628,606,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131221196,QUEB DE SUCA,131221343,VALLE HERMOSO, ,QUEB DE SUCA - VALLE HERMOSO,QUEB DE SUCA @ VALLE HERMOSO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5356524868726,-33.607290158314,607,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,132011177,HNOS CARRERA,132010877,EL SAUCE, ,EL SAUCE - HNOS CARRERA,HNOS CARRERA @ EL SAUCE,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5343047997266,-33.4644304995678,608,1,LA REINA,2016,1,13113,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131130205,JOSE ARRIETA, , ,9160,- JOSE ARRIETA,9160 JOSE ARRIETA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5323164652326,-33.382211276529,609,2,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131140645,LAS CONDES,131140699,LO FONTECILLA, ,LAS CONDES - LO FONTECILLA,LAS CONDES @ LO FONTECILLA,ASFALTO,0,1,0,1,BICICLETA,PARTICULAR
-70.5322948653156,-33.4782435277165,610,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131220495,GRECIA,131220572,LA UNION, ,GRECIA - LA UNION,GRECIA @ LA UNION,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5310272115364,-33.5992161834799,611,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011048,EYZAGUIRRE,132010313,CAMILO HENRIQUEZ, ,CAMILO HENRIQUEZ - EYZAGUIRRE,EYZAGUIRRE @ CAMILO HENRIQUEZ,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5298360262115,-33.4681870172169,612,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131220361,DIAG LAS TORRES,131220680,LAS VERTIENTES, ,DIAG LAS TORRES - LAS VERTIENTES,DIAG LAS TORRES @ LAS VERTIENTES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5292901575146,-33.4741231551593,613,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220711,LOS BAQUEANOS,131221235,RIO LAUCA, ,LOS BAQUEANOS - RIO LAUCA,LOS BAQUEANOS @ RIO LAUCA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.528885158623,-33.3789766750334,614,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131140303,CURAMAVIDA,131140645,LAS CONDES, ,CURAMAVIDA - LAS CONDES,CURAMAVIDA @ LAS CONDES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5267433215469,-33.4745625908907,615,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131220711,LOS BAQUEANOS,131220361,DIAG LAS TORRES, ,DIAG LAS TORRES - LOS BAQUEANOS,LOS BAQUEANOS @ DIAG LAS TORRES,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5179566663669,-33.351926753217,616,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131150376,EL RODEO, , ,12750,- EL RODEO,12750 EL RODEO,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5179564999924,-33.3519212151918,617,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131150376,EL RODEO, , ,12850,- EL RODEO,12850 EL RODEO,CONCRETO,0,0,1,0,BICICLETA,PARTICULAR
-70.517130073394,-33.3706216143958,618,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131150254,COST MONS ESCRIVA DE BALAGUER, , ,8837,- COST MONS ESCRIVA DE BALAGUER,8837 COST MONS ESCRIVA DE BALAGUER,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5157386000562,-33.3944735002517,619,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131140160,CAMINO LAS FLORES, , ,11968,- CAMINO LAS FLORES,11968 CAMINO LAS FLORES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.5044629389133,-33.3530374402255,620,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131150205,CAMINO NIDO DE AGUILAS,131150545,LOS ZORZALES, ,CAMINO NIDO DE AGUILAS - LOS ZORZALES,CAMINO NIDO DE AGUILAS @ LOS ZORZALES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.5039970514226,-33.3516680776195,621,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,3,TRAMO DE VIA CURVA VERTICAL,131150376,EL RODEO,131150205,CAMINO NIDO DE AGUILAS, ,CAMINO NIDO DE AGUILAS - EL RODEO,EL RODEO @ CAMINO NIDO DE AGUILAS,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.5035306603116,-33.3560149552259,622,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131150542,LOS QUINCHEROS,131150564,MEDINA, ,LOS QUINCHEROS - MEDINA,LOS QUINCHEROS @ MEDINA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.5012784431455,-33.3656470855444,623,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131150412,FARELLONES NORTE, , ,13450,- FARELLONES NORTE,13450 FARELLONES NORTE,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.4989461998071,-33.3671300001492,624,1,LO BARNECHEA,2016,1,13115,13,REGION METROPOLITANA,1,URBANA,3,TRAMO DE VIA CURVA VERTICAL,131150052,CAMINO A FARELLONES, , ,11000,- CAMINO A FARELLONES,11000 CAMINO A FARELLONES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.8877285998948,-33.2933150999118,625,1,LAMPA,2016,1,13302,13,REGION METROPOLITANA,1,URBANA,3,TRAMO DE VIA CURVA VERTICAL,133020089,EL PELLIN, , ,100,- EL PELLIN,100 EL PELLIN,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.8867165559242,-33.2888571758179,626,1,LAMPA,2016,1,13302,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,133020118,ISABEL RIQUELME,133020022,ARTURO PRAT, ,ARTURO PRAT - ISABEL RIQUELME,ISABEL RIQUELME @ ARTURO PRAT,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
