X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Cód__Zona,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Tipo_Cal_1,Fallecid_1,Graves_1,Menos_Gr_1,Leves_1,Tipo,Servicio
-70.6213293001069,-33.4312202999767,233,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230268,JOSE MIGUEL CLARO, , ,141,- JOSE MIGUEL CLARO,141 JOSE MIGUEL CLARO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6212232520513,-33.4453676151232,234,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230486,STA ISABEL,131230283,JULIO PRADO, ,JULIO PRADO - STA ISABEL,STA ISABEL @ JULIO PRADO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6211483915848,-33.4402638887673,235,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230205,FRANCISCO BILBAO,131230266,JOSE MANUEL INFANTE, ,FRANCISCO BILBAO - JOSE MANUEL INFANTE,FRANCISCO BILBAO @ JOSE MANUEL INFANTE,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6206202449282,-33.4541486126682,236,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200169,DUBLE ALMEYDA,131200648,SALVADOR, ,DUBLE ALMEYDA - SALVADOR,DUBLE ALMEYDA @ SALVADOR,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6206196234967,-33.4534708502994,237,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200285,IRARRAZAVAL,131200648,SALVADOR, ,IRARRAZAVAL - SALVADOR,IRARRAZAVAL @ SALVADOR,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.620611154581,-33.5378450890795,238,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110588,SAN GREGORIO,131110307,LA SERENA, ,LA SERENA - SAN GREGORIO,SAN GREGORIO @ LA SERENA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6195057447941,-33.44107933914,239,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230181,ELENA BLANCO,131230469,ROMAN DIAZ, ,ELENA BLANCO - ROMAN DIAZ,ELENA BLANCO @ ROMAN DIAZ,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.6188435155157,-33.4220817139997,240,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131230489,STA MARIA,131230286,LA CONCEPCION, ,LA CONCEPCION - STA MARIA,STA MARIA @ LA CONCEPCION,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6188064355684,-33.4709209580356,241,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200265,GUILLERMO MANN,131200086,CALLE 6, ,CALLE 6 - GUILLERMO MANN,GUILLERMO MANN @ CALLE 6,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6188027474487,-33.4376876125931,242,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230268,JOSE MIGUEL CLARO,131230086,CANO Y APONTE, ,CANO Y APONTE - JOSE MIGUEL CLARO,JOSE MIGUEL CLARO @ CANO Y APONTE,MIXTO,0,0,0,0,BICICLETA,PARTICULAR
-70.618591638793,-33.4873018474022,243,1,SAN JOAQUIN,2016,1,13129,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131290636,VICUNA MACKENNA,131290011,ALC CARLOS VALDOVINOS, ,ALC CARLOS VALDOVINOS - VICUNA MACKENNA,VICUNA MACKENNA @ ALC CARLOS VALDOVINOS,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6183208016635,-33.4397774112984,244,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230205,FRANCISCO BILBAO,131230268,JOSE MIGUEL CLARO, ,FRANCISCO BILBAO - JOSE MIGUEL CLARO,FRANCISCO BILBAO @ JOSE MIGUEL CLARO,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.618107263939,-33.4963500596074,245,1,SAN JOAQUIN,2016,1,13129,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131290438,PDTE SALVADOR ALLENDE,131290570,SAN JUAN, ,PDTE SALVADOR ALLENDE - SAN JUAN,PDTE SALVADOR ALLENDE @ SAN JUAN,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6180652997736,-33.3933850004172,246,1,HUECHURABA,2016,1,13107,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131070064,DEL VALLE, , ,537,- DEL VALLE,537 DEL VALLE,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.617966395033,-33.4140534238263,247,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230210,GABRIELA MISTRAL,131230003,ABATE MOLINA, ,ABATE MOLINA - GABRIELA MISTRAL,GABRIELA MISTRAL @ ABATE MOLINA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.6178281422548,-33.4419579533967,248,5,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230268,JOSE MIGUEL CLARO,131230108,CLEMENTE FABRES, ,CLEMENTE FABRES - JOSE MIGUEL CLARO,JOSE MIGUEL CLARO @ CLEMENTE FABRES,ASFALTO,0,0,1,3,BICICLETA,PARTICULAR
-70.6177669478862,-33.4530669836542,249,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200285,IRARRAZAVAL,131200312,JOSE MANUEL INFANTE, ,IRARRAZAVAL - JOSE MANUEL INFANTE,IRARRAZAVAL @ JOSE MANUEL INFANTE,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6175749956893,-33.4430434539921,250,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230268,JOSE MIGUEL CLARO,131230361,MANUEL ANTONIO MAIRA, ,JOSE MIGUEL CLARO - MANUEL ANTONIO MAIRA,JOSE MIGUEL CLARO @ MANUEL ANTONIO MAIRA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.617343960755,-33.5235164571187,251,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131110176,CORONEL,131110653,YUNGAY, ,CORONEL - YUNGAY,CORONEL @ YUNGAY,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.6173111678759,-33.4544370162552,252,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200169,DUBLE ALMEYDA,131200328,JUAN JARA, ,DUBLE ALMEYDA - JUAN JARA,DUBLE ALMEYDA @ JUAN JARA,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.6172048895938,-33.4446244189816,253,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230268,JOSE MIGUEL CLARO,131230129,DALMACIA, ,DALMACIA - JOSE MIGUEL CLARO,JOSE MIGUEL CLARO @ DALMACIA,MIXTO,0,0,0,0,BICICLETA,PARTICULAR
-70.6169919382272,-33.4456332793522,254,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230486,STA ISABEL,131230268,JOSE MIGUEL CLARO, ,JOSE MIGUEL CLARO - STA ISABEL,STA ISABEL @ JOSE MIGUEL CLARO,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.6169774663368,-33.5181733824954,255,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131110417,MANIO,131110362,LAUREL, ,LAUREL - MANIO,MANIO @ LAUREL,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.6166287659047,-33.4473661542245,256,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230268,JOSE MIGUEL CLARO,131230244,HUASCAR, ,HUASCAR - JOSE MIGUEL CLARO,JOSE MIGUEL CLARO @ HUASCAR,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6163212220466,-33.474589818765,257,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200637,RODRIGO DE ARAYA,131200231,FRANCISCO MENESES, ,FRANCISCO MENESES - RODRIGO DE ARAYA,RODRIGO DE ARAYA @ FRANCISCO MENESES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6163142684886,-33.4328872302613,258,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230183,ELIODORO YANEZ,131230224,GRAL DEL CANTO, ,ELIODORO YANEZ - GRAL DEL CANTO,ELIODORO YANEZ @ GRAL DEL CANTO,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6162858795895,-33.4177496985896,259,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131230417,PEDRO DE VALDIVIA,131230341,LOS NAVEGANTES, ,LOS NAVEGANTES - PEDRO DE VALDIVIA,PEDRO DE VALDIVIA @ LOS NAVEGANTES,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6162602084417,-33.4572283536055,260,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200099,CAP FUENTES,131200011,ALC EDUARDO CASTILLO VELASCO, ,ALC EDUARDO CASTILLO VELASCO - CAP FUENTES,CAP FUENTES @ ALC EDUARDO CASTILLO VELASCO,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6162416482333,-33.4328029853693,261,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,26,OTROS NO CONSIDERADOS,131230183,ELIODORO YANEZ, , ,281,- ELIODORO YANEZ,281 ELIODORO YANEZ,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.6161494200595,-33.4460201551059,262,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230486,STA ISABEL, , ,1158,- STA ISABEL,1158 STA ISABEL,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6161315001684,-33.4463118996743,263,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230486,STA ISABEL, , ,1161,- STA ISABEL,1161 STA ISABEL,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6159478208351,-33.4461895190309,264,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230486,STA ISABEL,131230273,JUAN AGUSTIN BARRIGA, ,JUAN AGUSTIN BARRIGA - STA ISABEL,STA ISABEL @ JUAN AGUSTIN BARRIGA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6158576017468,-33.4327308516473,265,3,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230041,ANTONIO VARAS,131230183,ELIODORO YANEZ, ,ANTONIO VARAS - ELIODORO YANEZ,ANTONIO VARAS @ ELIODORO YANEZ,ASFALTO,0,0,0,1,BICICLETA,DADO A LA FUGA
-70.6155359052577,-33.4394138180931,266,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230367,MANUEL MONTT,131230205,FRANCISCO BILBAO, ,FRANCISCO BILBAO - MANUEL MONTT,MANUEL MONTT @ FRANCISCO BILBAO,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.6150643709238,-33.5010997876249,267,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131180060,BENITO REBOLLEDO,131180049,ANTONIO ACEVEDO HERNANDEZ, ,ANTONIO ACEVEDO HERNANDEZ - BENITO REBOLLEDO,BENITO REBOLLEDO @ ANTONIO ACEVEDO HERNANDEZ,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.6150238807473,-33.4352404952525,268,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230481,SILVINA HURTADO,131230041,ANTONIO VARAS, ,ANTONIO VARAS - SILVINA HURTADO,SILVINA HURTADO @ ANTONIO VARAS,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.6150066389451,-33.4616674566876,269,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200463,MARATHON,131200256,GRECIA, ,GRECIA - MARATHON,MARATHON @ GRECIA,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6146242004463,-33.4255611999892,270,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230437,PROVIDENCIA, , ,1765,- PROVIDENCIA,1765 PROVIDENCIA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6143839798366,-33.4371784353364,271,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230041,ANTONIO VARAS,131230312,LINARES, ,ANTONIO VARAS - LINARES,ANTONIO VARAS @ LINARES,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6142748003416,-33.4707140995759,272,1,NUNOA,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200265,GUILLERMO MANN, , ,1901,- GUILLERMO MANN,1901 GUILLERMO MANN,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.614200349966,-33.4574196501965,273,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131200011,ALC EDUARDO CASTILLO VELASCO,131200478,MONS EYZAGUIRRE, ,ALC EDUARDO CASTILLO VELASCO - MONS EYZAGUIRRE,ALC EDUARDO CASTILLO VELASCO @ MONS EYZAGUIRRE,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6141274653101,-33.4378986699875,274,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230433,POCURO,131230041,ANTONIO VARAS, ,ANTONIO VARAS - POCURO,POCURO @ ANTONIO VARAS,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6140706407473,-33.5077100196016,275,1,SAN JOAQUIN,2016,1,13129,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131290160,DEPARTAMENTAL,131290636,VICUNA MACKENNA, ,DEPARTAMENTAL - VICUNA MACKENNA,DEPARTAMENTAL @ VICUNA MACKENNA,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.6140201123382,-33.4178474629899,276,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230323,LOS CONQUISTADORES,131230170,EL CACIQUE, ,EL CACIQUE - LOS CONQUISTADORES,LOS CONQUISTADORES @ EL CACIQUE,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6139760995172,-33.467706191987,277,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200463,MARATHON,131200079,CALLE 2, ,CALLE 2 - MARATHON,MARATHON @ CALLE 2,ASFALTO,0,0,1,1,BICICLETA,PARTICULAR
-70.613786966695,-33.4745660550792,278,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200463,MARATHON,131200637,RODRIGO DE ARAYA, ,MARATHON - RODRIGO DE ARAYA,MARATHON @ RODRIGO DE ARAYA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6137505432528,-33.439070795081,279,3,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230041,ANTONIO VARAS,131230205,FRANCISCO BILBAO, ,ANTONIO VARAS - FRANCISCO BILBAO,ANTONIO VARAS @ FRANCISCO BILBAO,ASFALTO,0,0,0,3,BICICLETA,PARTICULAR
-70.6135863000675,-33.4243875001828,280,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,4,ACERA O BERMA,131230437,PROVIDENCIA, , ,1912,- PROVIDENCIA,1912 PROVIDENCIA,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6134290563057,-33.4489413410699,281,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200689,SUCRE,131200461,MANUEL MONTT, ,MANUEL MONTT - SUCRE,SUCRE @ MANUEL MONTT,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6133277548718,-33.4784015493918,282,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131180341,MARATHON,131180188,JOSE ANANIAS, ,JOSE ANANIAS - MARATHON,MARATHON @ JOSE ANANIAS,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6130214790579,-33.4412900934629,283,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131230051,ARTURO CLARO,131230041,ANTONIO VARAS, ,ANTONIO VARAS - ARTURO CLARO,ARTURO CLARO @ ANTONIO VARAS,CONCRETO,0,0,1,0,BICICLETA,PARTICULAR
-70.6126747310539,-33.4423249478379,284,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230097,CARLOS WILSON,131230041,ANTONIO VARAS, ,ANTONIO VARAS - CARLOS WILSON,CARLOS WILSON @ ANTONIO VARAS,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
-70.6124473851386,-33.4235765365278,285,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230417,PEDRO DE VALDIVIA,131230437,PROVIDENCIA, ,PEDRO DE VALDIVIA - PROVIDENCIA,PEDRO DE VALDIVIA @ PROVIDENCIA,MIXTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6118779604993,-33.4705242805709,286,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200265,GUILLERMO MANN,131200241,GASPAR VILLARROEL, ,GASPAR VILLARROEL - GUILLERMO MANN,GUILLERMO MANN @ GASPAR VILLARROEL,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6118307074211,-33.490954607569,287,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131180341,MARATHON,131180152,ESC AGRICOLA, ,ESC AGRICOLA - MARATHON,MARATHON @ ESC AGRICOLA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6113169966819,-33.4464436881256,288,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230137,DIAG ORIENTE,131230041,ANTONIO VARAS, ,ANTONIO VARAS - DIAG ORIENTE,DIAG ORIENTE @ ANTONIO VARAS,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6112203033741,-33.420264712946,289,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131230035,ANDRES BELLO,131230396,NVA DE LYON, ,ANDRES BELLO - NVA DE LYON,ANDRES BELLO @ NVA DE LYON,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6109540222102,-33.4475215858524,290,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200033,ANTONIO VARAS,131200717,UNION LITERARIA, ,ANTONIO VARAS - UNION LITERARIA,ANTONIO VARAS @ UNION LITERARIA,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-70.6108873392791,-33.5466555807903,291,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131102602,TRINIDAD,131102104,PUNTA ARENAS, ,PUNTA ARENAS - TRINIDAD,TRINIDAD @ PUNTA ARENAS,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6106997002308,-33.4536647000657,292,1,NUNOA,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200285,IRARRAZAVAL, , ,1951,- IRARRAZAVAL,1951 IRARRAZAVAL,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6103351105767,-33.4178073334416,293,2,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131230489,STA MARIA,131230175,EL GOBERNADOR, ,EL GOBERNADOR - STA MARIA,STA MARIA @ EL GOBERNADOR,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-70.6103012645916,-33.4494915507943,294,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200713,TTE MONTT,131200033,ANTONIO VARAS, ,ANTONIO VARAS - TTE MONTT,TTE MONTT @ ANTONIO VARAS,ASFALTO,0,1,0,1,BICICLETA,PARTICULAR
-70.6102448995823,-33.4552652001287,295,1,NUNOA,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200169,DUBLE ALMEYDA, , ,2005,- DUBLE ALMEYDA,2005 DUBLE ALMEYDA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6101060937211,-33.4704300702914,296,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200265,GUILLERMO MANN,131200113,CASTILLO URIZAR, ,CASTILLO URIZAR - GUILLERMO MANN,GUILLERMO MANN @ CASTILLO URIZAR,ASFALTO,0,0,0,0,BICICLETA,PARTICULAR
-70.6100107997585,-33.5294302001435,297,1,LA GRANJA,2016,1,13111,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131110526,PUNTA ARENAS, , ,7935,- PUNTA ARENAS,7935 PUNTA ARENAS,CONCRETO,0,0,1,0,BICICLETA,PARTICULAR
-70.6100049478699,-33.4503556059263,298,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200033,ANTONIO VARAS,131200112,CARRERA PINTO, ,ANTONIO VARAS - CARRERA PINTO,ANTONIO VARAS @ CARRERA PINTO,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-70.6099383153008,-33.4383764842872,299,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131230205,FRANCISCO BILBAO,131230371,MARCHANT PEREIRA, ,FRANCISCO BILBAO - MARCHANT PEREIRA,FRANCISCO BILBAO @ MARCHANT PEREIRA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6098252219563,-33.5662703926643,300,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131100786,ESMERALDA,131100164,BAHIA CATALINA, ,BAHIA CATALINA - ESMERALDA,ESMERALDA @ BAHIA CATALINA,CONCRETO,0,0,0,0,BICICLETA,PARTICULAR
-70.6097964220671,-33.4509574457294,301,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200033,ANTONIO VARAS,131200674,SIMON BOLIVAR, ,ANTONIO VARAS - SIMON BOLIVAR,ANTONIO VARAS @ SIMON BOLIVAR,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-70.6096550909095,-33.4584957088098,302,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200142,CRESCENTE ERRAZURIZ,131200096,CAMPOS DE DEPORTES, ,CAMPOS DE DEPORTES - CRESCENTE ERRAZURIZ,CRESCENTE ERRAZURIZ @ CAMPOS DE DEPORTES,ASFALTO,0,1,0,0,BICICLETA,PARTICULAR
-70.6094673529358,-33.4519511291411,303,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131200033,ANTONIO VARAS,131200382,LEOPOLDO URRUTIA, ,ANTONIO VARAS - LEOPOLDO URRUTIA,ANTONIO VARAS @ LEOPOLDO URRUTIA,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6093913997931,-33.4188230997061,304,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,1,URBANA,1,TRAMO DE VIA RECTA,131140044,ANDRES BELLO, , ,2300,- ANDRES BELLO,2300 ANDRES BELLO,CONCRETO,0,0,0,1,BICICLETA,PARTICULAR
-70.6091426751942,-33.4552196917352,305,2,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200169,DUBLE ALMEYDA,131200096,CAMPOS DE DEPORTES, ,CAMPOS DE DEPORTES - DUBLE ALMEYDA,DUBLE ALMEYDA @ CAMPOS DE DEPORTES,ASFALTO,0,0,0,2,BICICLETA,PARTICULAR
-70.6091412039033,-33.4529380775301,306,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,1,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200671,SGTO LUIS NAVARRETE,131200033,ANTONIO VARAS, ,ANTONIO VARAS - SGTO LUIS NAVARRETE,SGTO LUIS NAVARRETE @ ANTONIO VARAS,ASFALTO,0,0,0,1,BICICLETA,PARTICULAR
-70.6091130901968,-33.4185448935319,307,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,1,URBANA,14,CRUCE CON SEÑAL PARE,131230035,ANDRES BELLO,131230074,BUCAREST, ,ANDRES BELLO - BUCAREST,ANDRES BELLO @ BUCAREST,CONCRETO,0,1,0,0,BICICLETA,PARTICULAR
