FID,ICOUNT,Comuna,Cód_Región,Región,País,Calle_Uno,Calle_Dos,Número,Dirección,Fallecidos,Graves,Menos_Grav,Leves,Accidentes,Falle_bici,Grave_bici,Mgrav_bici,leve_bici
154,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SAN MARTIN,SOFIA EASTMAN DE HUNNEUS,0,SAN MARTIN / SOFIA EASTMAN DE HUNNEUS,0,0,0,1,1,0,0,0,1
155,1,LA GRANJA,13,REGION METROPOLITANA,Chile,TACORA,MAIPO,0,TACORA / MAIPO,0,1,0,1,1,0,1,0,0
156,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,1 ORIENTE,0,AMERICO VESPUCIO / 1 ORIENTE,0,0,0,1,1,0,0,0,0
157,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA, ,7070,GRAN AVENIDA JOSE MIGUEL CARRERA 7070,0,0,0,1,1,0,0,0,1
158,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA,LUCERNA,0,GRAN AVENIDA JOSE MIGUEL CARRERA / LUCERNA,0,0,0,0,1,0,0,0,0
159,2,LA CISTERNA,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA,GENERAL FREIRE,0,GRAN AVENIDA JOSE MIGUEL CARRERA / GENERAL FREIRE,0,0,0,2,2,0,0,0,2
160,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,GRAN AVENIDA JOSE MIGUEL CARRERA,CARVAJAL,0,GRAN AVENIDA JOSE MIGUEL CARRERA / CARVAJAL,0,0,0,1,1,0,0,0,0
161,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,ALEJANDRO VIAL,ECUADOR,0,ALEJANDRO VIAL / ECUADOR,0,0,0,0,1,0,0,0,0
162,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,ELIAS FERNANDEZ ALBANO,IQUIQUE,0,ELIAS FERNANDEZ ALBANO / IQUIQUE,0,0,1,0,1,0,0,1,0
163,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,COVADONGA,GENERAL FREIRE,0,COVADONGA / GENERAL FREIRE,0,1,0,0,1,0,1,0,0
164,1,LA CISTERNA,13,REGION METROPOLITANA,Chile,GENERAL FREIRE,SAN FRANCISCO,0,GENERAL FREIRE / SAN FRANCISCO,0,0,0,1,1,0,0,0,1
165,1,SAN RAMON,13,REGION METROPOLITANA,Chile,ARGENTINA,CARLOS DAVILA,0,ARGENTINA / CARLOS DAVILA,0,0,0,0,1,0,0,0,0
166,1,SAN RAMON,13,REGION METROPOLITANA,Chile,SANTA ANA,MARIA INES,0,SANTA ANA / MARIA INES,0,0,0,0,1,0,0,0,0
167,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SANTA ROSA,LO OVALLE,0,SANTA ROSA / LO OVALLE,0,1,0,0,1,0,1,0,0
168,1,SAN RAMON,13,REGION METROPOLITANA,Chile,SANTA ROSA,SANTA ANA,0,SANTA ROSA / SANTA ANA,0,0,0,1,1,0,0,0,1
169,1,SAN RAMON,13,REGION METROPOLITANA,Chile,SANTA ROSA,LOS PRUNOS,0,SANTA ROSA / LOS PRUNOS,0,0,0,0,1,0,0,0,0
170,1,SAN RAMON,13,REGION METROPOLITANA,Chile,SANTA ROSA,LOS MAITENES,0,SANTA ROSA / LOS MAITENES,0,0,0,0,1,0,0,0,0
171,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SANTA ROSA, ,7876,SANTA ROSA 7876,0,0,0,1,1,0,0,0,1
172,1,SAN RAMON,13,REGION METROPOLITANA,Chile,DONIHUE,SANTA ROSA,0,DONIHUE / SANTA ROSA,0,0,0,1,1,0,0,0,1
173,2,LA GRANJA,13,REGION METROPOLITANA,Chile,SANTA ROSA,SAN GREGORIO,0,SANTA ROSA / SAN GREGORIO,0,0,0,2,2,0,0,0,2
174,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SANTA ROSA, ,8210,SANTA ROSA 8210,1,0,0,0,1,1,0,0,0
175,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LO OVALLE,CANCHA RAYADA,0,LO OVALLE / CANCHA RAYADA,0,1,0,1,1,0,1,0,0
176,2,SAN JOAQUIN,13,REGION METROPOLITANA,Chile,SEBASTOPOL,LA TRANQUERA,0,SEBASTOPOL / LA TRANQUERA,0,0,0,2,2,0,0,0,2
177,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LOS VILOS,TOME,0,LOS VILOS / TOME,0,0,0,1,1,0,0,0,1
178,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SOFIA EASTMAN DE HUNNEUS, ,10279,SOFIA EASTMAN DE HUNNEUS 10279,0,0,0,1,1,0,0,0,1
179,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SANTO TOMAS,PARINACOTA,0,SANTO TOMAS / PARINACOTA,0,0,0,1,1,0,0,0,1
180,1,LA GRANJA,13,REGION METROPOLITANA,Chile,BENJAMIN SUBERCASEAUX,JOAQUIN EDWARDS BELLO,0,BENJAMIN SUBERCASEAUX / JOAQUIN EDWARDS BELLO,0,0,1,0,1,0,0,1,0
181,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LAS VERBENAS,LAS PARCELAS,0,LAS VERBENAS / LAS PARCELAS,0,0,0,1,1,0,0,0,1
182,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SANTO TOMAS,LAS PARCELAS,0,SANTO TOMAS / LAS PARCELAS,1,0,0,0,1,1,0,0,0
183,3,LA GRANJA,13,REGION METROPOLITANA,Chile,LA SERENA,MANUEL PLAZA,0,LA SERENA / MANUEL PLAZA,0,0,0,3,3,0,0,0,3
184,1,LA GRANJA,13,REGION METROPOLITANA,Chile,CORONEL,3 SUR,0,CORONEL / 3 SUR,0,0,0,1,1,0,0,0,1
185,1,LA GRANJA,13,REGION METROPOLITANA,Chile,TRICOLOR,ISLA GUAFO,0,TRICOLOR / ISLA GUAFO,0,0,0,1,1,0,0,0,1
186,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,PUNTA ARENAS,SAN JOSE DE LA ESTRELLA,0,PUNTA ARENAS / SAN JOSE DE LA ESTRELLA,0,0,0,1,1,0,0,0,1
187,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,SANTA RAQUEL,LAS MADRESELVAS,0,SANTA RAQUEL / LAS MADRESELVAS,1,0,0,0,1,1,0,0,0
188,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,SANTA RAQUEL,JOSE MIGUEL CARRERA,0,SANTA RAQUEL / JOSE MIGUEL CARRERA,0,0,0,1,1,0,0,0,1
189,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,SAN JOSE DE LA ESTRELLA,SANTA RAQUEL,0,SAN JOSE DE LA ESTRELLA / SANTA RAQUEL,0,0,0,1,1,0,0,0,1
190,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,SANTA RAQUEL,MARIA ELENA,0,SANTA RAQUEL / MARIA ELENA,0,0,0,1,1,0,0,0,1
191,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LINARES, ,392,LINARES 392,0,0,0,1,1,0,0,0,1
192,1,LA GRANJA,13,REGION METROPOLITANA,Chile,COMBARBALA,EL TABO,0,COMBARBALA / EL TABO,0,0,0,1,1,0,0,0,1
193,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LINARES,LA SERENA,0,LINARES / LA SERENA,0,0,0,1,1,0,0,0,1
194,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LA SERENA,5 NORTE,0,LA SERENA / 5 NORTE,0,0,0,1,1,0,0,0,1
195,1,LA GRANJA,13,REGION METROPOLITANA,Chile,SAN GREGORIO,2 PONIENTE,0,SAN GREGORIO / 2 PONIENTE,0,0,0,1,1,0,0,0,1
196,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LA SERENA,VALDIVIA,0,LA SERENA / VALDIVIA,0,0,0,1,1,0,0,0,1
197,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LA SERENA,3 NORTE,0,LA SERENA / 3 NORTE,0,0,0,1,1,0,0,0,1
198,1,LA GRANJA,13,REGION METROPOLITANA,Chile,OSORNO,LIRQUEN,0,OSORNO / LIRQUEN,0,1,0,0,1,0,1,0,0
199,1,LA GRANJA,13,REGION METROPOLITANA,Chile,LINARES,CORONEL,0,LINARES / CORONEL,0,0,0,1,1,0,0,0,1
200,1,LA GRANJA,13,REGION METROPOLITANA,Chile,TOME,6 ORIENTE,0,TOME / 6 ORIENTE,0,0,0,1,1,0,0,0,1
201,1,LA GRANJA,13,REGION METROPOLITANA,Chile,PADRE JUAN MEYER,ANGOL,0,PADRE JUAN MEYER / ANGOL,0,0,0,1,1,0,0,0,1
202,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,SANTA JULIA,PUNTA ARENAS,0,SANTA JULIA / PUNTA ARENAS,1,0,0,0,1,1,0,0,0
203,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,VICUNA MACKENNA PONIENTE,BARCELONA,0,VICUNA MACKENNA PONIENTE / BARCELONA,0,0,0,0,1,0,0,0,0
204,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,GERONIMO DE ALDERETE,0,AMERICO VESPUCIO / GERONIMO DE ALDERETE,0,0,0,0,1,0,0,0,0
205,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,SANTA RAQUEL,SANTA JULIA,0,SANTA RAQUEL / SANTA JULIA,1,0,0,0,1,1,0,0,0
206,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,VICUNA MACKENNA,AMERICO VESPUCIO,0,VICUNA MACKENNA / AMERICO VESPUCIO,0,0,0,0,1,0,0,0,0
207,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,VICUNA MACKENNA,GERONIMO DE ALDERETE,0,VICUNA MACKENNA / GERONIMO DE ALDERETE,1,0,0,0,1,1,0,0,0
208,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,SAN PEDRO,LOS CEREZOS,0,SAN PEDRO / LOS CEREZOS,0,0,0,1,1,0,0,0,1
209,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,ARTURO PRAT,RAMON NUNEZ,0,ARTURO PRAT / RAMON NUNEZ,1,0,0,0,1,1,0,0,0
210,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,TOCORNAL, ,50,TOCORNAL 50,0,0,0,1,1,0,0,0,1
211,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CIRCUNVALACION,VALDIVIA,0,CIRCUNVALACION / VALDIVIA,0,0,0,0,1,0,0,0,0
212,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,NONATO COO,LOS CUERVOS,0,NONATO COO / LOS CUERVOS,0,0,0,0,1,0,0,0,0
213,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,PROFESOR ALCAINO, ,331,PROFESOR ALCAINO 331,0,0,0,1,1,0,0,0,1
214,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,GABRIELA PONIENTE,JUAN DE DIOS MALEBRAN,0,GABRIELA PONIENTE / JUAN DE DIOS MALEBRAN,0,0,0,1,1,0,0,0,1
215,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,VOLCAN QUIZAPU,CERRO TORRECILLAS PONIENTE,0,VOLCAN QUIZAPU / CERRO TORRECILLAS PONIENTE,0,0,1,0,1,0,0,1,0
216,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CONCHA Y TORO,LUIS MATTE LARRAIN,0,CONCHA Y TORO / LUIS MATTE LARRAIN,0,1,0,0,1,0,1,0,0
217,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,ARQUITECTO EUGENIO CERDA,CONCHA Y TORO,0,ARQUITECTO EUGENIO CERDA / CONCHA Y TORO,0,0,1,0,1,0,0,1,0
218,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CONCHA Y TORO,ANGEL PIMENTEL,0,CONCHA Y TORO / ANGEL PIMENTEL,0,1,0,0,1,0,1,0,0
219,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CANAL TRONCAL SAN FRANCISCO,VALLE CENTRAL,0,CANAL TRONCAL SAN FRANCISCO / VALLE CENTRAL,0,0,0,0,1,0,0,0,0
220,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,EL LABRADOR, ,678,EL LABRADOR 678,0,0,0,0,1,0,0,0,0
221,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CHAYAVIENTOS,LUIS MATTE LARRAIN,0,CHAYAVIENTOS / LUIS MATTE LARRAIN,0,0,0,2,1,0,0,0,1
222,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,EL PENON,NONATO COO,0,EL PENON / NONATO COO,0,0,0,0,1,0,0,0,0
223,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,NONATO COO,ANGEL PIMENTEL,0,NONATO COO / ANGEL PIMENTEL,0,0,0,1,1,0,0,0,1
224,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,MAESTRO PALOMO,MEXICO,0,MAESTRO PALOMO / MEXICO,0,0,0,1,1,0,0,0,1
225,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,MEXICO,CANAL TRONCAL SAN FRANCISCO,0,MEXICO / CANAL TRONCAL SAN FRANCISCO,0,0,1,0,1,0,0,1,0
226,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,MEXICO,SAN HUGO,0,MEXICO / SAN HUGO,0,0,0,1,1,0,0,0,1
227,2,PUENTE ALTO,13,REGION METROPOLITANA,Chile,MEXICO,SAN CARLOS,0,MEXICO / SAN CARLOS,0,1,0,1,2,0,1,0,1
228,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,EL PENON, ,1426,EL PENON 1426,0,0,0,1,1,0,0,0,1
229,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,EL PENON, ,1098,EL PENON 1098,0,0,0,1,1,0,0,0,1
230,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,EL VOLCAN,LOS SUSPIROS,0,EL VOLCAN / LOS SUSPIROS,0,0,0,1,1,0,0,0,1
231,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,COLOMBIA,SENDAY,0,COLOMBIA / SENDAY,0,0,0,1,1,0,0,0,1
232,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,LOS TOROS,MEXICO,0,LOS TOROS / MEXICO,0,0,0,1,1,0,0,0,1
233,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CAMILO HENRIQUEZ, ,4142,CAMILO HENRIQUEZ 4142,0,0,0,1,1,0,0,0,1
234,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CAMILO HENRIQUEZ, ,3815,CAMILO HENRIQUEZ 3815,0,0,0,1,1,0,0,0,1
235,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CAMILO HENRIQUEZ,VALLE DEL SOL,0,CAMILO HENRIQUEZ / VALLE DEL SOL,0,0,0,1,1,0,0,0,1
236,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,WALKER MARTINEZ,HOREB,0,WALKER MARTINEZ / HOREB,0,0,0,1,1,0,0,0,1
237,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,LOS TOROS, ,568,LOS TOROS 568,1,0,0,0,1,1,0,0,0
238,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,TOBALABA, ,7280,TOBALABA 7280,0,0,0,1,1,0,0,0,1
239,1,LA FLORIDA,13,REGION METROPOLITANA,Chile,MARIA ANGELICA, ,3521,MARIA ANGELICA 3521,0,0,0,1,1,0,0,0,1
240,1,PUENTE ALTO,13,REGION METROPOLITANA,Chile,CAMILO HENRIQUEZ, ,4323,CAMILO HENRIQUEZ 4323,0,0,0,1,1,0,0,0,1
241,1,MAIPU,13,REGION METROPOLITANA,Chile,MANTOS BLANCOS,VALLE DE ACHIBUENO,0,MANTOS BLANCOS / VALLE DE ACHIBUENO,0,0,1,0,1,0,0,1,0
242,1,MAIPU,13,REGION METROPOLITANA,Chile,EL HUASO,CARLOS GARDEL,0,EL HUASO / CARLOS GARDEL,0,0,0,1,1,0,0,0,1
243,1,MAIPU,13,REGION METROPOLITANA,Chile,3 PONIENTE,CAMINO A RINCONADA,0,3 PONIENTE / CAMINO A RINCONADA,0,0,0,0,1,0,0,0,0
244,1,MAIPU,13,REGION METROPOLITANA,Chile,3 PONIENTE,LAS TINAJAS,0,3 PONIENTE / LAS TINAJAS,0,0,0,2,1,0,0,0,2
245,3,MAIPU,13,REGION METROPOLITANA,Chile,3 PONIENTE,JOSE MANUEL BORGONO,0,3 PONIENTE / JOSE MANUEL BORGONO,0,0,0,2,3,0,0,0,2
246,1,MAIPU,13,REGION METROPOLITANA,Chile,EL OLIMPO,ASUNCION,0,EL OLIMPO / ASUNCION,0,0,0,0,1,0,0,0,0
247,1,MAIPU,13,REGION METROPOLITANA,Chile,ESQUINA BLANCA,EL CID,0,ESQUINA BLANCA / EL CID,0,0,0,1,1,0,0,0,1
248,1,MAIPU,13,REGION METROPOLITANA,Chile,JARDIN DEL EDEN,CORDILLERA DE LOS ANDES,0,JARDIN DEL EDEN / CORDILLERA DE LOS ANDES,0,0,0,1,1,0,0,0,1
249,1,MAIPU,13,REGION METROPOLITANA,Chile,LIBERTADOR BERNARDO OHIGGINS,DE LA VICTORIA,0,LIBERTADOR BERNARDO OHIGGINS / DE LA VICTORIA,0,0,0,1,1,0,0,0,1
250,1,MAIPU,13,REGION METROPOLITANA,Chile,GENERAL LAS HERAS,CHACABUCO,0,GENERAL LAS HERAS / CHACABUCO,0,0,0,0,1,0,0,0,0
251,1,MAIPU,13,REGION METROPOLITANA,Chile,CAMINO A RINCONADA,EMILIANO LLONA,0,CAMINO A RINCONADA / EMILIANO LLONA,0,0,0,1,1,0,0,0,0
252,1,MAIPU,13,REGION METROPOLITANA,Chile,ARGENTINA, ,478,ARGENTINA 478,0,0,0,0,1,0,0,0,0
253,1,MAIPU,13,REGION METROPOLITANA,Chile,LA OPERA,ISABEL RIQUELME,0,LA OPERA / ISABEL RIQUELME,0,0,0,1,1,0,0,0,1
254,1,MAIPU,13,REGION METROPOLITANA,Chile,CORONEL SANTIAGO BUERAS,LOS PAJARITOS,0,CORONEL SANTIAGO BUERAS / LOS PAJARITOS,0,0,0,1,1,0,0,0,1
255,1,MAIPU,13,REGION METROPOLITANA,Chile,ISABEL RIQUELME, ,3634,ISABEL RIQUELME 3634,0,0,0,1,1,0,0,0,1
256,1,MAIPU,13,REGION METROPOLITANA,Chile,PRIMERA TRANSVERSAL,5 DE ABRIL,0,PRIMERA TRANSVERSAL / 5 DE ABRIL,0,0,0,1,1,0,0,0,0
257,1,MAIPU,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,PRIMO DE RIVERA,0,AMERICO VESPUCIO / PRIMO DE RIVERA,0,0,0,1,1,0,0,0,1
258,1,MAIPU,13,REGION METROPOLITANA,Chile,SEGUNDA TRANSVERSAL,5 DE ABRIL,0,SEGUNDA TRANSVERSAL / 5 DE ABRIL,0,0,0,1,1,0,0,0,1
259,2,MAIPU,13,REGION METROPOLITANA,Chile,4 PONIENTE,PORTALES,0,4 PONIENTE / PORTALES,0,0,1,1,2,0,0,1,1
260,1,MAIPU,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,2 NORTE,0,AMERICO VESPUCIO / 2 NORTE,0,0,0,1,1,0,0,0,1
261,1,MAIPU,13,REGION METROPOLITANA,Chile,5 DE ABRIL,LUMEN,0,5 DE ABRIL / LUMEN,0,0,0,1,1,0,0,0,1
262,1,MAIPU,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,EL ROSAL,0,AMERICO VESPUCIO / EL ROSAL,0,0,0,1,1,0,0,0,1
263,1,MAIPU,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,LA OPERA,0,AMERICO VESPUCIO / LA OPERA,0,0,0,1,1,0,0,0,1
264,1,MAIPU,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,WERNER VON BRAUN,0,AMERICO VESPUCIO / WERNER VON BRAUN,0,0,0,1,1,0,0,0,1
265,1,MAIPU,13,REGION METROPOLITANA,Chile,SANTA ELENA,REBECA MATTE,0,SANTA ELENA / REBECA MATTE,0,0,0,0,1,0,0,0,0
266,1,MAIPU,13,REGION METROPOLITANA,Chile,PROVIDENCIA,JACOB,0,PROVIDENCIA / JACOB,0,0,0,1,1,0,0,0,1
267,1,MAIPU,13,REGION METROPOLITANA,Chile,LOS PAJARITOS, ,3000,LOS PAJARITOS 3000,0,0,0,0,1,0,0,0,0
268,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,AMERICO VESPUCIO,SAN PABLO,0,AMERICO VESPUCIO / SAN PABLO,0,0,0,1,1,0,0,0,1
269,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,SAN FRANCISCO,SERRANO,0,SAN FRANCISCO / SERRANO,0,0,0,1,1,0,0,0,1
270,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,TASOS,ARISTOTELES,0,TASOS / ARISTOTELES,0,0,0,1,1,0,0,0,1
271,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,ANDES,MARGA MARGA,0,ANDES / MARGA MARGA,0,0,0,1,1,0,0,0,0
272,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,LAGUNA SUR,LEBRELES,0,LAGUNA SUR / LEBRELES,0,1,0,0,1,0,1,0,0
273,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,SAN PABLO, ,8848,SAN PABLO 8848,0,0,0,1,1,0,0,0,1
274,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,LAGUNA SUR,OCEANIA,0,LAGUNA SUR / OCEANIA,0,1,0,0,1,0,1,0,0
275,2,PUDAHUEL,13,REGION METROPOLITANA,Chile,CORONA SUECA,LA ESTRELLA,0,CORONA SUECA / LA ESTRELLA,0,0,0,2,2,0,0,0,2
276,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,ARAUCO, ,1420,ARAUCO 1420,0,0,0,1,1,0,0,0,1
277,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,ALGOL, ,302,ALGOL 302,0,0,0,0,1,0,0,0,0
278,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,LA ESTRELLA,CIGNUS,0,LA ESTRELLA / CIGNUS,0,0,0,1,1,0,0,0,1
279,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,LOS MARES,OCEANO PACIFICO,0,LOS MARES / OCEANO PACIFICO,0,0,0,0,1,0,0,0,0
280,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,UVA MISION,EL RACIMO,0,UVA MISION / EL RACIMO,0,0,0,0,1,0,0,0,0
281,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,MAR DEL SUR,DIAGONAL TENIENTECRUZ,0,MAR DEL SUR / DIAGONAL TENIENTECRUZ,0,0,0,1,1,0,0,0,1
282,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,TENIENTE CRUZ,CLAUDIO ARRAU,0,TENIENTE CRUZ / CLAUDIO ARRAU,0,0,0,1,1,0,0,0,1
283,2,PUDAHUEL,13,REGION METROPOLITANA,Chile,TENIENTE CRUZ,LOS HALCONES,0,TENIENTE CRUZ / LOS HALCONES,0,0,0,2,2,0,0,0,2
284,1,LO PRADO,13,REGION METROPOLITANA,Chile,CORONA SUECA,GABRIELA MISTRAL,0,CORONA SUECA / GABRIELA MISTRAL,0,1,0,0,1,0,1,0,0
285,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,LOS MARES,TENIENTE CRUZ,0,LOS MARES / TENIENTE CRUZ,0,0,0,1,1,0,0,0,1
286,1,LO PRADO,13,REGION METROPOLITANA,Chile,GENERAL OSCAR BONILLA,CHICAGO,0,GENERAL OSCAR BONILLA / CHICAGO,0,1,0,0,1,0,1,0,0
287,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,LA TRAVESIA,SAN VALENTIN,0,LA TRAVESIA / SAN VALENTIN,0,0,0,1,1,0,0,0,1
288,1,LO PRADO,13,REGION METROPOLITANA,Chile,YALE,DAYTON,0,YALE / DAYTON,0,0,0,1,1,0,0,0,1
289,1,LO PRADO,13,REGION METROPOLITANA,Chile,TERRITORIO ANTARTICO,GENERAL JUAN BUENDIA,0,TERRITORIO ANTARTICO / GENERAL JUAN BUENDIA,0,1,0,0,1,0,1,0,0
290,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,LA ESTRELLA,SAN FRANCISCO,0,LA ESTRELLA / SAN FRANCISCO,0,0,0,1,1,0,0,0,1
291,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ,ROLANDO PETERSEN,0,JOSE JOAQUIN PEREZ / ROLANDO PETERSEN,0,1,0,0,1,0,1,0,0
292,1,PUDAHUEL,13,REGION METROPOLITANA,Chile,RICARDO VIAL,NUEVO MEXICO,0,RICARDO VIAL / NUEVO MEXICO,0,0,0,1,1,0,0,0,1
293,1,CERRO NAVIA,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ,GALVARINO,0,JOSE JOAQUIN PEREZ / GALVARINO,0,0,0,1,1,0,0,0,1
294,1,LO PRADO,13,REGION METROPOLITANA,Chile,TENIENTE CRUZ,RICARDO VIAL,0,TENIENTE CRUZ / RICARDO VIAL,0,1,0,0,1,0,0,0,0
295,1,CERRO NAVIA,13,REGION METROPOLITANA,Chile,TENIENTE CRUZ,VIS,0,TENIENTE CRUZ / VIS,0,0,0,1,1,0,0,0,1
296,1,CERRO NAVIA,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ,CALIFORNIA,0,JOSE JOAQUIN PEREZ / CALIFORNIA,0,0,0,1,1,0,0,0,1
297,1,LO PRADO,13,REGION METROPOLITANA,Chile,MORRO DE ARICA,TERRITORIO ANTARTICO,0,MORRO DE ARICA / TERRITORIO ANTARTICO,0,0,0,1,1,0,0,0,1
298,1,LO PRADO,13,REGION METROPOLITANA,Chile,RICARDO VIAL,LOS MAITENES,0,RICARDO VIAL / LOS MAITENES,0,0,0,1,1,0,0,0,1
299,1,LO PRADO,13,REGION METROPOLITANA,Chile,SAN FRANCISCO,LOS MAITENES,0,SAN FRANCISCO / LOS MAITENES,0,0,0,0,1,0,0,0,0
300,1,CERRO NAVIA,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ,JORGE WASHINGTON,0,JOSE JOAQUIN PEREZ / JORGE WASHINGTON,0,0,0,1,1,0,0,0,1
301,1,LO PRADO,13,REGION METROPOLITANA,Chile,LAS TORRES,SAN FRANCISCO,0,LAS TORRES / SAN FRANCISCO,0,0,0,1,1,0,0,0,1
302,1,CERRO NAVIA,13,REGION METROPOLITANA,Chile,JOSE JOAQUIN PEREZ, ,6768,JOSE JOAQUIN PEREZ 6768,0,0,0,1,1,0,0,0,1
303,1,LO PRADO,13,REGION METROPOLITANA,Chile,LOS COPIHUES, ,6537,LOS COPIHUES 6537,0,0,0,1,1,0,0,0,1
304,1,LO PRADO,13,REGION METROPOLITANA,Chile,LOS ARRAYANES,LAS VIOLETAS,0,LOS ARRAYANES / LAS VIOLETAS,0,0,0,1,1,0,0,0,1
305,1,CERRO NAVIA,13,REGION METROPOLITANA,Chile,LAS VIOLETAS,SAN FRANCISCO,0,LAS VIOLETAS / SAN FRANCISCO,0,0,0,1,1,0,0,0,1
306,1,CERRO NAVIA,13,REGION METROPOLITANA,Chile,SAN FRANCISCO,LOS RETAMOS,0,SAN FRANCISCO / LOS RETAMOS,0,2,0,0,1,0,1,0,0
307,1,LO PRADO,13,REGION METROPOLITANA,Chile,NEPTUNO,REINA MAUD,0,NEPTUNO / REINA MAUD,0,0,0,0,1,0,0,0,0
