FID,Ubicacion,Fallecidos,Graves,MenosGrave,Leve,Accidentes
320,"2301 COMPANIA DE JESUS, SANTIAGO",0,0,0,0,1
321,"LIBERTADOR BERNARDO O`HIGGINS & REPUBLICA, SANTIAGO",0,1,0,1,2
322,"BLANCO ENCALADA & ESPANA, SANTIAGO",0,0,0,1,1
323,"DORSAL & LA PALMILLA, CONCHALI",0,1,0,0,1
324,"2254 LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",0,0,0,1,1
325,"REPUBLICA & GRAJALES, SANTIAGO",0,1,0,2,4
326,"LIBERTADOR BERNARDO O`HIGGINS & RICARDO CUMMING, SANTIAGO",0,0,0,1,2
327,"ISABEL LA CATOLICA & NAVARRA, LA CISTERNA",0,0,0,1,2
328,"PADRE HURTADO & ALEJANDRO GUZMAN, EL BOSQUE",0,1,0,0,1
329,"TOESCA & REPUBLICA, SANTIAGO",0,0,0,1,1
330,"CLAUDIO GAY & REPUBLICA, SANTIAGO",0,0,0,1,2
331,"LIBERTADOR BERNARDO O`HIGGINS & ECHAURREN, SANTIAGO",0,0,0,1,1
332,"EL MOLINO & LAS ARAUCARIAS, INDEPENDENCIA",0,0,0,1,1
333,"ECHAURREN & BLANCO ENCALADA, SANTIAGO",0,0,0,1,1
334,"BRASIL & GENERAL MACKENNA, SANTIAGO",0,1,0,0,1
335,"9410 GRAN AVENIDA JOSE MIGUEL CARRERA, LA CISTERNA",0,0,0,0,1
336,"AGUSTINAS & BRASIL, SANTIAGO",0,0,0,1,1
337,"PADRE HURTADO & RIQUELME, EL BOSQUE",0,0,0,1,1
338,"ROSAS & BRASIL, SANTIAGO",0,0,0,3,2
339,"CLUB HIPICO & BLANCO ENCALADA, SANTIAGO",0,0,0,1,1
340,"LIBERTADOR BERNARDO O`HIGGINS & BRASIL, SANTIAGO",0,0,0,1,2
341,"SANTO DOMINGO & BRASIL, SANTIAGO",0,0,0,1,1
342,"9241 GRAN AVENIDA JOSE MIGUEL CARRERA, LA CISTERNA",0,1,0,0,1
343,"INGLATERRA & ESCANILLA, INDEPENDENCIA",0,0,1,0,1
344,"LOS SAUCES & LOS RAULIES, EL BOSQUE",0,0,0,1,1
345,"LAZO & JOSE JOAQUIN PRIETO VIAL, SAN MIGUEL",0,1,0,0,1
346,"1861 ROSAS, SANTIAGO",0,0,0,1,1
347,"GRAN AVENIDA JOSE MIGUEL CARRERA & GOYCOLEA, LA CISTERNA",0,1,0,0,1
348,"GRAN AVENIDA JOSE MIGUEL CARRERA & AMERICO VESPUCIO, LA CISTERNA",1,0,0,1,2
349,"BEAUCHEFF & ALCALDE CARLOS VALDOVINOS, PEDRO AGUIRRE CERDA",0,0,0,1,1
350,"LIBERTADOR BERNARDO O`HIGGINS & CIENFUEGOS, SANTIAGO",0,0,0,0,1
351,"AMERICO VESPUCIO & GRAN AVENIDA JOSE MIGUEL CARRERA, LA CISTERNA",0,0,0,1,1
352,"CATEDRAL & ALMIRANTE BARROSO, SANTIAGO",0,0,0,1,1
353,"GRAN AVENIDA JOSE MIGUEL CARRERA & AUGUSTO BIAUT, LA CISTERNA",0,0,0,1,1
354,"VERGARA & LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",0,1,0,0,2
355,"PARAISO & SUR, EL BOSQUE",1,0,0,0,1
356,"MERCURIO & GRAN AVENIDA JOSE MIGUEL CARRERA, LA CISTERNA",0,0,0,1,1
357,"117 GOYCOLEA, LA CISTERNA",0,0,0,1,1
358,"GRAN AVENIDA JOSE MIGUEL CARRERA & LAS BRISAS, LA CISTERNA",0,0,0,0,1
359,"ROSAS & GUARDIAMARINA RIQUELME, SANTIAGO",0,0,0,1,1
360,"LOS MIMBRES & SANTA ELENA, EL BOSQUE",0,0,0,1,1
361,"ISABEL LA CATOLICA & GRAN AVENIDA JOSE MIGUEL CARRERA, LA CISTERNA",0,1,0,0,1
362,"LIBERTADOR BERNARDO O`HIGGINS & MANUEL RODRIGUEZ, SANTIAGO",0,1,0,2,2
363,"MANUEL RODRIGUEZ & AGUSTINAS, SANTIAGO",0,1,0,0,1
364,"1773 SAZIE, SANTIAGO",0,0,0,1,1
365,"SALESIANOS & JOSE JOAQUIN PRIETO VIAL, SAN MIGUEL",0,0,0,1,1
366,"PAULINA & BRIONES LUCO, LA CISTERNA",0,0,0,1,1
367,"GRAN AVENIDA JOSE MIGUEL CARRERA & EL PARRON, LA CISTERNA",0,0,0,1,1
368,"PAULINA & ZURICH SUR, LA CISTERNA",0,0,0,1,1
369,"MANUEL RODRIGUEZ & TOESCA, SANTIAGO",0,0,0,1,1
370,"GENERAL RONDIZZONI & LUIS COUSINO, SANTIAGO",0,0,0,1,1
371,"ROSAS & SAN MARTIN, SANTIAGO",0,0,0,0,1
372,"GUANACO & BENJAMIN QUEZADA, CONCHALI",1,0,0,0,1
373,"GRAN AVENIDA JOSE MIGUEL CARRERA & LUCERNA, LA CISTERNA",0,0,0,2,1
374,"GUANACO & DIEGO SILVA HENRIQUEZ, CONCHALI",0,0,0,1,1
375,"EINSTEIN & GUANACO, INDEPENDENCIA",0,0,0,1,1
376,"GRAN AVENIDA JOSE MIGUEL CARRERA & GENERAL FREIRE, LA CISTERNA",0,1,0,1,2
377,"DIECIOCHO & PADRE ALONSO DE OVALLE, SANTIAGO",0,1,0,0,1
378,"301 LAS BRISAS, LA CISTERNA",0,1,0,0,1
379,"AGUSTINAS & SAN MARTIN, SANTIAGO",0,0,0,0,1
380,"HERMANOS AMUNATEGUI & SAN PABLO, SANTIAGO",0,0,0,0,1
381,"1153 EINSTEIN, RECOLETA",0,0,0,2,1
382,"GRAN AVENIDA JOSE MIGUEL CARRERA & LO OVALLE, LA CISTERNA",0,0,0,0,1
383,"DIECIOCHO & SANTA ISABEL, SANTIAGO",0,0,0,0,1
384,"1435 ALEJANDRO GUZMAN, EL BOSQUE",0,0,0,1,1
385,"GRAN AVENIDA JOSE MIGUEL CARRERA & OCTAVA AVENIDA, SAN MIGUEL",0,0,0,1,1
386,"INDEPENDENCIA & COLON, INDEPENDENCIA",0,0,0,2,2
387,"BERNARDINO PARADA & TENIENTE MONTT SALAMANCA, LA PINTANA",0,0,0,1,1
388,"SAN IGNACIO DE LOYOLA & MANUEL ANTONIO MATTA, SANTIAGO",0,0,0,1,1
389,"1462 SAN IGNACIO DE LOYOLA, SANTIAGO",0,0,0,1,1
390,"VALENTIN LETELIER & TEATINOS, SANTIAGO",0,0,0,0,1
391,"VICUNA MACKENNA & PATRICIO LYNCH, LA CISTERNA",0,0,0,1,1
392,"ALMIRANTE RIVEROS & TORREBLANCA, LA CISTERNA",0,0,0,1,1
393,"LORD COCHRANE & COQUIMBO, SANTIAGO",0,0,0,0,1
394,"GENERAL MACKENNA & BANDERA, SANTIAGO",0,0,0,1,1
395,"BANDERA & SAN PABLO, SANTIAGO",0,0,0,0,1
396,"NATANIEL COX & ELEUTERIO RAMIREZ, SANTIAGO",0,0,0,0,2
397,"MORANDE & LIBERTADOR BERNARDO O`HIGGINS, SANTIAGO",0,1,0,0,1
398,"ALEJANDRO VIAL & URUGUAY, LA CISTERNA",0,0,0,1,1
399,"SANTA ISABEL & NATANIEL COX, SANTIAGO",0,0,0,0,1
400,"TARAPACA & ZENTENO, SANTIAGO",0,0,0,1,1
401,"ROBERTO ESPINOZA & MANUEL ANTONIO MATTA, SANTIAGO",0,1,0,0,1
402,"LA PAZ & ECHEVERRIA, INDEPENDENCIA",1,0,0,1,1
403,"VICUNA MACKENNA & SAN PEDRO, LA CISTERNA",0,0,0,0,1
404,"NATANIEL COX & MANUEL ANTONIO MATTA, SANTIAGO",0,0,0,2,2
405,"COPIAPO & ZENTENO, SANTIAGO",0,0,0,2,1
406,"DORSAL & JOSE MIGUEL CARRERA, RECOLETA",0,0,0,2,1
407,"4004 GRAN AVENIDA JOSE MIGUEL CARRERA, SAN MIGUEL",0,0,0,1,1
408,"TARAPACA & ARTURO PRAT, SANTIAGO",0,0,1,1,2
409,"MONSERRAT & SANTOS DUMONT, RECOLETA",0,0,0,1,1
410,"ESPERANZA & ISMAEL TOCORNAL, SAN RAMON",0,0,0,1,1
411,"SAN DIEGO & GENERAL GANA, SANTIAGO",0,0,0,2,1
412,"9285 ISMAEL TOCORNAL, SAN RAMON",0,0,0,1,1
413,"TUCAPEL & CARAHUE, LA PINTANA",0,0,0,0,1
414,"MERCED & ENRIQUE MAC IVER, SANTIAGO",0,0,0,1,1
415,"TARAPACA & SAN FRANCISCO, SANTIAGO",0,0,0,1,1
416,"SANTA ISABEL & SAN FRANCISCO, SANTIAGO",0,0,0,0,1
417,"LIBERTADOR BERNARDO O`HIGGINS & SANTA ROSA, SANTIAGO",0,1,0,3,3
418,"ISMAEL VALDES VERGARA & MIRAFLORES, SANTIAGO",0,0,0,0,1
419,"752 TARAPACA, SANTIAGO",0,0,0,0,1
420,"RUBEN DARIO & DORSAL, RECOLETA",0,0,0,2,2
421,"ECUADOR & ISMAEL TOCORNAL, SAN RAMON",0,0,0,1,1
422,"PATRONATO, RECOLETA",0,0,0,1,1
423,"SAN FRANCISCO & MARINA DE GAETE, SANTIAGO",0,0,0,1,1
424,"SANTA LUCIA & MONEDA, SANTIAGO",0,0,0,1,1
425,"SAN FRANCISCO & VICTORIA, SANTIAGO",0,0,0,1,1
426,"RECOLETA & RAWSON, RECOLETA",0,0,0,1,1
427,"EINSTEIN & RECOLETA, RECOLETA",0,0,0,1,1
428,"676 SANTA ROSA, SANTIAGO",0,0,0,1,1
429,"RECOLETA & MUNOZ GAMERO, RECOLETA",0,1,0,1,2
430,"MANUEL ANTONIO MATTA & SANTA ROSA, SANTIAGO",0,0,0,0,1
431,"CARLOS SILVA VILDOSOLA & SAN FRANCISCO, SAN MIGUEL",0,1,0,0,1
432,"517 CURICO, SANTIAGO",0,0,1,1,1
433,"CURICO & CARMEN, SANTIAGO",0,0,0,1,1
434,"SANTA ROSA & MIGUEL LEON PRADO, SANTIAGO",0,0,0,1,1
435,"AMERICO VESPUCIO & RECOLETA, RECOLETA",0,0,0,1,1
436,"COPIAPO & SAN ISIDRO, SANTIAGO",0,0,0,1,1
437,"CARABINERO GENARO RODRIGUEZ & ALMIRANTE LATORRE, SAN RAMON",0,0,0,0,1
438,"ISABEL RIQUELME & SANTA ROSA, SAN MIGUEL",0,1,0,0,1
439,"ALVEAR & MAYO, SAN RAMON",0,0,0,1,1
440,"SANTA ROSA & ISABEL RIQUELME, SAN JOAQUIN",0,1,0,0,1
441,"PERU & SAN CRISTOBAL, RECOLETA",0,0,0,1,1
442,"BELLAVISTA & BOMBERO NUNEZ, RECOLETA",0,0,0,1,1
443,"PERU & SANTOS DUMONT, RECOLETA",0,0,0,1,1
444,"MANUEL ANTONIO MATTA & SAN ISIDRO, SANTIAGO",0,0,0,3,2
445,"LIBERTADOR BERNARDO O`HIGGINS & PORTUGAL, SANTIAGO",0,0,0,1,1
446,"SIN CLASIFICACION & RECOLETA, HUECHURABA",0,0,0,1,1
447,"3040 SANTA ROSA, SAN JOAQUIN",0,0,0,0,1
448,"RECOLETA & PRESIDENTE SALVADOR ALLENDE, HUECHURABA",0,0,0,1,1
449,"EINSTEIN & ALBANO, RECOLETA",0,0,0,1,1
450,"SAN ISIDRO & MAULE, SANTIAGO",0,0,0,1,1
451,"MATTA VIAL & SANTA ROSA, SAN JOAQUIN",0,0,0,0,1
452,"SANTA ELVIRA & SANTIAGO CONCHA, SANTIAGO",0,0,0,1,1
453,"CARMEN & MANUEL ANTONIO MATTA, SANTIAGO",0,0,0,1,1
454,"PURISIMA & CARDENAL JOSE MARIA CARO, SANTIAGO",0,0,0,0,1
455,"PERU & CELIA COLOMA, RECOLETA",0,0,0,1,1
456,"SANTA ISABEL & LIRA, SANTIAGO",0,0,0,1,1
457,"VENTURA LAVALLE & CARMEN, SANTIAGO",0,0,0,0,1
458,"ALFREDO ROSENDE & LOS CARDENALES, RECOLETA",0,0,0,0,1
459,"JUAN ANTONIO RIOS & LIRCAY, SAN RAMON",0,0,1,0,1
460,"ADELA MARTINEZ & HEROE ENRIQUE REYES, RECOLETA",0,1,0,0,1
461,"SANTA ROSA & DEPARTAMENTAL, SAN JOAQUIN",0,0,0,2,1
462,"LIRA & COQUIMBO, SANTIAGO",0,0,0,0,1
463,"569 ALVAREZ DE TOLEDO, SAN JOAQUIN",0,0,0,0,1
464,"335 MARIN, SANTIAGO",0,0,0,0,1
465,"MERCED & IRENE MORALES, SANTIAGO",0,0,0,1,1
466,"CURICO & PORTUGAL, SANTIAGO",0,0,0,1,1
467,"LIBERTADOR BERNARDO O`HIGGINS & IRENE MORALES, SANTIAGO",0,0,0,1,1
468,"GENERAL JOFRE & PORTUGAL, SANTIAGO",0,1,0,0,1
469,"MANUEL MACKENNA, PROVIDENCIA",0,0,0,1,1
470,"INDEPENDENCIA & TIL TIL, SAN RAMON",0,0,0,1,1
471,"CARMEN & NUBLE, SANTIAGO",0,0,0,1,1
472,"200 CURICO, SANTIAGO",0,0,0,1,1
473,"LO MARTINEZ & PORTO ALEGRE, LA PINTANA",0,0,0,1,1
474,"GENERAL GANA & CARMEN, SANTIAGO",0,0,0,0,1
475,"CARDENAL JOSE MARIA CARO & PIO NONO, SANTIAGO",0,2,0,0,2
476,"LOS NOGALES & LOS TEHUELCHES, HUECHURABA",0,0,0,0,1
477,"LO OVALLE & SANTA ROSA, LA GRANJA",0,0,0,1,1
478,"BOLIVIA & PEDRO AGUIRRE CERDA, SAN RAMON",0,0,1,0,1
479,"PEDRO AGUIRRE CERDA & AMERICO VESPUCIO, SAN RAMON",0,0,0,1,1
480,"PEDRO AGUIRRE CERDA & VICUNA MACKENNA, SAN RAMON",0,0,1,0,1
481,"PEDRO AGUIRRE CERDA & RIQUELME, SAN RAMON",0,0,0,1,1
482,"10 DE JULIO HUAMACHUCO & PORTUGAL, SANTIAGO",0,0,0,0,1
483,"126 BELLAVISTA, PROVIDENCIA",0,0,0,1,1
484,"7592 SANTA ROSA, LA GRANJA",0,0,0,1,1
485,"VICUNA MACKENNA & RANCAGUA, SANTIAGO",0,0,0,1,1
486,"MALLINKRODT & NUEVA DARDIGNAC, PROVIDENCIA",0,0,0,0,1
487,"FRANCISCO BILBAO & VICUNA MACKENNA, SANTIAGO",0,0,0,1,1
488,"RECOLETA & LOS GOMEROS, HUECHURABA",0,0,0,1,1
489,"SARGENTO CANDELARIA & ARTURO PRAT, SAN RAMON",0,0,0,1,1
490,"RAMON CARNICER & ARTURO BURHLE, PROVIDENCIA",0,0,0,1,1
491,"PRESIDENTE SALVADOR ALLENDE & JUAN GRIEGO, SAN JOAQUIN",0,0,0,1,1
492,"SANTA ROSA & TOME, LA GRANJA",0,1,0,0,1
493,"SANTA ROSA & DONIHUE, SAN RAMON",0,0,1,0,1
494,"SANTA ROSA & QUINTEROS, LA GRANJA",0,1,0,0,1
495,"VICUNA MACKENNA & MARIN, PROVIDENCIA",0,0,0,3,3
496,"ARAUCO & SIERRA BELLA, SANTIAGO",0,0,0,0,1
497,"GABRIELA PONIENTE & LO BLANCO, LA PINTANA",0,0,0,1,1
498,"SANTA ROSA & SUR, LA GRANJA",0,0,0,1,1
499,"AMERICO VESPUCIO & SANTA ROSA, SAN RAMON",0,0,0,2,2
500,"PABLO NERUDA & LOS NOGALES, HUECHURABA",0,0,0,2,1
501,"SANTA ROSA & ERNESTO RIQUELME, LA GRANJA",0,0,0,0,1
502,"VICUNA MACKENNA & SANTA ISABEL, PROVIDENCIA",0,0,0,1,1
503,"LOS FRANCISCANOS & SANTA ROSA, SAN RAMON",0,0,0,1,1
504,"24 SANTA ISABEL, PROVIDENCIA",0,0,0,1,1
505,"SEMINARIO & PROVIDENCIA, PROVIDENCIA",0,0,0,2,2
506,"MANUEL ANTONIO PRIETO & GENERAL BUSTAMANTE, PROVIDENCIA",0,1,0,0,1
507,"MANUEL ANTONIO MATTA & SANTA ELENA, SANTIAGO",0,0,0,1,1
508,"ISABEL RIQUELME & ARTEMIO GUTIERREZ, SAN JOAQUIN",0,0,1,0,1
509,"GENERAL BUSTAMANTE & MARIN, PROVIDENCIA",0,1,0,0,1
510,"SANTA ROSA & LAS UVAS Y EL VIENTO, LA GRANJA",0,0,0,1,1
511,"VICUNA MACKENNA & IRARRAZAVAL, SANTIAGO",0,1,0,2,2
512,"LA TRANQUERA & SEBASTOPOL, SAN JOAQUIN",1,0,0,0,1
513,"66 MUJICA, NUNOA",0,0,0,1,1
514,"SANTA ISABEL & GENERAL BUSTAMANTE, PROVIDENCIA",0,0,0,1,2
515,"SEMINARIO & RICARDO MATTE PEREZ, PROVIDENCIA",0,1,0,2,1
516,"LAS TORRES & ANTONIA SILVA, RECOLETA",0,0,0,1,1
517,"86 SEMINARIO, PROVIDENCIA",0,0,0,0,1
518,"EL SALTO & PEDRO DONOSO VERGARA, RECOLETA",0,0,0,1,1
519,"LAS INDUSTRIAS & ISABEL RIQUELME, SAN JOAQUIN",0,0,0,0,1
520,"SANTA ROSA & ESPERANZA, LA GRANJA",0,1,0,1,2
521,"VICUNA MACKENNA & MANUEL ANTONIO MATTA, NUNOA",0,0,0,4,3
522,"LAS INDUSTRIAS & ISABEL RIQUELME, SAN JOAQUIN",0,0,0,0,1
523,"743 GENERAL BUSTAMANTE, NUNOA",0,0,0,1,1
524,"PADRE ESTEBAN GUMUCIO VIVES & 6 ORIENTE, LA GRANJA",0,0,0,1,1
525,"DEPARTAMENTAL & VERONESSE, SAN JOAQUIN",0,0,0,1,1
526,"IRARRAZAVAL & GENERAL BUSTAMANTE, NUNOA",0,0,0,1,1
527,"LAS INDUSTRIAS & FRANCIS DRAKE, SAN JOAQUIN",0,0,0,0,1
528,"MANUEL RODRIGUEZ & CONSISTORIAL, LA GRANJA",0,0,0,1,1
529,"PROVIDENCIA & CONDELL, PROVIDENCIA",0,0,0,1,1
530,"LAS INDUSTRIAS & ALCALDE PEDRO ALARCON, SAN JOAQUIN",0,1,0,0,1
531,"CAMINO AL BOSQUE DE SANTIAGO & PRESIDENTE SALVADOR ALLENDE, HUECHURABA",0,0,1,0,1
532,"LAS INDUSTRIAS & ALVAREZ DE TOLEDO, SAN JOAQUIN",0,0,0,2,2
533,"DEL ARZOBISPO & BELLAVISTA, PROVIDENCIA",0,0,0,1,1
534,"GENERAL BUSTAMANTE & MANUEL ANTONIO MATTA, NUNOA",0,0,0,1,1
535,"SANTA ROSA & GENERAL ARRIAGADA, LA PINTANA",0,1,0,0,1
536,"68 SAN EUGENIO, NUNOA",0,0,0,1,1
537,"LAS INDUSTRIAS & PRESIDENTE SALVADOR ALLENDE, SAN JOAQUIN",1,0,0,0,1
538,"LOS LILENES & LOS VILOS, LA GRANJA",0,1,0,0,1
539,"MATTA ORIENTE & SAN EUGENIO, NUNOA",0,0,0,1,1
540,"JOSE SANTOS GONZALEZ VERA & SOFIA EASTMAN DE HUNNEUS, LA GRANJA",0,0,1,0,1
541,"SANTA MARIA & DEL ARZOBISPO, PROVIDENCIA",0,0,0,0,2
542,"ITALIA & FRANCISCO BILBAO, PROVIDENCIA",0,0,0,1,1
543,"SANTA ROSA & BALDOMERO LILLO, LA PINTANA",0,0,0,1,1
544,"1779 VICUNA MACKENNA, NUNOA",0,0,0,0,1
545,"VICUNA MACKENNA & CARLOS DITTBORN, NUNOA",0,0,0,1,1
546,"SANTA ROSA & LO BLANCO, LA PINTANA",0,1,0,0,1
547,"LINARES & EL TABO, LA GRANJA",0,1,0,1,1
548,"PROVIDENCIA & ELIODORO YANEZ, PROVIDENCIA",0,1,0,1,2
549,"SUAREZ MUJICA & SEMINARIO, NUNOA",0,1,0,0,1
550,"LAUTARO & SANTA ROSA, LA PINTANA",0,0,0,1,2
551,"URETA COX & GUSTAVO CAMPANA GANDARILLAS, SAN JOAQUIN",0,0,0,1,1
552,"LO ENCALADA & MATTA ORIENTE, NUNOA",0,0,1,1,2
553,"479 SANTA ANA, LA GRANJA",0,0,0,1,1
554,"SALVADOR & RANCAGUA, PROVIDENCIA",0,1,0,1,2
555,"ALCALDE CARLOS VALDOVINOS & 1 DE MAYO, SAN JOAQUIN",0,0,0,1,1
556,"FRANCISCO BILBAO & SALVADOR, PROVIDENCIA",0,0,0,0,1
557,"1209 SAN EUGENIO, NUNOA",0,0,0,0,1
558,"693 RANCAGUA, PROVIDENCIA",0,0,0,0,1
559,"1501 SAN EUGENIO, NUNOA",0,0,1,0,1
560,"1 DE MAYO & DARWIN, SAN JOAQUIN",0,0,0,1,1
561,"SALVADOR & MARIN, PROVIDENCIA",0,0,0,1,1
562,"BRAVO & JOSE MANUEL INFANTE, PROVIDENCIA",0,0,0,1,1
563,"LAS INDUSTRIAS & SEBASTOPOL, SAN JOAQUIN",0,0,0,1,1
564,"7740 CARDENAL RAUL SILVA HENRIQUEZ, LA GRANJA",0,0,0,1,1
565,"CARLOS DITTBORN & SAN EUGENIO, NUNOA",0,1,0,1,2
566,"LO ENCALADA & SUR, NUNOA",0,0,0,1,1
567,"LO OVALLE & LAS INDUSTRIAS, LA GRANJA",0,0,0,0,1
568,"1773 SAN EUGENIO, NUNOA",0,0,0,0,1
569,"SAN GREGORIO & EL TABO, LA GRANJA",0,0,0,1,1
570,"FRANCISCO BILBAO & JULIO PRADO, PROVIDENCIA",0,0,0,1,1
571,"VICUNA MACKENNA & RODRIGO DE ARAYA, NUNOA",0,0,0,2,2
572,"JOSE MIGUEL CLARO & PROVIDENCIA, PROVIDENCIA",0,0,1,0,1
573,"ELIODORO YANEZ & BRAVO, PROVIDENCIA",0,1,0,0,1
574,"LAS INDUSTRIAS & CENTRAL, LA GRANJA",0,0,1,0,2
575,"IRARRAZAVAL & MATTA ORIENTE, NUNOA",0,0,1,0,1
576,"ANDRES BELLO & GENERAL CALDERON, PROVIDENCIA",0,1,0,0,1
577,"1246 PROVIDENCIA, PROVIDENCIA",0,0,0,1,1
578,"GENERAL CALDERON & DOCTOR CARLOS CHARLIN, PROVIDENCIA",0,0,0,3,2
579,"1567 ANDRES BELLO, PROVIDENCIA",0,0,0,1,1
580,"966 ALFEREZ REAL, PROVIDENCIA",0,0,0,0,1
581,"SALVADOR & JOSE DOMINGO CANAS, NUNOA",0,1,0,1,1
582,"SALVADOR & IRARRAZAVAL, NUNOA",0,1,0,1,2
583,"ELIODORO YANEZ & JOSE MIGUEL CLARO, PROVIDENCIA",0,0,0,1,2
584,"FRANCISCO BILBAO & ROMAN DIAZ, PROVIDENCIA",0,0,0,1,1
585,"OBISPO ORREGO & GRECIA, NUNOA",0,1,0,1,2
586,"980 CARLOS DITTBORN, NUNOA",0,0,0,1,1
587,"SANTA ISABEL & JOSE MANUEL INFANTE, PROVIDENCIA",0,0,0,2,1
588,"ANDRES BELLO & PADRE MARIANO, PROVIDENCIA",0,0,0,1,1
589,"SANTA MARIA & LA CONCEPCION, PROVIDENCIA",0,0,0,1,2
590,"JOSE MIGUEL CLARO & CANO Y APONTE, PROVIDENCIA",0,0,0,1,1
591,"COMBARBALA & PARRAL, LA GRANJA",1,0,0,1,1
592,"ALFEREZ REAL & JOSE MIGUEL CLARO, PROVIDENCIA",0,0,0,1,1
593,"JOSE MIGUEL CLARO & FRANCISCO BILBAO, PROVIDENCIA",0,0,0,0,1
594,"GUILLERMO MANN & CALLE 6, NUNOA",0,0,0,2,1
595,"ANDRES BELLO & LA CONCEPCION, PROVIDENCIA",0,0,0,0,1
596,"PERICLES & LOS JAZMINES, NUNOA",0,0,0,0,1
597,"MAIHUE & PIRAMIDE, SAN JOAQUIN",0,0,0,1,1
598,"1136 FRANCISCO BILBAO, PROVIDENCIA",0,0,0,1,1
599,"CARLOS DITTBORN & LOS JAZMINES, NUNOA",0,0,0,2,2
600,"JOSE MIGUEL CLARO & CLEMENTE FABRES, PROVIDENCIA",0,0,0,2,2
601,"632 TOME, LA GRANJA",1,0,0,0,1
602,"DUBLE ALMEYDA & JOSE MANUEL INFANTE, NUNOA",0,0,0,1,1
603,"532 MANUEL MONTT, PROVIDENCIA",0,0,0,1,1
604,"MANUEL MONTT & ELIODORO YANEZ, PROVIDENCIA",0,0,0,0,1
605,"JOSE MIGUEL CLARO & MANUEL ANTONIO MAIRA, PROVIDENCIA",0,0,0,1,1
606,"ALFEREZ REAL & JOSE TOMAS RIDER, PROVIDENCIA",0,0,0,1,1
607,"SANTA MARIA & MONSENOR CARLOS CASANUEVA, PROVIDENCIA",0,0,0,1,1
608,"BRASILIA & DEPARTAMENTAL, SAN JOAQUIN",0,0,1,0,1
609,"REPUBLICA DE ISRAEL & ALCALDE EDUARDO CASTILLO VELASCO, NUNOA",0,0,0,1,1
610,"JOSE MIGUEL CLARO & SANTA ISABEL, PROVIDENCIA",0,0,0,3,1
611,"JUANITA & GABRIELA, LA PINTANA",1,0,0,1,2
612,"DEL VALLE & DEL PARQUE, HUECHURABA",0,0,0,1,1
613,"EL COMENDADOR & PEDRO DE VALDIVIA NORTE, PROVIDENCIA",0,0,0,1,1
614,"JOSE MIGUEL CLARO & RENGO, PROVIDENCIA",0,0,0,1,1
615,"LA SERENA & CANTO GENERAL, LA GRANJA",0,0,0,1,1
616,"LOS CONQUISTADORES & PEDRO DE VALDIVIA NORTE, PROVIDENCIA",0,0,0,1,1
617,"ALFEREZ REAL & MANUEL MONTT, PROVIDENCIA",0,1,0,0,1
618,"CAPITAN FUENTES & IRARRAZAVAL, NUNOA",0,0,0,1,1
619,"1500 QUILIN, MACUL",0,0,0,1,1
620,"ANTONIO VARAS & VALENZUELA CASTILLO, PROVIDENCIA",0,1,0,0,1
621,"VICUNA MACKENNA & MONSENOR CARLOS CASANUEVA, MACUL",0,0,0,1,1
622,"855 ANTONIO VARAS, PROVIDENCIA",0,0,0,0,1
623,"SANTA MARIA & PEDRO DE VALDIVIA NORTE, PROVIDENCIA",0,0,0,0,2
624,"ANDRES BELLO & FRANCISCO NOGUERA, PROVIDENCIA",0,0,0,1,1
625,"VICUNA MACKENNA & RAQUEL, MACUL",0,0,0,1,1
626,"GRECIA & REPUBLICA DE ISRAEL, NUNOA",0,0,0,2,1
627,"4860 VICUNA MACKENNA, MACUL",0,1,0,0,1
628,"ANDRES BELLO & PEDRO DE VALDIVIA, PROVIDENCIA",0,0,0,0,1
629,"CORONEL & AMERICO VESPUCIO, LA GRANJA",0,0,0,2,2
630,"ALFEREZ REAL & ANTONIO VARAS, PROVIDENCIA",0,0,0,1,1
631,"1952 MANUEL MONTT, PROVIDENCIA",0,0,0,0,1
632,"FRANCISCO BILBAO & ANTONIO VARAS, PROVIDENCIA",0,0,0,1,1
633,"MATILDE SALAMANCA & ELIODORO YANEZ, PROVIDENCIA",0,0,0,1,1
634,"5292 VICUNA MACKENNA, MACUL",0,0,0,0,1
635,"DUBLE ALMEYDA & MONSENOR EYZAGUIRRE, NUNOA",0,0,0,1,1
636,"PUYEHUE & ANTONIO VARAS, PROVIDENCIA",0,1,0,0,1
637,"ANTONIO VARAS & FRANCISCO BILBAO, PROVIDENCIA",0,0,0,0,1
638,"CORONEL & MANUEL RODRIGUEZ, LA GRANJA",0,0,0,1,1
639,"LINARES & VILLARRICA, LA GRANJA",0,0,0,1,1
640,"PROVIDENCIA & PEDRO DE VALDIVIA, PROVIDENCIA",0,3,0,1,3
641,"VICUNA MACKENNA & DEPARTAMENTAL, MACUL",0,0,0,1,1
642,"MARCHANT PEREIRA & DARIO URZUA, PROVIDENCIA",0,0,1,0,1
643,"ANTONIO VARAS & LOS CAPITANES, PROVIDENCIA",0,0,0,0,1
644,"BATALLON CHACABUCO & SOLDADO CORREA, LA PINTANA",0,1,0,0,1
645,"NUEVA DE LYON & ANDRES BELLO, PROVIDENCIA",0,0,0,0,1
646,"JOSE DOMINGO CANAS & CARMEN COVARRUBIAS, NUNOA",0,0,0,1,1
