,lat,lng,Year,Borough,Region,Zone,Severity
2315,-70.6342394,-33.5374206999999,2020,LA GRANJA,REGION METROPOLITANA,URBANA,SERIOUS
2316,-70.6341477999999,-33.4526665999999,2020,SANTIAGO,REGION METROPOLITANA,URBANA,SLIGHT
2317,-70.6341079999999,-33.5421348,2020,SAN RAMON,REGION METROPOLITANA,URBANA,SERIOUS
2318,-70.6340847,-33.5410131,2020,LA GRANJA,REGION METROPOLITANA,URBANA,SLIGHT
2319,-70.6336291,-33.4062136,2020,RECOLETA,REGION METROPOLITANA,URBANA,SLIGHT
2320,-70.6335881999999,-33.3991823,2020,RECOLETA,REGION METROPOLITANA,URBANA,FATAL
2321,-70.6333493999999,-33.4432449,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2322,-70.6328649999999,-33.4341255,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2323,-70.6326544,-33.5514251999999,2020,SAN RAMON,REGION METROPOLITANA,URBANA,SERIOUS
2324,-70.632458,-33.4593874,2020,SANTIAGO,REGION METROPOLITANA,URBANA,SLIGHT
2325,-70.632299,-33.4474159,2020,SANTIAGO,REGION METROPOLITANA,URBANA,SLIGHT
2326,-70.6321822,-33.4505687999999,2020,SANTIAGO,REGION METROPOLITANA,URBANA,SLIGHT
2327,-70.6313043999999,-33.4411550999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2328,-70.6311956999999,-33.4360897,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2329,-70.6309254999999,-33.4442686,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2330,-70.6308034,-33.4805497,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2331,-70.6302524999999,-33.4835973,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SERIOUS
2332,-70.6299177,-33.394042,2020,RECOLETA,REGION METROPOLITANA,URBANA,SLIGHT
2333,-70.6297068999999,-33.4555478999999,2020,SANTIAGO,REGION METROPOLITANA,URBANA,SLIGHT
2334,-70.6292993,-33.4936423999999,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2335,-70.6290769999999,-33.4524218999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2336,-70.628585,-33.4651149,2020,SANTIAGO,REGION METROPOLITANA,URBANA,SERIOUS
2337,-70.628551,-33.4961416999999,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2338,-70.6284796,-33.4978882,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SERIOUS
2339,-70.6283702,-33.4550857,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2340,-70.6279257,-33.4305679,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2341,-70.627358,-33.4467014,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2342,-70.6266366,-33.4582426,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2343,-70.6266046,-33.6235957,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2344,-70.6265832999999,-33.4336119,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2345,-70.6262088,-33.4316336,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2346,-70.6259773,-33.4464114,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2347,-70.6258839,-33.4331134999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2348,-70.6258424,-33.3939844,2020,RECOLETA,REGION METROPOLITANA,URBANA,SLIGHT
2349,-70.6257206,-33.5080854999999,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SERIOUS
2350,-70.6248395,-33.4647991,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2351,-70.6246341999999,-33.4397402,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2352,-70.6245098,-33.4301914999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2353,-70.6241436,-33.5433888,2020,LA GRANJA,REGION METROPOLITANA,URBANA,SLIGHT
2354,-70.6240643,-33.5563097,2020,LA GRANJA,REGION METROPOLITANA,URBANA,SLIGHT
2355,-70.6238916,-33.4422757999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2356,-70.6237543,-33.4313997,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2357,-70.6235614999999,-33.4314583999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2358,-70.6233989,-33.4333656,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2359,-70.6231299999999,-33.4749367,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SERIOUS
2360,-70.6230982,-33.5424742,2020,LA GRANJA,REGION METROPOLITANA,URBANA,SLIGHT
2361,-70.6228070999999,-33.3767802,2020,HUECHURABA,REGION METROPOLITANA,URBANA,SLIGHT
2362,-70.6226042,-33.4644897,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2363,-70.6222371,-33.4842572,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2364,-70.6222042,-33.4299412,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2365,-70.6218791,-33.4500025,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2366,-70.6216990999999,-33.4697333999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2367,-70.621484,-33.438822,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2368,-70.6209337,-33.4590551,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2369,-70.6206368,-33.4545156,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2370,-70.6205418,-33.5112189999999,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2371,-70.6204436,-33.507745,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2372,-70.6204403,-33.4612033,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2373,-70.6203365999999,-33.435737,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2374,-70.6200522,-33.5194713,2020,LA GRANJA,REGION METROPOLITANA,URBANA,FATAL
2375,-70.6196807,-33.4337324,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2376,-70.6196795,-33.4400188999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2377,-70.6194852,-33.4450004,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2378,-70.619002,-33.4543811,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2379,-70.6187608,-33.4376964,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2380,-70.6182343999999,-33.4672360999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2381,-70.6180825999999,-33.440822,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2382,-70.6178377,-33.4418782999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2383,-70.6178284,-33.6221547,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2384,-70.6172838,-33.4284020999998,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2385,-70.6172121999999,-33.4397843999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2386,-70.6170851,-33.6218681999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2387,-70.6159711,-33.4530676,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2388,-70.6158405,-33.4327347999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2389,-70.6158004999999,-33.5015534,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2390,-70.6153131999999,-33.5314592,2020,LA GRANJA,REGION METROPOLITANA,URBANA,FATAL
2391,-70.6152317999999,-33.5010985,2020,MACUL,REGION METROPOLITANA,URBANA,SERIOUS
2392,-70.6149571,-33.465551,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2393,-70.6148735,-33.5334970999999,2020,LA GRANJA,REGION METROPOLITANA,URBANA,SLIGHT
2394,-70.6147208,-33.5463741,2020,LA GRANJA,REGION METROPOLITANA,URBANA,SLIGHT
2395,-70.6141202999999,-33.4378933,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2396,-70.6138904,-33.5070114,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2397,-70.6137327999999,-33.4475292,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2398,-70.6135834,-33.4323075999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2399,-70.6135812,-33.4706872,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2400,-70.6132858,-33.5086994999999,2020,SAN JOAQUIN,REGION METROPOLITANA,URBANA,SLIGHT
2401,-70.6124674,-33.42356,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2402,-70.6123894,-33.4564212,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2403,-70.6123676999999,-33.443073,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2404,-70.6117984,-33.4228923,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2405,-70.6116156,-33.510339,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2406,-70.6114319,-33.4466014,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2407,-70.6108533,-33.4317430999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2408,-70.6105923,-33.5080877999999,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2409,-70.6103008999999,-33.4494617,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2410,-70.6102642,-33.5395033999999,2020,LA GRANJA,REGION METROPOLITANA,URBANA,SLIGHT
2411,-70.6100917,-33.4294979,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2412,-70.6100049999999,-33.4507498,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2413,-70.6097056,-33.4593455999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2414,-70.6094422,-33.4314352,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2415,-70.6094388,-33.4188405,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2416,-70.6094318999999,-33.4578604,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2417,-70.6091422,-33.4552238,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2418,-70.608731,-33.4181255,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2419,-70.6084344,-33.4265464,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2420,-70.6080903,-33.4362597,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2421,-70.6077859999999,-33.4906691,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2422,-70.607097,-33.4505737,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2423,-70.606597,-33.4695171,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2424,-70.6065942,-33.5128958999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2425,-70.6064803,-33.4308131999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2426,-70.6063901,-33.4179934999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2427,-70.6061547,-33.4622108,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2428,-70.6061480999999,-33.4613848999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2429,-70.6055961999999,-33.4202948,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2430,-70.6053625,-33.5152864,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2431,-70.6049806,-33.4222784999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2432,-70.6047129999999,-33.4353894,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2433,-70.6045805999999,-33.5589666,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2434,-70.6043849,-33.5087158,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2435,-70.6042188,-33.4192874999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,FATAL
2436,-70.6040528999999,-33.426593,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2437,-70.6037714,-33.5021805,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2438,-70.6037084,-33.5467869999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2439,-70.6035422,-33.5396656,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2440,-70.6035006,-33.5367340999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2441,-70.6034285,-33.4114405,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SERIOUS
2442,-70.6028534,-33.4903219999999,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2443,-70.6027877,-33.4476874,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2444,-70.602778,-33.4188703,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2445,-70.6027049,-33.4299827,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2446,-70.6021285,-33.4324868999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2447,-70.6019587,-33.5733328,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2448,-70.6019430999999,-33.439495,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2449,-70.6014476,-33.5170262999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2450,-70.6014295,-33.4181846,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2451,-70.6011081999999,-33.4448177,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2452,-70.6010688,-33.5587057,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2453,-70.6007938,-33.4295690999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2454,-70.6002721,-33.4646846,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2455,-70.5997511,-33.4547267,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2456,-70.5997062999999,-33.4563001,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2457,-70.5995848,-33.4415368,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2458,-70.5993021,-33.4955543,2020,MACUL,REGION METROPOLITANA,URBANA,SERIOUS
2459,-70.5990251,-33.4142493,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
2460,-70.5987165999999,-33.4736748,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2461,-70.5984655,-33.4968923,2020,MACUL,REGION METROPOLITANA,URBANA,SERIOUS
2462,-70.5984624,-33.4690897,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2463,-70.5984444,-33.4688847,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2464,-70.5982564,-33.5098462999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2465,-70.598197,-33.4963589999999,2020,MACUL,REGION METROPOLITANA,URBANA,SERIOUS
2466,-70.5981954999999,-33.4563952,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2467,-70.5981777,-33.5228254,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2468,-70.5981401999999,-33.4674472,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2469,-70.5979038999999,-33.4279511999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2470,-70.5976091,-33.4334739,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2471,-70.5976057,-33.6138339,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2472,-70.5975899,-33.4288527,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2473,-70.5975215,-33.4478531999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2474,-70.5973796,-33.4444684,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2475,-70.5970554,-33.4215898,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2476,-70.5967489999999,-33.5269237,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2477,-70.5967186,-33.5876103,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2478,-70.5965889,-33.4215089,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SERIOUS
2479,-70.5962812,-33.4128019999999,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
2480,-70.5961083,-33.5909002999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SERIOUS
2481,-70.5960451,-33.4285013999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2482,-70.5959559,-33.5199042999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2483,-70.5957992999999,-33.5284027999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2484,-70.5957498,-33.4292821999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2485,-70.5955602,-33.4823248,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2486,-70.5953171,-33.4360837999999,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2487,-70.594288,-33.502068,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2488,-70.5942870999999,-33.4285452,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2489,-70.5940799999999,-33.4019508999999,2020,VITACURA,REGION METROPOLITANA,URBANA,SLIGHT
2490,-70.5940292,-33.5264464999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2491,-70.5936876,-33.4568385999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2492,-70.5933997,-33.5285267,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2493,-70.5930915999999,-33.5359818,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2494,-70.5929287,-33.561481,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2495,-70.5928057,-33.5787696,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2496,-70.5925605,-33.4170463999999,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
2497,-70.592349,-33.6070123,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2498,-70.5920995,-33.4569076999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2499,-70.5919372,-33.4271205,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2500,-70.5916293999999,-33.5056478,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2501,-70.5916192,-33.4024180999999,2020,VITACURA,REGION METROPOLITANA,URBANA,SERIOUS
2502,-70.5912936999999,-33.5997318,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2503,-70.5912695,-33.5395211999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2504,-70.5908286999999,-33.614387,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SERIOUS
2505,-70.5907118,-33.6164841999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2506,-70.5906113,-33.6165893,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2507,-70.5901775,-33.5077969,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2508,-70.5897751999999,-33.4030367,2020,VITACURA,REGION METROPOLITANA,URBANA,SERIOUS
2509,-70.5895063999999,-33.5433907,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2510,-70.5894163999999,-33.5068916999999,2020,PEÑAFLOR,REGION METROPOLITANA,URBANA,SLIGHT
2511,-70.5892655,-33.5439632999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2512,-70.5892294999999,-33.4909867,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2513,-70.5886805,-33.4819062999999,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2514,-70.5886689,-33.4734998999999,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2515,-70.5880882,-33.3989011,2020,VITACURA,REGION METROPOLITANA,URBANA,SERIOUS
2516,-70.5878841,-33.5470852,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2517,-70.5869216,-33.6139903,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2518,-70.5866207999999,-33.4300829,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SLIGHT
2519,-70.5865238,-33.4622692,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2520,-70.5864872,-33.4508976,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2521,-70.5864437,-33.5533404,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2522,-70.5860635999999,-33.5232899999999,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2523,-70.5858876999999,-33.5294221,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2524,-70.5858494,-33.4554737999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2525,-70.5858268,-33.4428309,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2526,-70.5852685999999,-33.5013849,2020,PEÑAFLOR,REGION METROPOLITANA,URBANA,SLIGHT
2527,-70.5847997,-33.4452684,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2528,-70.5847027,-33.4318649,2020,PROVIDENCIA,REGION METROPOLITANA,URBANA,SERIOUS
2529,-70.5846286999999,-33.5638007,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SLIGHT
2530,-70.5839323,-33.4522817,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2531,-70.5835687,-33.4484151,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2532,-70.5834100999999,-33.5724399,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2533,-70.5831292,-33.4884206,2020,MACUL,REGION METROPOLITANA,URBANA,SLIGHT
2534,-70.5830314,-33.5722446999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2535,-70.5817930999999,-33.4673236,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2536,-70.580714,-33.4661457999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2537,-70.5804962,-33.4173938999999,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
2538,-70.580409,-33.5860481999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2539,-70.5800576,-33.5629731,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2540,-70.5796912,-33.4543669999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2541,-70.5796779,-33.5017697,2020,PEÑAFLOR,REGION METROPOLITANA,URBANA,SLIGHT
2542,-70.5796699,-33.4356461,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2543,-70.5796495999999,-33.5892993,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2544,-70.5792476,-33.4542558,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2545,-70.5782483,-33.4380666,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2546,-70.5780178,-33.6167328999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2547,-70.5779847999999,-33.4382188999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2548,-70.5771213,-33.6009495999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SERIOUS
2549,-70.5770376,-33.522403,2020,LA FLORIDA,REGION METROPOLITANA,URBANA,SERIOUS
2550,-70.5768773,-33.4694958999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2551,-70.5765678,-33.6057749,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2552,-70.5759473,-33.5734221999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2553,-70.5752957999999,-33.5854683,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2554,-70.5746899,-33.4653947,2020,PEÑAFLOR,REGION METROPOLITANA,URBANA,SERIOUS
2555,-70.5746339,-33.5654704999999,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2556,-70.5741307,-33.4813259,2020,PEÑAFLOR,REGION METROPOLITANA,URBANA,SERIOUS
2557,-70.5738211999999,-33.4360730999999,2020,LA REINA,REGION METROPOLITANA,URBANA,SERIOUS
2558,-70.5735506,-33.5916508,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2559,-70.5729266999999,-33.4430376999999,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SERIOUS
2560,-70.5727727,-33.3902859999999,2020,VITACURA,REGION METROPOLITANA,URBANA,SLIGHT
2561,-70.5724626,-33.45898,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2562,-70.5720043999999,-33.4145366,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SERIOUS
2563,-70.5716815,-33.448014,2020,LA REINA,REGION METROPOLITANA,URBANA,SLIGHT
2564,-70.5715913,-33.6020998,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2565,-70.5708998999999,-33.4533996,2020,ÑUÑOA,REGION METROPOLITANA,URBANA,SLIGHT
2566,-70.5703102,-33.5838003,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2567,-70.5703010999999,-33.4000272999999,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SLIGHT
2568,-70.569067,-33.4037203,2020,LAS CONDES,REGION METROPOLITANA,URBANA,SERIOUS
2569,-70.5687509,-33.4707233,2020,PEÑAFLOR,REGION METROPOLITANA,URBANA,SERIOUS
2570,-70.5686568,-33.5823854,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
2571,-70.5681035999999,-33.4533282,2020,LA REINA,REGION METROPOLITANA,URBANA,SLIGHT
2572,-70.5680631,-33.5623119,2020,PUENTE ALTO,REGION METROPOLITANA,URBANA,SLIGHT
