X,Y,FID,DIR_GEOCOD,LAT,LNG,VAL_COM,Año,Cód_Regi,Región,Comuna,Zona,Calle_Uno,Calle_Dos,Número,Direccion,Fallecidos,Graves,Menos_Grav,Leves,Tipo_Usuar,FallecidoB,GraveBici,MgraveBici,LeveBici,Accidentes
-70.6559442999999,-33.4341515999999,1,"San Pablo & Teatinos, Santiago, Región Metropolitana, Chile",-33.4341516,-70.6559443,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,TEATINOS,SAN PABLO,0,TEATINOS-SAN PABLO,0,0,0,0,BICICLETA,0,0,0,0,1
-71.2236354999999,-33.6830721999999,2,"Las Torres & Policarpo Toro, Melipilla, Región Metropolitana, Chile",-33.6830722,-71.2236355,1,2020,13,REGION METROPOLITANA,MELIPILLA,URBANA,POLICARPO TORO,LAS TORRES,0,POLICARPO TORO-LAS TORRES,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6558843999999,-33.4189867,3,"Av. Independencia 1075, Independencia, Región Metropolitana, Chile",-33.4189867,-70.6558844,1,2020,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,INDEPENDENCIA, ,1075,"INDEPENDENCIA  1075, INDEPENDENCIA",0,1,0,0,BICICLETA,0,1,0,0,1
-71.2216834,-33.6905024,4,"Correa 884, Melipilla, Región Metropolitana, Chile",-33.6905024,-71.2216834,1,2020,13,REGION METROPOLITANA,MELIPILLA,URBANA,CORREA,CORONEL BUERAS,0,CORREA-CORONEL BUERAS,0,0,0,1,BICICLETA,0,0,0,1,1
-70.655584,-33.4896267999999,5,"Gaspar Banda & Florencia, San Miguel, Región Metropolitana, Chile",-33.4896268,-70.655584,1,2020,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,GASPAR BANDA,FLORENCIA,0,GASPAR BANDA-FLORENCIA,0,0,0,0,BICICLETA,0,0,0,0,1
-71.2207607,-33.6845695,6,"Merced & Correa, Melipilla, Región Metropolitana, Chile",-33.6845695,-71.2207607,1,2020,13,REGION METROPOLITANA,MELIPILLA,URBANA,MERCED,CORREA,0,MERCED-CORREA,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6555182999999,-33.5570861,7,"Los Mapuches & San Francisco, El Bosque, Región Metropolitana, Chile",-33.5570861,-70.6555183,1,2020,13,REGION METROPOLITANA,EL BOSQUE,URBANA,SAN FRANCISCO,LOS MAPUCHES,0,SAN FRANCISCO-LOS MAPUCHES,0,0,0,1,BICICLETA,0,0,0,1,1
-71.2196316,-33.6881084,8,"Libertad & Hurtado, Melipilla, Región Metropolitana, Chile",-33.6881084,-71.2196316,1,2020,13,REGION METROPOLITANA,MELIPILLA,URBANA,HURTADO,LIBERTAD,0,LIBERTAD-HURTADO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.655348,-33.4573662,9,"C. San Ignacio de Loyola 874, Santiago, Región Metropolitana, Chile",-33.4573662,-70.655348,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN IGNACIO DE LOYOLA, ,874,"SAN IGNACIO DE LOYOLA  874, SANTIAGO",0,0,0,1,BICICLETA,0,0,0,0,1
-71.2193571,-33.6846459,10,"Merced & Hurtado, Melipilla, Región Metropolitana, Chile",-33.6846459,-71.2193571,1,2020,13,REGION METROPOLITANA,MELIPILLA,URBANA,MERCED,HURTADO,0,MERCED-HURTADO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6549369,-33.4536605,11,"Aldunate & Eyzaguirre, Santiago, Región Metropolitana, Chile",-33.4536605,-70.6549369,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,EYZAGUIRRE,ALDUNATE,0,EYZAGUIRRE-ALDUNATE,0,1,0,0,BICICLETA,0,1,0,0,1
-71.2165173999999,-33.6848257,12,"Silva Chávez & Merced, Melipilla, Región Metropolitana, Chile",-33.6848257,-71.2165174,1,2020,13,REGION METROPOLITANA,MELIPILLA,URBANA,MERCED,SILVA CHAVEZ,0,SILVA CHAVEZ-MERCED,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6546505,-33.4325506999999,13,"Morandé & Presidente Balmaceda, Santiago, Región Metropolitana, Chile",-33.4325507,-70.6546505,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,MORANDE,PDTE BALMACEDA,0,PDTE BALMACEDA-MORANDE,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6546263,-33.5194927,14,"Santa Elisa & Angamos, La Cisterna, Región Metropolitana, Chile",-33.5194927,-70.6546263,1,2020,13,REGION METROPOLITANA,LA CISTERNA,URBANA,STA ELISA,ANGAMOS,0,STA ELISA-ANGAMOS,0,0,0,1,BICICLETA,0,0,0,1,1
-71.2156939999999,-33.6926899,15,"Ortúzar & Riquelme, Melipilla, Región Metropolitana, Chile",-33.6926899,-71.215694,1,2020,13,REGION METROPOLITANA,MELIPILLA,URBANA,ORTUZAR,RIQUELME,0,RIQUELME-ORTUZAR,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6545942,-33.4263459,16,"Av. Independencia 432, Independencia, Región Metropolitana, Chile",-33.4263459,-70.6545942,1,2020,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,INDEPENDENCIA, ,432,"INDEPENDENCIA  432, INDEPENDENCIA",0,0,0,1,BICICLETA,0,0,0,1,1
-71.2129125,-33.6908898,17,"Barros & Barrales, Melipilla, Región Metropolitana, Chile",-33.6908898,-71.2129125,1,2020,13,REGION METROPOLITANA,MELIPILLA,URBANA,BARROS,BARRALES,0,BARROS-BARRALES,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6542835999999,-33.4266907,18,"Aníbal Pinto & Avenida Independencia, Santiago, Independencia, Región Metropolitana, Chile",-33.4266907,-70.6542836,1,2020,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,ANIBAL PINTO,INDEPENDENCIA,0,INDEPENDENCIA-ANIBAL PINTO,0,0,0,1,BICICLETA,0,0,0,1,1
-71.2079219999999,-33.5695333999999,19,"Avenida Anselmo Alarcon & Gral Baquedano, Melipilla, Región Metropolitana, Chile",-33.5695334,-71.207922,1,2020,13,REGION METROPOLITANA,MELIPILLA,RURAL,ANSELMO ALARCON,GRAL BAQUEDANO,0,GRAL BAQUEDANO-ANSELMO ALARCON,0,0,0,2,BICICLETA,0,0,0,2,1
-70.6541373,-33.4449664,20,"Avenida Libertador Bernardo O'Higgins & Nataniel Cox, Santiago, Región Metropolitana, Chile",-33.4449664,-70.6541373,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O'HIGGINS,NATANIEL COX,0,NATANIEL COX-LIBER BERNARDO O'HIGGINS,0,0,0,2,BICICLETA,0,0,0,1,1
-70.6536426,-33.4575987,21,"Coquimbo & Lord Cochrane, Santiago, Región Metropolitana, Chile",-33.4575987,-70.6536426,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,COQUIMBO,LORD COCHRANE,0,LORD COCHRANE-COQUIMBO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6527159,-33.4175448,22,"San José & Profesor Zañartu, Recoleta, Independencia, Región Metropolitana, Chile",-33.4175448,-70.6527159,1,2020,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,PROFE ALBERTO ZANARTU,SAN JOSE,0,SAN JOSE-PROFE ALBERTO ZANARTU,0,1,0,0,BICICLETA,0,0,0,0,1
-70.6521253,-33.5448648,23,"San Francisco & Vicuña Mackenna, La Cisterna, San Ramón, Región Metropolitana, Chile",-33.5448648,-70.6521253,2,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,SAN FRANCISCO,VICUNA MACKENNA,0,VICUNA MACKENNA-SAN FRANCISCO,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6514632,-33.4911961,24,"Gran Avenida Jose Miguel Carrera & Brigadier de La Cruz, San Miguel, Región Metropolitana, Chile",-33.4911961,-70.6514632,1,2020,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,BRIGADIER DE LA CRUZ,GRAN AVDA JOSE MIGUEL CARRERA,0,GRAN AVDA JOSE MIGUEL CARRERA-BRIGADIER DE LA CRUZ,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6509055,-33.4044871,25,"Av. Einstein 888, Recoleta, Región Metropolitana, Chile",-33.4044871,-70.6509055,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,EINSTEIN, ,888,"EINSTEIN  888, RECOLETA",0,0,0,1,BICICLETA,0,0,0,1,1
-70.6507418,-33.4212625999999,26,"Santos Dumont 1053, Recoleta, Región Metropolitana, Chile",-33.4212626,-70.6507418,1,2020,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,SANTOS DUMONT, ,1053,"SANTOS DUMONT  1053, INDEPENDENCIA",0,1,0,0,BICICLETA,0,1,0,0,1
-70.6507149,-33.4229210999999,27,"La Paz 841, Recoleta, Región Metropolitana, Chile",-33.4229211,-70.6507149,2,2020,13,REGION METROPOLITANA,INDEPENDENCIA,URBANA,LA PAZ, ,841,"LA PAZ  841, INDEPENDENCIA",0,1,0,0,BICICLETA,0,1,0,0,1
-70.6503597,-33.5342579999999,28,"María Isabel 8378, La Cisterna, Región Metropolitana, Chile",-33.534258,-70.6503597,1,2020,13,REGION METROPOLITANA,LA CISTERNA,URBANA,MARIA ISABEL,IQUIQUE,0,MARIA ISABEL-IQUIQUE,0,1,0,0,BICICLETA,0,1,0,0,1
-70.650213,-33.4912242,29,"Gran Avenida Jose Miguel Carrera 4004, San Miguel, Región Metropolitana, Chile",-33.4912242,-70.650213,1,2020,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,GRAN AVDA JOSE MIGUEL CARRERA, ,4004,"GRAN AVDA JOSE MIGUEL CARRERA  4004, SAN MIGUEL",1,0,0,0,BICICLETA,1,0,0,0,1
-70.649294,-33.5506165,30,"Aníbal Zañartu & Esperanza, Santiago, San Ramón, Región Metropolitana, Chile",-33.5506165,-70.649294,1,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,ANIBAL ZAÑARTU,ESPERANZA,0,ESPERANZA-ANIBAL ZAÑARTU,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6492877,-33.4214652,31,"Dr. Raimundo Charlin & Santos Dumont, Recoleta, Región Metropolitana, Chile",-33.4214652,-70.6492877,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,SANTOS DUMONT,DR RAIMUNDO CHARLIN,0,SANTOS DUMONT-DR RAIMUNDO CHARLIN,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6492726999999,-33.445194,32,"Serrano 63, Of 68, Santiago, Región Metropolitana, Chile",-33.445194,-70.6492727,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,MARIN,GUAYAQUIL,0,MARIN-GUAYAQUIL,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6491245999999,-33.4596702,33,"Avenida Manuel Antonio Matta & San Diego, Santiago, Región Metropolitana, Chile",-33.4596702,-70.6491246,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN DIEGO,MANUEL ANTONIO MATTA,0,SAN DIEGO-MANUEL ANTONIO MATTA,0,0,0,1,BICICLETA,0,0,0,1,2
-70.6487981999999,-33.45146,34,"Santa Isabel & Arturo Prat, Santiago, Región Metropolitana, Chile",-33.45146,-70.6487982,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,ARTURO PRAT,STA ISABEL,0,STA ISABEL-ARTURO PRAT,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6486109,-33.468631,35,"Sargento Aldea & San Diego, Santiago, Región Metropolitana, Chile",-33.468631,-70.6486109,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN DIEGO,SGTO ALDEA,0,SGTO ALDEA-SAN DIEGO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6485388,-33.4710613999999,36,"General Gana & San Diego, Santiago, Región Metropolitana, Chile",-33.4710614,-70.6485388,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN DIEGO,GRAL GANA,0,SAN DIEGO-GRAL GANA,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6484338,-33.4745162,37,"Bío Bío & San Diego, Santiago, Región Metropolitana, Chile",-33.4745162,-70.6484338,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN DIEGO,BIO BIO,0,SAN DIEGO-BIO BIO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6483419,-33.4382175,38,"San Antonio & Merced, Santiago, Región Metropolitana, Chile",-33.4382175,-70.6483419,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,MERCED,SAN ANTONIO,0,SAN ANTONIO-MERCED,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6480216,-33.4405481,39,"San Antonio & Agustinas, Santiago, Región Metropolitana, Chile",-33.4405481,-70.6480216,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN ANTONIO,AGUSTINAS,0,SAN ANTONIO-AGUSTINAS,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6476686,-33.4430373,40,"Avenida Libertador Bernardo O'Higgins & San Antonio, Santiago, Región Metropolitana, Chile",-33.4430373,-70.6476686,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN ANTONIO,LIBER BERNARDO O'HIGGINS,0,SAN ANTONIO-LIBER BERNARDO O'HIGGINS,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6476357999999,-33.3974527,41,"C. Uno, Recoleta, Región Metropolitana, Chile",-33.3974527,-70.6476358,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,CALLE 1,LA SERENA,0,LA SERENA-CALLE 1,1,1,0,0,BICICLETA,1,1,0,0,1
-70.6475181,-33.4346156,42,"Esmeralda & Enrique Mac Iver, Santiago, Región Metropolitana, Chile",-33.4346156,-70.6475181,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,MAC IVER,ESMERALDA,0,MAC IVER-ESMERALDA,0,0,0,2,BICICLETA,0,0,0,1,1
-70.6474964999999,-33.4310715,43,"Av. Recoleta & Antonia López de Bello, Recoleta, Región Metropolitana, Chile",-33.4310715,-70.6474965,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,ANTONIA LOPEZ DE BELLO,0,RECOLETA-ANTONIA LOPEZ DE BELLO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6470371,-33.4484825,44,"San Francisco & Eleuterio Ramírez, Santiago, Región Metropolitana, Chile",-33.4484825,-70.6470371,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,ELEUTERIO RAMIREZ,SAN FRANCISCO,0,SAN FRANCISCO-ELEUTERIO RAMIREZ,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6469981999999,-33.4466719,45,"San Francisco & Tarapacá, Santiago, Región Metropolitana, Chile",-33.4466719,-70.6469982,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,TARAPACA,SAN FRANCISCO,0,TARAPACA-SAN FRANCISCO,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6468353,-33.4432487,46,"Av Libertador Bernardo O'Higgins 776, Santiago, Región Metropolitana, Chile",-33.4432487,-70.6468353,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,BRASIL,LIBER BERNARDO O'HIGGINS,0,LIBER BERNARDO O'HIGGINS-BRASIL,0,1,1,0,BICICLETA,0,1,0,0,2
-70.6467811999999,-33.4286938,47,"Avenida Recoleta & Dávila Baeza, Recoleta, Región Metropolitana, Chile",-33.4286938,-70.6467812,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,DAVILA BAEZA,0,RECOLETA-DAVILA BAEZA,0,0,0,1,BICICLETA,0,0,0,0,1
-70.6467154999999,-33.4284607,48,"Avenida Recoleta & Eusebio Lillo, Recoleta, Región Metropolitana, Chile",-33.4284607,-70.6467155,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,EUSEBIO LILLO,RECOLETA,0,RECOLETA-EUSEBIO LILLO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.646671,-33.4532542,49,"San Francisco 665, Santiago, Región Metropolitana, Chile",-33.4532542,-70.646671,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN FRANCISCO, ,665,"SAN FRANCISCO  665, SANTIAGO",1,0,0,0,BICICLETA,1,0,0,0,1
-70.6457279999999,-33.401019,50,"Fray Luis de La Pena 2769, Recoleta, Región Metropolitana, Chile",-33.401019,-70.645728,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,FRAY LUIS DE LA PENA, ,2769,"FRAY LUIS DE LA PENA  2769, RECOLETA",0,0,0,1,BICICLETA,0,0,0,1,1
-70.6453589,-33.5458495999999,51,"Avenida La Bandera & Vicuña Mackenna, Santiago, San Ramón, Región Metropolitana, Chile",-33.5458496,-70.6453589,1,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,LA BANDERA,VICUNA MACKENNA,0,VICUNA MACKENNA-LA BANDERA,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6449466999999,-33.5153914,52,"Sebastopol & León Tolstoi, San Miguel, Región Metropolitana, Chile",-33.5153914,-70.6449467,1,2020,13,REGION METROPOLITANA,SAN MIGUEL,URBANA,SEBASTOPOL,LEON TOLSTOI,0,SEBASTOPOL-LEON TOLSTOI,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6449173,-33.3872028,53,"Alfredo Rosende 823, Recoleta, Región Metropolitana, Chile",-33.3872028,-70.6449173,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,ALFREDO ROSENDE,LOS ZAPADORES,0,LOS ZAPADORES-ALFREDO ROSENDE,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6449158999999,-33.4423946,54,"Avenida Libertador Bernardo O'Higgins & Miraflores, Santiago, Región Metropolitana, Chile",-33.4423946,-70.6449159,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,LIBER BERNARDO O'HIGGINS,MIRAFLORES,0,MIRAFLORES-LIBER BERNARDO O'HIGGINS,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6439829999999,-33.4532836999999,55,"Av. 10 de Julio Huamachuco, Santiago, Región Metropolitana, Chile",-33.4532837,-70.643983,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,SAN CAMILO,10 DE JULIO HUAMACHUCO,0,SAN CAMILO-10 DE JULIO HUAMACHUCO,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6436853999999,-33.4478025999999,56,"Marín & San Isidro, Santiago, Región Metropolitana, Chile",-33.4478026,-70.6436854,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,MARIN,SAN ISIDRO,0,SAN ISIDRO-MARIN,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6436264999999,-33.4557822,57,"Coquimbo & Sta. Rosa, Santiago, Región Metropolitana, Chile",-33.4557822,-70.6436265,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,COQUIMBO,STA ROSA,0,STA ROSA-COQUIMBO,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6436040999999,-33.4363495999999,58,"José Miguel de La Barra 508, Santiago, Región Metropolitana, Chile",-33.4363496,-70.6436041,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,GAY,MANUEL RODRIGUEZ,0,MANUEL RODRIGUEZ-GAY,0,2,0,0,BICICLETA,0,2,0,0,2
-70.643429,-33.5461024,59,"Vicuña Mackenna & Almirante Latorre, Santiago, San Ramón, Región Metropolitana, Chile",-33.5461024,-70.643429,1,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,VICUÑA MACKENNA,ALMTE LATORRE,0,VICUÑA MACKENNA-ALMTE LATORRE,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6431546,-33.4057054,60,"Avenida Einstein & Lircay, Recoleta, Región Metropolitana, Chile",-33.4057054,-70.6431546,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,EINSTEIN,LIRCAY,0,LIRCAY-EINSTEIN,0,0,0,0,BICICLETA,0,0,0,0,1
-70.643089,-33.3967662,61,"Dorsal, Recoleta, Región Metropolitana, Chile",-33.3967662,-70.643089,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,DORSAL,AMERICO VESPUCIO,0,DORSAL-AMERICO VESPUCIO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6430814,-33.4042143999999,62,"Avenida Recoleta & Víctor Cuccuini, Recoleta, Región Metropolitana, Chile",-33.4042144,-70.6430814,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,VICTOR CUCCUINI,0,VICTOR CUCCUINI-RECOLETA,0,0,0,1,BICICLETA,0,0,0,1,1
-70.643045,-33.4054818999999,63,"Av. Recoleta 2309, Recoleta, Región Metropolitana, Chile",-33.4054819,-70.643045,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA, ,2309,"RECOLETA  2309, RECOLETA",0,0,0,1,BICICLETA,0,0,0,1,1
-70.6428117999999,-33.4346744,64,"Cardenal José María Caro & Loreto, Santiago, Región Metropolitana, Chile",-33.4346744,-70.6428118,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,LORETO,CARD JOSE MARIA CARO,0,LORETO-CARD JOSE MARIA CARO,0,0,1,0,BICICLETA,0,0,1,0,1
-70.6427921,-33.3980864999999,65,"Avenida Recoleta & Federico Hegel, Recoleta, Región Metropolitana, Chile",-33.3980865,-70.6427921,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,RECOLETA,FEDERICO HEGEL,0,RECOLETA-FEDERICO HEGEL,0,0,1,0,BICICLETA,0,0,1,0,1
-70.6425149,-33.5498888,66,"Las Calandrias & Riquelme, Santiago, San Ramón, Región Metropolitana, Chile",-33.5498888,-70.6425149,1,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,RIQUELME,LAS CALANDRIAS,0,RIQUELME-LAS CALANDRIAS,0,0,1,0,BICICLETA,0,0,1,0,1
-70.6422525999999,-33.4475145999999,67,"Marín & Carmen, Santiago, Región Metropolitana, Chile",-33.4475146,-70.6422526,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,MARIN,CARMEN,0,MARIN-CARMEN,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6422207,-33.53752,68,"Carlos Dávila & Ecuador, Santiago, San Ramón, Región Metropolitana, Chile",-33.53752,-70.6422207,1,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,CARLOS DAVILA,ECUADOR,0,ECUADOR-CARLOS DAVILA,0,1,0,0,BICICLETA,0,0,0,0,1
-70.6422147999999,-33.5287013,69,"Rivadavia & Montt, Santiago, San Ramón, Región Metropolitana, Chile",-33.5287013,-70.6422148,1,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,RIVADAVIA,MONTT,0,RIVADAVIA-MONTT,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6421151,-33.4224899,70,"Tabaré & Santos Dumont, Recoleta, Región Metropolitana, Chile",-33.4224899,-70.6421151,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,TABARE,SANTOS DUMONT,0,TABARE-SANTOS DUMONT,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6420193999999,-33.4752819999999,71,"Placer & Santa Rosa, Santiago, Región Metropolitana, Chile",-33.475282,-70.6420194,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,PLACER,STA ROSA,0,STA ROSA-PLACER,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6420021,-33.1764879,72,"Cam. Termas de Colina, Colina, Región Metropolitana, Chile",-33.1764879,-70.6420021,1,2020,13,REGION METROPOLITANA,COLINA,RURAL,CAMINO TERMAS DE COLINA, ,1000,"CAMINO TERMAS DE COLINA  1000, COLINA",0,0,0,1,BICICLETA,0,0,0,1,1
-70.641748,-33.478847,73,"Rivas & Santa Rosa, San Joaquín, Región Metropolitana, Chile",-33.478847,-70.641748,1,2020,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,RIVAS,STA ROSA,0,STA ROSA-RIVAS,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6415746,-33.4530029,74,"Av. 10 de Julio Huamachuco 556, Santiago, Región Metropolitana, Chile",-33.4530029,-70.6415746,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,10 DE JULIO HUAMACHUCO, ,556,"10 DE JULIO HUAMACHUCO  556, SANTIAGO",0,0,0,1,BICICLETA,0,0,0,1,1
-70.6415322,-33.4498465999999,75,"Santa Isabel & Carmen, Santiago, Región Metropolitana, Chile",-33.4498466,-70.6415322,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ISABEL,CARMEN,0,STA ISABEL-CARMEN,0,0,0,1,BICICLETA,0,0,0,1,1
-70.6409138,-33.5501166999999,76,"Riquelme & Aurora de Chile, Santiago, San Ramón, Región Metropolitana, Chile",-33.5501167,-70.6409138,1,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,AURORA DE CHILE,RIQUELME,0,RIQUELME-AURORA DE CHILE,0,0,1,1,BICICLETA,0,0,0,1,1
-70.6408857,-33.4167206999999,77,"Puma & Unión, Recoleta, Región Metropolitana, Chile",-33.4167207,-70.6408857,1,2020,13,REGION METROPOLITANA,RECOLETA,URBANA,UNION,PUMA,0,UNION-PUMA,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6406862999999,-33.8346140999999,78,"Cam. Padre Hurtado & Sta. Teresa, Huelquen, Paine, Región Metropolitana, Chile",-33.8346141,-70.6406863,1,2020,13,REGION METROPOLITANA,PAINE,RURAL,CAMINO PADRE HURTADO,SANTA TERESA,0,SANTA TERESA-CAMINO PADRE HURTADO,0,0,0,1,BICICLETA,0,0,0,1,1
-70.640469,-33.4538048999999,79,"Copiapó & Carmen, Santiago, Región Metropolitana, Chile",-33.4538049,-70.640469,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARMEN,COPIAPO,0,COPIAPO-CARMEN,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6404274999999,-33.4920996,80,"Álvarez de Toledo & Santa Rosa, San Miguel, Región Metropolitana, Chile",-33.4920996,-70.6404275,2,2020,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,ALVAREZ DE TOLEDO,0,STA ROSA-ALVAREZ DE TOLEDO,0,2,0,3,BICICLETA,0,2,0,0,2
-70.6401826,-33.4551221,81,"Coquimbo & Carmen, Santiago, Región Metropolitana, Chile",-33.4551221,-70.6401826,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,CARMEN,COQUIMBO,0,COQUIMBO-CARMEN,0,0,0,0,BICICLETA,0,0,0,0,1
-70.6393869,-33.5484142,82,"Alpatacal & Independencia, Santiago, San Ramón, Región Metropolitana, Chile",-33.5484142,-70.6393869,1,2020,13,REGION METROPOLITANA,SAN RAMON,URBANA,ALPATACAL,INDEPENDENCIA,0,INDEPENDENCIA-ALPATACAL,0,1,0,0,BICICLETA,0,1,0,0,1
-70.6390457,-33.5040013,83,"Piramide & Santa Rosa, San Miguel, Región Metropolitana, Chile",-33.5040013,-70.6390457,2,2020,13,REGION METROPOLITANA,SAN JOAQUIN,URBANA,STA ROSA,PIRAMIDE,0,STA ROSA-PIRAMIDE,0,0,0,1,BICICLETA,0,0,0,1,2
-70.6390414,-33.4491871999999,84,"Lira & Santa Isabel, Santiago, Región Metropolitana, Chile",-33.4491872,-70.6390414,1,2020,13,REGION METROPOLITANA,SANTIAGO,URBANA,STA ISABEL,LIRA,0,STA ISABEL-LIRA,0,0,0,0,BICICLETA,0,0,0,0,1
